Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.827302,0.154233,0.0365745,4.13802,8.71773e-06,0.0185422,0.00380829,0,1.17426e-05,0,0.00676924,5.56779e-05,0.128502,4.13928,4.8658
1.25893,0.810561,0.156134,0.0409217,4.137,8.71773e-06,0.0206947,0.00369926,0,1.17426e-05,0,0.00948814,7.23129e-05,0.112948,4.13552,4.86326
1.58489,0.801184,0.156887,0.0457112,4.13595,1.63734e-05,0.0216832,0.00361802,0,1.17426e-05,0,0.010842,7.23129e-05,0.105171,4.13311,4.85435
1.99526,0.791878,0.157674,0.0512634,4.13437,2.12028e-05,0.0224876,0.00353368,0,1.17426e-05,0,0.0119485,8.17471e-05,0.0981292,4.13038,4.84428
2.51189,0.784136,0.158302,0.0566623,4.1327,2.12028e-05,0.0231389,0.00342677,0,1.17426e-05,0,0.0131658,9.35844e-05,0.0925903,4.12751,4.83309
3.16228,0.776042,0.158983,0.0623588,4.13108,2.12028e-05,0.0237191,0.003343,0,1.17426e-05,0,0.0144496,0.000114142,0.0872043,4.12461,4.82231
3.98107,0.768723,0.1599,0.0684752,4.12922,1.35472e-05,0.0244464,0.00329013,0,1.17426e-05,0,0.0156905,0.000119849,0.0825454,4.12149,4.80989
5.01187,0.761751,0.160612,0.0749541,4.12741,1.35472e-05,0.024894,0.00318081,0,1.17426e-05,0,0.0175054,0.000137081,0.0786022,4.11785,4.79647
6.30957,0.754844,0.161531,0.0820192,4.12503,1.35472e-05,0.0253316,0.00320608,0,1.17426e-05,0,0.0193674,0.000153813,0.0746218,4.11363,4.78148
7.94328,0.747929,0.162376,0.0893737,4.1228,1.35472e-05,0.0257409,0.00318142,0,1.17426e-05,0,0.0215869,0.000175672,0.071383,4.10915,4.76354
10,0.740932,0.163305,0.0973143,4.12027,1.60784e-05,0.0260071,0.00315804,0,1.17426e-05,0,0.0239099,0.000212808,0.0679597,4.10425,4.74423
12.5893,0.733775,0.164045,0.105292,4.11733,1.71633e-05,0.0263195,0.00311799,0,1.17426e-05,0,0.0263436,0.00024195,0.0647948,4.09881,4.72273
15.8489,0.726864,0.165054,0.114272,4.11438,1.71633e-05,0.0265629,0.00313688,0,1.17426e-05,0,0.0293094,0.000255554,0.0619852,4.0929,4.69874
19.9526,0.719808,0.166085,0.123737,4.11091,1.71633e-05,0.0269549,0.00315,0,1.17426e-05,0,0.0324228,0.000297837,0.0590372,4.08628,4.67251
25.1189,0.712626,0.167353,0.13472,4.10659,1.96815e-05,0.0271713,0.00331654,0,1.17426e-05,0,0.0361982,0.000323808,0.0561922,4.07814,4.6424
31.6228,0.704965,0.168531,0.146308,4.10186,1.11918e-05,0.0274185,0.00345265,0,1.17426e-05,0,0.0402569,0.000347646,0.0536578,4.06936,4.60828
39.8107,0.697156,0.170068,0.159118,4.09657,1.53461e-05,0.0278875,0.00355218,0,1.17426e-05,0,0.0450428,0.000409044,0.0509696,4.05921,4.5711
50.1187,0.688755,0.171533,0.173346,4.09071,1.11918e-05,0.0282411,0.00370568,0,1.17426e-05,0,0.0505098,0.000378975,0.048283,4.04791,4.52966
63.0957,0.68016,0.173231,0.188993,4.08341,3.15623e-05,0.0284466,0.00381931,0,1.17426e-05,0,0.0563373,0.000491899,0.0461819,4.03464,4.48243
79.4328,0.671918,0.17509,0.204987,4.07543,4.98562e-05,0.0287945,0.00400497,0,1.17426e-05,0,0.0633997,0.000591479,0.0439755,4.01949,4.43311
100,0.664319,0.17716,0.222689,4.06523,6.37759e-05,0.0291679,0.00421377,0,1.17426e-05,0,0.070949,0.000804857,0.0419201,4.00152,4.3779
125.892,0.65679,0.179482,0.242224,4.05443,0.000116964,0.0293022,0.00457313,3.03736e-06,1.17426e-05,0,0.0795062,0.00108661,0.0400596,3.98181,4.3183
158.489,0.649526,0.182253,0.261203,4.04119,0.000144004,0.0294447,0.00489016,2.65272e-05,1.17426e-05,0,0.0888476,0.00145,0.038378,3.95885,4.25594
199.526,0.64238,0.184819,0.281632,4.02725,0.00018339,0.029692,0.00517501,4.12704e-05,1.17426e-05,0,0.0990183,0.00191383,0.0366124,3.93422,4.19032
251.189,0.636995,0.187769,0.302031,4.01035,0.0002125,0.0296648,0.00547434,5.5231e-05,1.17426e-05,0,0.110332,0.00240135,0.0352604,3.90543,4.12171
316.228,0.632082,0.190932,0.322734,3.99183,0.000252017,0.0299452,0.0057686,0.000109372,1.17426e-05,0,0.122369,0.00288575,0.0338031,3.87432,4.05121
398.107,0.628246,0.194575,0.343404,3.97129,0.000320228,0.0301934,0.00606923,0.00012622,1.17426e-05,0,0.135286,0.00357638,0.0324399,3.84012,3.97836
501.187,0.625267,0.198145,0.364264,3.94829,0.000434487,0.0301775,0.00644734,0.000161754,1.17426e-05,0,0.148144,0.00425186,0.031182,3.80343,3.90347
630.957,0.623583,0.202556,0.384832,3.92369,0.000515082,0.0302658,0.00676874,0.000209888,1.17426e-05,0,0.161981,0.00521866,0.0300836,3.76393,3.83041
794.328,0.622489,0.206971,0.40424,3.89795,0.000565063,0.0304368,0.0070257,0.00024264,1.17426e-05,0,0.176366,0.00606525,0.0290221,3.72287,3.75727
999.999,0.622214,0.211703,0.422655,3.87089,0.000700087,0.0302763,0.00732933,0.000343306,1.17426e-05,0,0.192403,0.00698613,0.0280895,3.67862,3.68557
1258.92,0.622336,0.217053,0.438775,3.84341,0.000859521,0.0301922,0.00758767,0.000412762,1.32315e-05,1.77486e-06,0.209501,0.00814982,0.0273033,3.63265,3.61677
1584.89,0.62269,0.221993,0.453171,3.81518,0.00101056,0.0299609,0.00790131,0.000467443,1.32315e-05,3.25932e-06,0.226202,0.0094027,0.0264633,3.5863,3.55142
