Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.820576,0.152002,0.036355,4.14656,5.38872e-06,0.0183851,0.00375707,0,4.88848e-06,0,0.00655506,0.000142194,0.126492,4.14776,4.86837
1.25893,0.804263,0.153765,0.0407077,4.14525,5.38872e-06,0.0205871,0.00359629,0,4.88848e-06,0,0.00897969,0.000156928,0.111655,4.14402,4.86451
1.58489,0.79453,0.154621,0.045823,4.14401,5.38872e-06,0.0214699,0.0035275,0,4.88848e-06,0,0.0101598,0.000163782,0.103655,4.14158,4.85644
1.99526,0.786332,0.155405,0.0507128,4.14254,5.38872e-06,0.0222205,0.00344765,0,4.88848e-06,0,0.011259,0.000163782,0.0974916,4.13898,4.84518
2.51189,0.778265,0.156215,0.0562385,4.14098,5.38872e-06,0.0229377,0.00328676,0,4.88848e-06,0,0.0125688,0.000163782,0.0919004,4.13612,4.83385
3.16228,0.770901,0.156804,0.0625744,4.13926,5.38872e-06,0.0235572,0.00317135,0,4.88848e-06,0,0.0141018,0.000164258,0.0869833,4.13287,4.82252
3.98107,0.763562,0.157573,0.0687379,4.13719,5.38872e-06,0.0240258,0.0031027,0,4.88848e-06,0,0.0157451,0.000186202,0.0823251,4.12916,4.81041
5.01187,0.756475,0.158614,0.0753988,4.13523,5.38872e-06,0.0245877,0.00303738,0,4.88848e-06,0,0.0176653,0.000193582,0.0783328,4.12532,4.79651
6.30957,0.749774,0.159404,0.0821255,4.13297,5.38872e-06,0.0249265,0.00298274,0,4.88848e-06,0,0.0197439,0.000198446,0.0746703,4.12094,4.78086
7.94328,0.742648,0.160016,0.0897045,4.13081,1.10231e-05,0.0251822,0.00294606,0,4.88848e-06,0,0.0218151,0.000198446,0.0709773,4.11668,4.76421
10,0.73546,0.160861,0.0978345,4.12857,1.10231e-05,0.0255508,0.00281959,0,4.88848e-06,0,0.023998,0.000220035,0.0676077,4.11227,4.74561
12.5893,0.728362,0.161821,0.105966,4.12588,1.10231e-05,0.0257977,0.00279439,0,4.88848e-06,0,0.0265791,0.000227875,0.0644856,4.10698,4.72487
15.8489,0.720983,0.16271,0.114252,4.12292,1.19412e-05,0.0261911,0.0028387,0,1.60804e-05,0,0.0294294,0.000265601,0.061194,4.10112,4.70038
19.9526,0.713745,0.163631,0.123935,4.11931,1.24399e-05,0.0264468,0.00289964,0,1.60804e-05,0,0.0323011,0.000316148,0.0581946,4.09458,4.67351
25.1189,0.706025,0.164826,0.135007,4.11537,1.24399e-05,0.0267708,0.00299148,0,1.94313e-05,0,0.0358484,0.000361074,0.0554092,4.08706,4.64286
31.6228,0.697878,0.165981,0.146628,4.111,1.24399e-05,0.0270063,0.00306959,4.16053e-06,1.94313e-05,0,0.0402218,0.000424413,0.0527057,4.07827,4.60945
39.8107,0.69004,0.167373,0.159004,4.1057,2.83491e-05,0.0272839,0.00320652,6.16737e-06,1.94313e-05,0,0.04477,0.000481135,0.0501548,4.06832,4.57311
50.1187,0.682228,0.168983,0.172849,4.09946,3.72316e-05,0.0274615,0.00341008,8.80183e-06,1.94313e-05,0,0.0501147,0.000577498,0.048075,4.05664,4.53121
63.0957,0.673797,0.170666,0.187885,4.09188,4.9878e-05,0.0278594,0.00353304,8.80183e-06,1.94313e-05,0,0.0556944,0.000627197,0.0457825,4.04342,4.48579
79.4328,0.665953,0.172434,0.20423,4.08371,6.27946e-05,0.0280801,0.00376869,1.65622e-05,1.94313e-05,0,0.0622442,0.000782697,0.0436112,4.02855,4.43595
100,0.657869,0.174485,0.221523,4.07418,8.78037e-05,0.0282494,0.00403557,2.20769e-05,1.94313e-05,0,0.070456,0.000965014,0.0416545,4.01055,4.38143
