Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
1,0.817222,0.154411,0.0371783,4.14502,0.0181145,0,0.128359,0.00360354,0,0,0,4.86458,0.00648871,7.91081e-05,4.14639
1.25893,0.800778,0.156415,0.0414958,4.14385,0.0202433,7.25951e-07,0.113083,0.00353493,0,0,0,4.8615,0.00932639,9.20867e-05,4.14239
1.58489,0.791057,0.157366,0.0464603,4.14263,0.0213341,7.25951e-07,0.105144,0.00343488,0,0,0,4.85208,0.0105331,9.20867e-05,4.13991
1.99526,0.782049,0.158062,0.0520762,4.14122,0.022044,7.25951e-07,0.0984373,0.0033341,0,0,0,4.84213,0.0113428,9.77531e-05,4.13772
2.51189,0.773851,0.158937,0.0575738,4.13967,0.022663,7.25951e-07,0.0924732,0.00327141,0,0,0,4.83133,0.0124887,0.000117372,4.13503
3.16228,0.766348,0.159686,0.0637077,4.138,0.0231844,7.25951e-07,0.0874331,0.00324453,0,0,0,4.82016,0.0138534,0.000117372,4.13197
3.98107,0.758944,0.160561,0.0701862,4.13597,0.0235314,7.25951e-07,0.0828932,0.00321363,0,0,0,4.80759,0.0156807,0.000117372,4.1281
5.01187,0.75219,0.161246,0.0767691,4.13398,0.0241308,7.25951e-07,0.0785998,0.00308273,0,0,0,4.79446,0.017323,0.000134168,4.12446
6.30957,0.745303,0.16212,0.0836354,4.1318,0.024699,9.87024e-06,0.074846,0.00304888,0,0,0,4.77965,0.0191741,0.000143808,4.12039
7.94328,0.738156,0.162873,0.0906606,4.1297,0.0250637,1.07898e-05,0.0712983,0.00301709,0,0,0,4.76226,0.0212998,0.000168153,4.11615
10,0.731457,0.163659,0.098274,4.12716,0.0255029,1.07898e-05,0.067758,0.00296601,3.52944e-06,0,0,4.74392,0.0235542,0.000183631,4.11134
12.5893,0.724297,0.164482,0.106476,4.12447,0.0258521,1.07898e-05,0.0643454,0.00303576,3.52944e-06,0,0,4.7221,0.026246,0.000203096,4.10595
15.8489,0.717103,0.165312,0.115497,4.12128,0.0261233,1.18432e-05,0.0612174,0.00304631,6.31048e-06,0,0,4.69784,0.0288348,0.000236841,4.10016
19.9526,0.709695,0.166391,0.125211,4.11763,0.026428,1.75605e-05,0.0582423,0.00312515,6.31048e-06,0,0,4.67103,0.0321915,0.000278474,4.09308
25.1189,0.70209,0.167601,0.135813,4.11374,0.0267209,1.06873e-05,0.0554789,0.00315589,6.31048e-06,0,0,4.64061,0.0357602,0.000294191,4.08562
31.6228,0.694674,0.168737,0.147699,4.10855,0.0270451,1.76274e-05,0.0528394,0.00322194,6.31048e-06,0,0,4.60689,0.0393543,0.000336938,4.07678
39.8107,0.686864,0.170167,0.16037,4.10311,0.0272909,2.37037e-05,0.0503423,0.00328105,8.88526e-06,0,0,4.57015,0.0439125,0.000459687,4.06664
50.1187,0.678795,0.171758,0.174207,4.09716,0.0275353,2.52251e-05,0.0479683,0.00350853,8.88526e-06,0,0,4.52899,0.049437,0.000528899,4.0551
63.0957,0.670454,0.173561,0.189694,4.08993,0.0278604,3.98874e-05,0.0457782,0.00371699,9.45079e-06,0,0,4.48287,0.0551444,0.000619184,4.04207
79.4328,0.662643,0.175258,0.206068,4.08189,0.0281007,4.55112e-05,0.0434486,0.00394644,1.2198e-05,0,0,4.43393,0.0617962,0.000762859,4.02723
100,0.655235,0.177222,0.223274,4.07201,0.0282509,8.28242e-05,0.0415978,0.00421822,2.67501e-05,0,0,4.37882,0.0694852,0.000989947,4.00938
125.892,0.648254,0.179444,0.242148,4.06056,0.0286379,9.96971e-05,0.0396314,0.00440687,3.97011e-05,2.45903e-06,0,4.31989,0.0783171,0.00121772,3.98885
158.489,0.641449,0.181932,0.260941,4.04762,0.0288226,9.26469e-05,0.0380879,0.00472952,4.09411e-05,2.45903e-06,0,4.25927,0.0871867,0.00158017,3.96665
199.526,0.635625,0.184451,0.281714,4.03278,0.029067,0.00012811,0.0364083,0.00508231,6.02684e-05,2.45903e-06,0,4.19323,0.0969435,0.0019838,3.94162
251.189,0.630294,0.187599,0.302243,4.01613,0.0293401,0.000161002,0.0348434,0.00546116,7.10169e-05,2.45903e-06,0,4.12393,0.108671,0.00241722,3.91276
316.228,0.625158,0.190944,0.323594,3.99769,0.0294207,0.000212388,0.0333789,0.00582169,0.000120946,2.45903e-06,0,4.05275,0.119876,0.00295672,3.88249
398.107,0.620767,0.19468,0.344178,3.97708,0.0294617,0.000304528,0.0320195,0.00613257,0.000183469,2.45903e-06,0,3.98071,0.13239,0.00356865,3.84861
501.187,0.61755,0.198681,0.365296,3.95463,0.0295585,0.000362231,0.0307321,0.0065181,0.000172542,2.45903e-06,4.64067e-06,3.90694,0.145958,0.00430301,3.81183
