EnergyDeposit(eV),LET(keV/um)
19722,1.97156
2040.13,0.203984
846.567,0.0846312
1984.78,0.198183
1182.21,0.117997
1401.85,0.140128
5957.23,0.59529
4569.48,0.456385
870.639,0.087035
1434.45,0.143388
935.636,0.0935256
8693.31,1.06046
747.526,0.0746522
1559.06,0.155875
2401.83,0.240079
2055.13,0.205155
1115.21,0.111509
811.457,0.0811402
3297.28,0.329574
1535.42,0.153258
6364,6.64971
1617.97,0.161723
2460.89,0.24597
1568.4,0.15683
1230.37,0.122933
1747.31,0.174452
1024.12,0.102382
833.306,0.0833253
999.146,0.0998887
1624.56,0.162418
3333.2,0.333219
1072.03,0.107198
1787.75,0.17861
2218.77,0.221737
1132.52,0.113201
818.4,0.0818228
2311.69,0.230711
1152.93,0.115203
886.802,0.0886778
1146.29,0.114625
740.057,0.0739937
957.412,0.095726
950.766,0.0950516
829.5,0.0829375
4629.46,0.462298
4747.01,0.474131
1570.8,0.156978
765.026,0.0764779
627.309,0.0625152
977.652,0.0976654
1518.63,0.151069
992.113,0.0991021
6842.17,0.684106
1282.98,0.127923
2004.52,0.200425
1895.6,0.189278
1179.74,0.117937
658.469,0.065845
3073.17,0.307271
1822.25,0.182144
3618.34,0.361526
871.276,0.0859552
1526.35,0.152554
2088.33,0.20853
5610.48,0.56066
785.093,0.0784988
1833.05,0.182873
1376.66,0.135494
810.248,0.0807868
579.213,0.0577657
1801.62,0.180107
3321.53,0.331744
902.206,0.0902132
1199.89,0.119969
1846.95,0.184556
647.272,0.0670417
954.33,0.0952752
1129.43,0.112647
1201.2,0.120096
684.111,0.0683685
1455.84,0.145516
843.56,0.0843532
2174.64,0.21725
1146.76,0.114582
6185.53,0.618442
1343.11,0.134269
999.067,0.099836
1296.03,0.129555
778.648,0.0777399
1185.46,0.118531
2785.96,0.278532
1464.81,0.144897
1370.26,0.136908
1048.14,0.104798
818.629,0.0818424
1230.14,0.122991
2184.87,0.217829
995.478,0.099334
2248.05,0.224439
1589.58,0.158863
1405.09,0.140441
1147.49,0.114679
927.599,0.0927302
1202.07,0.120103
3724.23,4.36653
1304.3,0.130414
1666.76,0.1666
1496.52,0.149407
2546.08,0.25421
1039.59,0.103955
2536.87,0.253121
2265.75,0.226555
972.088,0.0972039
1495.37,0.149499
1139.12,0.113891
963.243,0.0962538
561.855,0.0561634
1598,0.159732
1147.33,0.114709
772.738,0.077259
659.653,0.065915
958.818,0.0958378
1253.31,0.125292
635.997,0.0635967
790.581,0.0790567
9561.94,0.955848
1718.72,0.171747
572.287,0.0571128
1218.14,0.121767
1495.41,0.149532
872.104,0.0871698
768.518,0.07682
1930.67,0.193037
1499.8,0.149907
1161.03,0.116096
1209.12,0.120907
1111.14,0.111098
