Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.783245,0.227659,0.032192,4.30766,0,0.0143367,0.00251509,4.06842e-06,0,0,0.0881992,0.00441793,0.118107,4.22281,5.09551
1.25893,0.768321,0.229301,0.0363611,4.30674,1.40582e-05,0.0159999,0.00246273,4.06842e-06,0,0,0.0903625,0.00465728,0.10449,4.21945,5.09251
1.58489,0.759487,0.230034,0.0405396,4.30541,1.40582e-05,0.0168532,0.00236183,4.06842e-06,0,0,0.0914502,0.00484361,0.097475,4.21686,5.08402
1.99526,0.751774,0.230858,0.0452779,4.30376,1.40582e-05,0.0173773,0.00231089,4.06842e-06,0,0,0.092237,0.00496431,0.091731,4.21428,5.07458
2.51189,0.744959,0.23162,0.05078,4.30208,1.40582e-05,0.0179022,0.00226443,4.06842e-06,0,0,0.0930077,0.0052573,0.0868707,4.21157,5.06396
3.16228,0.737975,0.232355,0.0558544,4.30029,1.40582e-05,0.018318,0.00218687,4.06842e-06,0,0,0.0941223,0.00551714,0.0824398,4.20839,5.05293
3.98107,0.731003,0.233106,0.0615535,4.29804,1.40582e-05,0.0189282,0.00216401,4.06842e-06,0,0,0.0951985,0.00570575,0.0775186,4.20488,5.04199
5.01187,0.724635,0.234046,0.0674018,4.29569,1.40582e-05,0.0193327,0.00207163,4.06842e-06,0,0,0.0968269,0.00589965,0.0738871,4.20069,5.02974
6.30957,0.718184,0.234837,0.0735769,4.29268,1.40582e-05,0.0198354,0.00198149,7.82254e-06,0,0,0.0982598,0.00615321,0.0703227,4.19602,5.0154
7.94328,0.712293,0.235589,0.0799683,4.29028,1.40582e-05,0.0201888,0.0019979,7.82254e-06,0,0,0.0998428,0.00633176,0.067214,4.19188,4.99963
10,0.706513,0.236457,0.0865072,4.28775,1.40582e-05,0.0205801,0.00200235,7.82254e-06,0,0,0.10183,0.00648754,0.0645539,4.18715,4.98227
12.5893,0.699989,0.23741,0.093982,4.28501,1.7131e-05,0.0207574,0.00207286,4.74974e-06,0,0,0.103879,0.00667848,0.0618607,4.18222,4.96273
15.8489,0.693249,0.238407,0.101756,4.2818,2.12355e-05,0.0210117,0.00211288,3.05348e-06,0,0,0.105787,0.00686285,0.0589162,4.17684,4.94103
19.9526,0.686244,0.23917,0.110859,4.27827,2.12355e-05,0.0213882,0.00214653,2.05786e-06,0,0,0.107744,0.00721495,0.0561138,4.17102,4.91594
25.1189,0.67931,0.240101,0.120108,4.27381,2.57748e-05,0.0215938,0.00214866,2.05786e-06,0,0,0.110023,0.00737229,0.0535145,4.16421,4.88933
31.6228,0.672663,0.241155,0.130877,4.26939,2.57748e-05,0.0217433,0.00226922,6.19172e-06,0,0,0.11335,0.00771004,0.0513859,4.15612,4.85704
39.8107,0.665525,0.242159,0.143044,4.26387,3.64373e-05,0.0220857,0.00230648,8.74672e-06,0,0,0.116506,0.00793961,0.0490482,4.14719,4.82268
50.1187,0.658595,0.243317,0.156054,4.25735,3.77911e-05,0.0222744,0.00243942,4.61286e-06,0,0,0.119981,0.0081816,0.0469034,4.13693,4.78471
63.0957,0.651522,0.244553,0.170757,4.24972,4.16377e-05,0.0226556,0.00256712,1.37365e-05,0,0,0.124334,0.00843006,0.0449305,4.12467,4.7404
79.4328,0.644965,0.24595,0.186142,4.24111,7.3105e-05,0.0230272,0.00272021,2.27615e-05,0,0,0.129053,0.00858171,0.0430204,4.11112,4.69447
100,0.63799,0.247711,0.202965,4.23155,8.64671e-05,0.0232006,0.00289814,1.97694e-05,0,0,0.134309,0.00885176,0.0412922,4.09603,4.64347
125.892,0.630265,0.249584,0.221911,4.22054,0.000111705,0.0236071,0.00308543,1.30706e-05,0,0,0.140456,0.00912764,0.0395199,4.07863,4.58568
158.489,0.623503,0.251393,0.241603,4.20877,0.000126145,0.0239649,0.00329738,1.57307e-05,0,0,0.146973,0.00949818,0.0377109,4.05994,4.52547
199.526,0.61697,0.253293,0.26255,4.19494,0.000128684,0.0241344,0.00367924,1.1764e-05,0,0,0.154128,0.00992154,0.0361982,4.03851,4.46022
251.189,0.610844,0.25576,0.283665,4.18011,0.000195497,0.0243937,0.00402545,1.36406e-05,0,0,0.162225,0.0104511,0.0347316,4.01501,4.39301
316.228,0.605337,0.258104,0.305326,4.16397,0.000162963,0.0248174,0.00429642,3.76622e-05,0,0,0.171075,0.0108698,0.0333094,3.98961,4.32293
398.107,0.600599,0.260874,0.328194,4.14513,0.000177432,0.0248178,0.00467501,3.59468e-05,0,0,0.179446,0.0115343,0.0320779,3.96172,4.25102
501.187,0.597358,0.263708,0.350656,4.12507,0.000219492,0.0251737,0.00489528,6.44321e-05,0,0,0.188921,0.0121117,0.0308927,3.93153,4.1781
630.957,0.594696,0.266597,0.371716,4.1037,0.000391313,0.0253035,0.00519826,9.29866e-05,0,0,0.198346,0.0126335,0.0297214,3.90001,4.1076
794.328,0.592615,0.270111,0.392712,4.08117,0.000425822,0.0254438,0.00550715,0.000115572,0,0,0.208884,0.013296,0.0286792,3.86624,4.0356
999.999,0.590804,0.273717,0.412602,4.05723,0.00054987,0.0255153,0.00590003,0.000119603,0,0,0.219436,0.014066,0.0277701,3.83087,3.96503
1258.92,0.59043,0.277339,0.431287,4.03218,0.000609748,0.0255583,0.00623329,0.000137477,0,7.08575e-06,0.230827,0.0149472,0.0268734,3.79349,3.89654
1584.89,0.591073,0.281668,0.44862,4.00619,0.000730324,0.0253939,0.00662941,0.000192342,0,0,0.243397,0.0157012,0.0261531,3.75396,3.83035
1995.26,0.591847,0.285928,0.464915,3.98039,0.000861043,0.025314,0.00694732,0.000201316,0,0,0.256321,0.0165879,0.0255481,3.71425,3.76688
2511.89,0.593671,0.290671,0.479523,3.9533,0.000994062,0.0252284,0.0071596,0.00027059,0,0,0.270541,0.0174806,0.0248471,3.67187,3.70644
3162.28,0.595609,0.295384,0.492141,3.92601,0.00113186,0.0252381,0.0073789,0.000309059,0,2.9742e-06,0.284074,0.0185152,0.0242875,3.62993,3.64859
3981.07,0.597447,0.300526,0.503924,3.89841,0.00125273,0.02498,0.00760216,0.000399145,0,2.9742e-06,0.299066,0.0195134,0.0238199,3.5862,3.59282
5011.87,0.599754,0.305841,0.513363,3.8723,0.0013865,0.0248529,0.00777941,0.000467755,0,2.9742e-06,0.316361,0.0204594,0.023426,3.54165,3.5416
