Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,1.12412,0.122496,0.0372538,4.22917,1.34087e-05,0.015899,0.00219947,0,7.57632e-06,0,0.0109141,0.000346082,0.100093,4.22587,5.25541
1.25893,1.11013,0.12424,0.0418304,4.2277,1.34087e-05,0.0176517,0.00221341,0,7.57632e-06,0,0.0133774,0.000360879,0.0877644,4.22192,5.24847
1.58489,1.10168,0.124992,0.0469601,4.22601,1.61578e-05,0.0184588,0.00218903,0,7.57632e-06,0,0.0147591,0.000387243,0.0816513,4.21879,5.23594
1.99526,1.09383,0.125891,0.0522238,4.2241,1.9338e-05,0.0188497,0.00213124,0,7.57632e-06,0,0.0162098,0.000411936,0.076477,4.21543,5.2238
2.51189,1.08611,0.126569,0.058343,4.22189,2.40125e-05,0.0192271,0.00207919,0,7.57632e-06,0,0.0175738,0.000426281,0.0719264,4.21179,5.21096
3.16228,1.0792,0.127282,0.0644416,4.2195,2.40125e-05,0.0194217,0.00207485,0,7.57632e-06,0,0.0193285,0.000437532,0.0680961,4.20768,5.19803
3.98107,1.07278,0.128072,0.0707127,4.21708,3.40252e-05,0.0199349,0.00201737,0,7.57632e-06,0,0.0213323,0.000463993,0.0644761,4.20324,5.1832
5.01187,1.06629,0.128897,0.0775658,4.21448,3.40252e-05,0.0203417,0.00199168,0,7.57632e-06,0,0.0232799,0.000517427,0.0614365,4.19864,5.16706
6.30957,1.05944,0.129686,0.0842187,4.21158,3.81078e-05,0.0207722,0.00198422,0,7.57632e-06,0,0.0255678,0.000549021,0.0585854,4.19341,5.14861
7.94328,1.05251,0.130723,0.091673,4.20882,3.53588e-05,0.0211307,0.00195216,0,7.57632e-06,0,0.0281144,0.000584388,0.0560708,4.18805,5.12845
10,1.04507,0.131751,0.0992909,4.20534,3.53588e-05,0.0213374,0.00194945,0,7.57632e-06,0,0.0309434,0.000592846,0.0532917,4.18175,5.10751
12.5893,1.03783,0.132726,0.1079,4.20178,4.05718e-05,0.0216046,0.00191573,0,7.57632e-06,0,0.0336955,0.0006195,0.0507615,4.17541,5.08312
15.8489,1.02982,0.133919,0.11679,4.1979,3.66982e-05,0.0218361,0.00190253,4.70479e-06,7.57632e-06,0,0.0370381,0.000686512,0.0484384,4.1681,5.05574
19.9526,1.02194,0.135219,0.12695,4.19314,3.89447e-05,0.0220468,0.00189268,4.70479e-06,7.57632e-06,0,0.0409191,0.000729291,0.0463464,4.15937,5.02477
25.1189,1.01331,0.136495,0.137812,4.18779,5.5109e-05,0.0221021,0.0019898,9.69266e-06,7.57632e-06,0,0.0450134,0.000842392,0.0443329,4.14989,4.99005
31.6228,1.00412,0.138154,0.150126,4.18205,6.33866e-05,0.0222903,0.00210192,1.12577e-05,7.57632e-06,0,0.0497462,0.000956406,0.042295,4.13928,4.95166
39.8107,0.994657,0.139827,0.163447,4.1749,7.64725e-05,0.0224953,0.00221223,1.12577e-05,7.57632e-06,0,0.0549399,0.0010667,0.0404057,4.12674,4.9088
