Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.81733,0.153879,0.0377065,4.14543,0,0.0189489,0.00347142,0,5.32178e-06,0,0.00640212,0.000137188,0.125455,4.14687,4.86675
1.25893,0.801335,0.155846,0.0420249,4.1443,0,0.0210775,0.00341419,0,5.32178e-06,0,0.00931974,0.000140666,0.110742,4.14285,4.8627
1.58489,0.792025,0.156666,0.0473111,4.14304,4.03225e-06,0.0219444,0.003307,0,5.32178e-06,0,0.010511,0.000147709,0.103389,4.14036,4.85308
1.99526,0.78379,0.157335,0.0524591,4.14159,4.03225e-06,0.0227521,0.00322414,0,5.32178e-06,0,0.0112784,0.000173476,0.0971444,4.13806,4.84268
2.51189,0.776146,0.158148,0.0582679,4.13986,4.03225e-06,0.0233347,0.00313844,0,5.32178e-06,0,0.0123421,0.000218994,0.0918621,4.13524,4.8312
3.16228,0.768707,0.158962,0.0639232,4.13806,4.03225e-06,0.0239722,0.00304585,0,5.32178e-06,0,0.0138787,0.000218994,0.0867342,4.13195,4.81953
3.98107,0.761552,0.159745,0.0703003,4.13607,4.03225e-06,0.0244334,0.00298931,0,5.32178e-06,0,0.0154548,0.000236705,0.0822572,4.12839,4.80733
5.01187,0.754715,0.160505,0.0769051,4.13388,4.03225e-06,0.0249355,0.00292387,0,5.32178e-06,0,0.0171351,0.000246783,0.0782447,4.1245,4.7938
6.30957,0.747716,0.161105,0.0841481,4.13182,4.03225e-06,0.0253929,0.00283323,0,5.32178e-06,0,0.0188922,0.000255747,0.0744785,4.12068,4.77849
7.94328,0.740616,0.161912,0.0916672,4.12947,4.03225e-06,0.0256875,0.00277102,0,5.32178e-06,0,0.0209939,0.000261796,0.0711838,4.11626,4.76129
10,0.733939,0.162903,0.0991523,4.12677,1.54778e-05,0.0259473,0.00276716,0,5.32178e-06,0,0.0236147,0.000287402,0.0681178,4.11087,4.74157
12.5893,0.72675,0.163812,0.106873,4.124,1.14455e-05,0.0264173,0.00271323,0,5.32178e-06,0,0.0263467,0.000313007,0.0648234,4.10533,4.72022
15.8489,0.719032,0.164691,0.115496,4.12119,1.28937e-05,0.0266446,0.00274625,6.00959e-06,5.32178e-06,0,0.0293363,0.000331442,0.0615258,4.09951,4.69711
19.9526,0.711659,0.165773,0.124811,4.11763,1.33763e-05,0.0270719,0.00277698,6.00959e-06,5.32178e-06,0,0.0324215,0.000362068,0.0586863,4.09281,4.67031
25.1189,0.704084,0.166963,0.135513,4.11366,1.33763e-05,0.0273757,0.00285645,6.00959e-06,5.32178e-06,0,0.0362184,0.000396824,0.0558278,4.08502,4.63962
31.6228,0.696209,0.1683,0.147184,4.10918,2.07362e-05,0.027784,0.00292948,1.59967e-05,5.32178e-06,0,0.040513,0.000438318,0.0531207,4.07616,4.60664
39.8107,0.688322,0.169642,0.15975,4.10372,4.22263e-05,0.0280131,0.00304605,6.00959e-06,5.32178e-06,0,0.0452779,0.000532939,0.050803,4.06582,4.56909
50.1187,0.680687,0.171089,0.173685,4.09763,6.64153e-05,0.0281846,0.00329586,1.03657e-05,5.32178e-06,0,0.0503816,0.000645265,0.0484374,4.0545,4.52776
63.0957,0.672501,0.172692,0.188712,4.09057,7.63609e-05,0.0284907,0.00347053,1.03657e-05,5.32178e-06,0,0.0563975,0.000753111,0.046105,4.04134,4.48198
79.4328,0.664812,0.174551,0.205081,4.08237,8.12853e-05,0.0287918,0.00372733,1.54308e-05,5.32178e-06,0,0.0637338,0.000842033,0.0439394,4.02568,4.43188
100,0.656379,0.176497,0.222412,4.0725,8.94772e-05,0.0290742,0.00396337,1.65409e-05,5.32178e-06,0,0.0708574,0.00110185,0.0418552,4.00842,4.37759
125.892,0.648232,0.17877,0.240686,4.06088,0.000121659,0.0292168,0.00425913,3.1072e-05,5.32178e-06,0,0.0792876,0.0012659,0.0400248,3.98818,4.31878
158.489,0.641023,0.18138,0.259801,4.04724,0.000143892,0.0293752,0.004606,6.1717e-05,5.32178e-06,0,0.0887026,0.00149756,0.0382101,3.96483,4.25585
199.526,0.63398,0.184,0.28018,4.03268,0.000191795,0.029649,0.0049518,8.20647e-05,5.32178e-06,0,0.0984207,0.00190687,0.0362984,3.94006,4.19064
251.189,0.628319,0.186954,0.300012,4.01549,0.000232152,0.0296805,0.00533231,0.000114772,5.32178e-06,0,0.109567,0.00233816,0.0349243,3.91123,4.12194
316.228,0.623834,0.190048,0.321237,3.99669,0.000282648,0.0297113,0.00575134,0.000133258,5.32178e-06,0,0.121547,0.00295621,0.0336159,3.87976,4.05007
398.107,0.619514,0.193598,0.341788,3.97653,0.000341635,0.0299751,0.00609367,0.000176167,5.32178e-06,0,0.134069,0.00372684,0.0320356,3.84623,3.97813
501.187,0.615807,0.197523,0.361937,3.9541,0.00041951,0.0299685,0.00653864,0.000202866,5.32178e-06,0,0.147232,0.00445068,0.0307847,3.80983,3.9055
630.957,0.61364,0.201548,0.382081,3.93037,0.000496489,0.0301421,0.00686934,0.000209294,5.32178e-06,0,0.161369,0.0054857,0.0296,3.77083,3.83137
794.328,0.612111,0.206017,0.400919,3.90458,0.00057062,0.030102,0.00716503,0.000275111,5.32178e-06,0,0.176296,0.00619079,0.0287309,3.72927,3.75932
