EnergyDeposit(eV),LET(keV/um)
3549.16,0.324346
852.495,0.0847794
781.903,0.078175
947.643,0.0947134
3644.85,0.364066
1388.17,0.138776
969.253,0.0968992
809.798,0.0809783
1116.18,0.111215
1365.37,0.136456
1101.69,0.110165
806.114,0.0798795
1132.13,0.113045
1350.49,0.135006
977.942,0.0977179
1673.18,0.162246
1286.73,0.128661
2237.98,0.223762
670.036,0.0669783
695.945,0.06959
5656.61,0.564961
655.92,0.065586
1333.59,0.133308
865.284,0.086504
1408.8,0.140683
1283.79,0.127833
696.191,0.0696012
1185.64,0.118476
993.21,0.0992381
642.176,0.0641048
1396.35,0.139553
2057.25,0.205545
781.628,0.0780573
1337.4,0.133615
2282.89,0.227997
912.406,0.0912193
755.524,0.0755367
1483.39,0.148333
1110.01,0.11098
786.577,0.078377
1054.13,0.105384
2032.83,0.203212
1182.74,0.118117
2080.44,0.207956
1033.6,0.10334
936.136,0.0935953
1029.94,0.10298
1920.61,0.192019
896.394,0.0896321
1056.85,0.105609
1008.43,0.100792
2158.03,0.215759
14916.3,1.49003
1456.59,0.145617
1201.59,0.120062
2864.82,0.286378
1440.67,0.141127
1170.34,0.116922
1123.62,0.112334
1838.49,0.183792
797.522,0.0797263
980.712,0.0980605
1216.5,0.121616
3334.4,0.333307
3553.18,0.355132
908.422,0.0908362
1272.49,0.126769
1650.31,0.165
1868.39,0.186796
1726.39,0.172447
885.21,0.0884964
1170.19,0.116993
1016.33,0.101626
7842.47,0.783521
1319,0.131814
754.538,0.0754176
828.446,0.0827664
877.261,0.0875031
1702.93,0.170254
756.268,0.0756158
614.127,0.061304
669.915,0.0643128
1181.9,0.118094
1324.27,0.132392
1208.58,0.120825
1419.15,0.141882
1124.88,0.112063
949.148,0.0948508
830.936,0.0830857
697.837,0.0697432
1282.48,0.12821
1971.96,0.197187
1708.59,0.170765
701.035,0.0699604
1438.29,0.143822
1594.06,0.159375
533.93,0.0533548
1142.45,0.114241
1024.35,0.102421
1834.44,0.183307
1613.6,0.16126
2998.13,0.299293
1426.17,0.142371
5954.69,0.594744
1159.82,0.115675
443.944,0.0443612
2192.45,0.219151
1272.34,0.127228
2282.55,0.228059
469.243,0.0468876
861.763,0.0861734
1128.46,0.11279
2503.08,0.250094
951.937,0.0951882
3953.01,0.395187
1386.74,0.138251
1030.69,0.102811
3509.3,0.350879
907.411,0.0907379
845.157,0.0842897
4469.58,0.446756
665.422,0.0665312
875.508,0.0875243
1153.42,0.115291
1577.69,0.15773
1163.22,0.116173
1524.5,0.152442
1590.15,0.158587
1816.5,0.181593
720.438,0.0719214
554.366,0.0554324
1706.65,0.170641
790.654,0.0790331
1595.37,0.159286
1071.39,0.107118
1174.12,0.117243
1113.67,0.111204
1227.56,0.122692
1729.74,0.172848
909.351,0.0909074
2971.26,0.297031
884.316,0.0884291
1883.55,0.188318
932.965,0.0932468
906.397,0.090587
2909.17,0.290844
6194.92,3.1635
742.354,0.0742335
1910.61,0.190972
1089.25,0.108794
838.931,0.0838773
1608.68,0.16067
889.706,0.0889663
1026.21,0.102616
3536.74,0.353466
1328.08,0.132415
742.252,0.0742104
930.133,0.0930017
1538.51,0.152979
1037.77,0.103543
553.753,0.0553358
2125.55,0.212469
818.379,0.0818269
5821.58,0.615102
1422.81,0.141969
5882.04,0.586358
805.022,0.08037
1383.78,0.138356
1107.94,0.110789
1311.24,0.131107
1550.38,0.15502
887.553,0.0887406
970.172,0.0969714
6177.28,0.617507
2110.31,0.210892
3189.4,0.31876
611.635,0.0611527
678.671,0.0678423
1964.55,0.196287
584.544,0.0584472
877,0.0876714
698.578,0.0698502
1249.35,0.124922
1337.35,0.133677
1592.3,0.159185
2549.35,0.254856
1973.04,0.197071
4569.43,0.455641
1785.85,0.178442
1476.12,0.147391
1447.41,0.144636
851.569,0.0843546
1494.64,0.149044
1450.16,0.146172
909.807,0.0909715
1864.96,0.186363
1270.4,0.127034
4854.66,0.483935
1073.3,0.107308
4647.8,0.463135
1039.86,0.103292
945.385,0.0945288
1731.5,0.173135
1445.19,0.144388
868.652,0.086696
776.673,0.0768724
3656.44,0.365108
663.099,0.0662937
1106.5,0.110635
2491.39,0.24912
3493.45,0.349104
4725.36,0.472042
1691.48,0.169136
1030.23,0.102999
678.622,0.0677981
10582.7,1.05451
1023.56,0.102344
2608.52,0.26073
1588.36,0.15876
728.457,0.0728384
1022.82,0.102208
5415.75,0.541528
3601.3,0.35958
1941.36,0.194117
911.716,0.0911496
1735.51,0.173525
1093.15,0.109259
1029,0.102723
1258.19,0.125624
2061.67,0.205876
784.016,0.0783839
1588.27,0.158761
1080.26,0.108016
972.943,0.097238
1376.58,0.13747
2236.22,0.222655
1170.23,0.11698
9185.12,6.68652
1023.13,0.102257
780.897,0.0780538
3539.89,0.353605
1839.7,0.183879
1257.97,0.125733
1378.69,0.137803
807.658,0.0807643
4141.71,0.409277
892.508,0.08912
1140.15,0.113964
1591.11,0.158925
857.685,0.0857203
1877.67,0.1886
2802.9,0.280112
1127.37,0.11265
791.392,0.0791246
1961.46,0.195864
2226.76,0.221681
794.726,0.0794648
1645.3,0.164451
1422.5,0.142038
1247.38,0.124709
1591.5,0.159133
1098.48,0.109846
3468.54,0.344924
790.948,0.0790528
8846.72,0.882148
1120.29,0.111986
917.715,0.0907443
1619.2,0.161886
1186.37,0.118263
854.71,0.085452
1600.82,0.159899
1924.95,0.192215
1745.22,0.174252
1142.26,0.108314
4477.48,0.447492
2090.16,0.208745
889.418,0.0889319
1377.49,0.137738
