EnergyDeposit(eV),LET(keV/um)
1523.64,0.152006
1804.82,0.180441
1195.43,0.119248
1637.78,0.163443
1088.01,0.108681
2004.95,0.200412
1027.61,0.102709
1818.81,0.181407
1031.74,0.103155
2195.02,0.219218
2377.02,0.236694
3413.25,0.341099
874.292,0.0873983
1157.9,0.115744
1032.72,0.103258
1202.96,0.120291
787.624,0.0787382
733.74,0.0733505
1453.47,0.145306
835.852,0.0835637
1998.79,0.199777
1926.99,0.192497
1779.88,0.173626
1163.93,0.116348
2322.13,0.230223
1237.4,0.123668
3352.05,0.334841
788.728,0.0785285
2398.29,0.239752
1096.32,0.109604
1808.22,0.180711
697.816,0.0697766
1411.79,0.141142
567.445,0.0567394
1071.41,0.107138
1045.76,0.104489
877.826,0.087779
1161.63,0.116146
1592.71,0.159235
1034.99,0.103328
1754.81,0.17532
1379.62,0.137882
1892.67,0.189148
1962.15,0.19621
1471.46,0.147122
1064.27,0.106394
995.041,0.0994945
805.066,0.0812096
1209.58,0.120601
17645.3,1.75215
1397.7,0.13969
1320.47,0.131828
1200.84,0.119537
1912.49,0.191062
4128.26,0.412556
961.486,0.0960782
1596.07,0.159574
1126.32,0.11263
1431.07,0.143046
627.378,0.0627183
1229.27,0.122836
735.418,0.0735177
1327.17,0.132687
1643.66,0.164285
977.939,0.0977821
1102.1,0.11018
3144,0.314331
705.82,0.070563
10751.3,1.0736
538.541,0.0538396
1777.48,0.177727
792.876,0.0792767
6083.48,0.607402
959.843,0.0959751
1687.24,0.168684
953.141,0.0951733
1540.12,0.15399
913.822,0.0913623
2148.15,0.203963
1081.33,0.108087
3929.73,0.391994
883.77,0.0872936
2843.34,0.283784
1012.33,0.101068
1168.37,0.116715
1882.97,0.186626
867.254,0.0866387
1036.11,0.1035
966.656,0.0931794
1435.28,0.143492
1036.22,0.103572
603.822,0.0603732
1082.75,0.108273
1389.41,0.138825
876.259,0.0876067
1440.55,0.14395
1194.22,0.119399
1042.73,0.103772
916.808,0.0916677
1326.59,0.132568
1133.8,0.113104
1276.96,0.12769
5931.23,0.59265
1018.02,0.101796
711.969,0.0711373
794.27,0.0793481
1195.64,0.119504
497.007,0.049691
996.486,0.0992644
969.013,0.0967911
6038.73,0.602747
1115.42,0.111496
1303.85,0.130375
1319.87,0.131978
1071.47,0.107033
1963.06,0.196095
9385.09,0.938045
1283.62,0.128355
3904.96,0.378471
1159.99,0.115959
1514.24,0.151248
4530.6,0.452747
1006.12,0.100562
1516.72,0.151668
739.728,0.073959
966.119,0.0965959
1712.28,0.171192
1940.19,0.193845
1021.58,0.10192
2221.99,0.221838
975.372,0.0973761
974.776,0.0973939
1063.05,0.106162
1506,0.150445
785.112,0.0780632
956.965,0.0956469
2619.06,0.261872
2529.52,0.252787
1084.56,0.108433
1236.67,0.123614
803.447,0.0803071
1254.22,0.125357
1579.61,0.15766
5902.68,0.588856
1597.62,0.159623
1149.45,0.114929
1557.19,0.155707
1566.87,0.156625
1822.35,0.181767
1169.92,0.116977
3410.18,0.340835
1513.94,0.151357
1826.76,0.18264
978.971,0.0978556
1142.24,0.114199
2885.38,0.288075
1494.71,0.149316
