Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.783276,0.227443,0.0316527,4.30878,0,0.0144231,0.00240489,7.03271e-06,0,0,0.0892864,0.00446957,0.117576,4.22308,5.09734
1.25893,0.768426,0.229098,0.0357362,4.30764,1.00195e-05,0.0162611,0.00238456,7.03271e-06,0,0,0.0914941,0.00468534,0.103783,4.21951,5.09417
1.58489,0.759723,0.229787,0.0398743,4.30667,1.36994e-05,0.0170927,0.00231442,7.03271e-06,0,0,0.0926048,0.00488998,0.0967183,4.21721,5.0854
1.99526,0.751477,0.230446,0.044819,4.30534,2.77822e-05,0.0177274,0.00222365,7.03271e-06,0,0,0.09325,0.00507449,0.0904927,4.21503,5.07618
2.51189,0.74359,0.231109,0.0501902,4.30368,2.77822e-05,0.018181,0.00215733,7.03271e-06,0,0,0.0941965,0.00540975,0.0849808,4.21208,5.06598
3.16228,0.736835,0.231863,0.0558045,4.30176,2.77822e-05,0.0186448,0.00209757,7.03271e-06,0,0,0.0949405,0.00572179,0.0802028,4.20911,5.05517
3.98107,0.730088,0.232583,0.0616725,4.29943,1.36994e-05,0.0190739,0.0020048,8.13119e-06,0,0,0.0959246,0.00599725,0.0759275,4.20555,5.04366
5.01187,0.723568,0.233338,0.0670939,4.29712,1.6388e-05,0.0193805,0.00202101,8.13119e-06,0,0,0.0972059,0.00615796,0.0722222,4.2018,5.03085
6.30957,0.717377,0.234078,0.0737138,4.2948,1.6388e-05,0.0197686,0.00199546,8.13119e-06,0,0,0.0987686,0.0063172,0.069121,4.19776,5.0162
7.94328,0.71103,0.234734,0.0803003,4.292,1.36994e-05,0.020049,0.00194761,8.13119e-06,0,0,0.100521,0.00650296,0.0659655,4.19304,5.00011
10,0.704999,0.23537,0.0874095,4.28936,1.36994e-05,0.0203936,0.00188302,8.13119e-06,0,0,0.10211,0.00672224,0.0629855,4.18858,4.98205
12.5893,0.698494,0.236215,0.0945396,4.2864,1.36994e-05,0.0207515,0.00182194,8.13119e-06,0,0,0.104005,0.00692415,0.060148,4.18351,4.96243
15.8489,0.69192,0.237115,0.102679,4.28293,1.36994e-05,0.0209359,0.00185862,1.11574e-05,0,0,0.106463,0.00707181,0.0572956,4.17742,4.93976
19.9526,0.68521,0.238114,0.111708,4.27919,1.36994e-05,0.0211943,0.00187762,1.11574e-05,0,0,0.109177,0.00724102,0.0548696,4.17082,4.91452
25.1189,0.678473,0.239111,0.12166,4.27494,1.53263e-05,0.0213305,0.00204586,1.3191e-05,0,0,0.111631,0.00743147,0.0524614,4.1639,4.88702
31.6228,0.67112,0.24032,0.13244,4.27001,1.57268e-05,0.0217158,0.00210309,1.01648e-05,0,0,0.114605,0.0076696,0.0497867,4.15576,4.85557
39.8107,0.664121,0.241382,0.143817,4.26434,3.73255e-05,0.021976,0.00226292,1.01648e-05,0,0,0.117787,0.0078822,0.0474966,4.14668,4.82139
50.1187,0.656461,0.24275,0.157184,4.25785,4.71e-05,0.0223687,0.00235883,4.06004e-06,0,0,0.121293,0.00811692,0.0452031,4.13644,4.78256
63.0957,0.64866,0.244058,0.172096,4.25037,5.62371e-05,0.0225814,0.00251077,4.06004e-06,0,0,0.12522,0.00840632,0.043309,4.12475,4.73778
79.4328,0.641939,0.245423,0.187892,4.24193,6.76417e-05,0.0228419,0.0027339,7.69305e-06,0,0,0.129602,0.00860556,0.0412745,4.11171,4.69054
100,0.634778,0.247111,0.205335,4.23229,6.60331e-05,0.0232335,0.00288847,7.69305e-06,0,0,0.134985,0.00887186,0.0395628,4.09643,4.63762
125.892,0.627223,0.248852,0.224131,4.22171,7.48692e-05,0.0235437,0.00314997,7.69305e-06,0,0,0.140712,0.00922944,0.0377706,4.07974,4.58075
158.489,0.619899,0.250917,0.243572,4.20941,0.000104158,0.023672,0.00340813,1.48269e-05,0,0,0.147415,0.00943772,0.0362317,4.06051,4.52023
199.526,0.613575,0.252877,0.263966,4.19585,0.000123752,0.0239123,0.0036983,2.97309e-05,0,0,0.154626,0.00970137,0.0348048,4.03945,4.45688
251.189,0.607216,0.255026,0.285298,4.18027,0.00013605,0.0239872,0.00413199,4.49761e-05,0,0,0.16148,0.0100463,0.0331596,4.01663,4.39037
316.228,0.601465,0.257349,0.307447,4.16402,0.000148177,0.0242285,0.00446864,4.5727e-05,0,0,0.16929,0.0104557,0.0317464,3.99215,4.32065
398.107,0.596396,0.260374,0.330367,4.14592,0.000223266,0.0243712,0.00480349,7.4551e-05,0,0,0.178164,0.0110967,0.0305208,3.96443,4.24801
501.187,0.592491,0.263255,0.353128,4.1261,0.000265672,0.0246088,0.00509462,9.75706e-05,0,0,0.187214,0.0117212,0.0292605,3.93488,4.17493
630.957,0.589238,0.266437,0.375248,4.10492,0.000350544,0.0244908,0.00541534,0.00013105,0,0,0.197124,0.0123001,0.0283632,3.90309,4.10141
794.328,0.587017,0.269886,0.39669,4.08259,0.000384021,0.0247542,0.00570782,0.000166639,0,0,0.207249,0.0129471,0.0272477,3.86991,4.0301
999.999,0.585587,0.273641,0.415993,4.05848,0.000440707,0.0247731,0.00599768,0.0002072,5.11401e-06,0,0.217998,0.0137173,0.0264552,3.83421,3.96107
1258.92,0.585258,0.277203,0.433992,4.03469,0.000600637,0.0247079,0.00636609,0.000227277,5.11401e-06,0,0.230607,0.0144693,0.0256826,3.79689,3.89315
1584.89,0.584997,0.281702,0.451741,4.00943,0.000719149,0.0247418,0.00658815,0.000261007,5.11401e-06,0,0.243445,0.0153795,0.0249393,3.75775,3.82706
1995.26,0.586295,0.285969,0.468064,3.98307,0.000841279,0.0247116,0.00684375,0.000310059,5.11401e-06,0,0.25668,0.0163498,0.0242449,3.71706,3.76202
2511.89,0.588437,0.290372,0.482756,3.95626,0.00103734,0.0246076,0.00710165,0.00033576,5.11401e-06,0,0.270867,0.0174734,0.023677,3.67475,3.70067
3162.28,0.590361,0.295515,0.495704,3.92929,0.00117598,0.0245655,0.00731619,0.000418785,5.11401e-06,5.66182e-06,0.285718,0.018366,0.0231642,3.63177,3.64242
3981.07,0.593069,0.300884,0.507603,3.90154,0.00124452,0.0246253,0.00749964,0.000462886,5.11401e-06,2.91159e-06,0.301227,0.019484,0.0226398,3.58737,3.58691
5011.87,0.59537,0.30607,0.517576,3.87454,0.00141282,0.0247358,0.00766732,0.000489336,5.11401e-06,2.91159e-06,0.316134,0.0207336,0.0220283,3.54402,3.53489
