EnergyDeposit(eV),LET(keV/um)
1431.13,0.143092
3646.03,0.364477
1396.06,0.139451
910.464,0.0910129
1559.47,0.155922
1952.45,0.195215
1095.94,0.109439
2398.11,0.239734
635.644,0.06345
2166.01,0.216524
615.704,0.0615674
1125.57,0.112452
940.155,0.0939963
809.212,0.080829
1549.16,0.154842
996.709,0.0996097
784.661,0.0784538
1846.78,0.184446
746.417,0.0746309
966.832,0.0966356
753.395,0.0751477
4208.07,0.420118
3933.36,0.393063
2616.66,0.261466
2022.58,0.202202
1176.08,0.117573
2122.1,0.211963
1811.02,0.180228
2605.66,0.260352
885.809,0.0885582
1254.7,0.12205
1653.11,0.16441
2055.71,0.205421
1018.25,0.101811
741.106,0.0740702
1544.91,0.154391
924.404,0.0924323
1159.02,0.115676
973.755,0.0970804
737.464,0.073737
910.938,0.0910197
1327.92,0.132653
1217.98,0.121777
2671.04,0.26689
21385.8,2.13025
769.686,0.07695
2493.42,0.249291
1541.92,0.154132
557.624,0.055386
5298.3,11.0621
1719.33,0.171866
2402.2,0.240145
1453.5,0.14533
915.436,0.0914685
1272.54,0.126941
1432.57,0.143231
2334.61,0.233417
1581.29,0.157901
1281.69,0.128131
1936.48,0.193522
1583.45,0.15829
2795.34,0.279482
1103.96,0.110364
940.103,0.0939974
639.169,0.0639057
1635.86,0.163482
1445.54,0.14446
649.744,0.0649628
2030.4,0.202818
1217.82,0.121728
1037.01,0.103676
706.131,0.0705682
17733.5,1.76142
992.438,0.0992124
2383.64,0.236973
1086.39,0.108607
1478.56,0.147815
1117.79,0.111739
966.081,0.0965831
1158.46,0.115823
1071.8,0.107123
2245.73,0.224493
880.723,0.0880403
14942.5,1.48118
876.359,0.0876304
933.936,0.0933266
1527.55,0.152715
895.43,0.0895331
1992.03,0.199178
4242.41,0.424184
1189.35,0.118842
2791.66,0.279112
3241.74,0.32413
1732.51,0.170507
683.7,0.0683277
1085.61,0.108556
658.821,0.0658235
864.984,0.0864325
688.044,0.0687891
792.585,0.0792433
1305.13,0.130327
865.74,0.0865358
953.332,0.0945621
818.512,0.0818301
1188.45,0.118814
882.278,0.0882142
2776.65,0.277616
976.523,0.0976397
2974.45,0.297386
1483.53,0.148321
1422.49,0.142243
10861.4,1.08546
1074.16,0.107288
1491.14,0.149011
1090.49,0.109047
3659.04,0.365415
1189.6,0.11853
1409.46,0.140741
2014.51,0.201418
766.139,0.0765343
8300.02,0.829558
1219.56,0.121948
1485.01,0.148495
1319.95,0.131984
1995.85,0.199515
1223.14,0.122162
2261.41,0.226055
1154.75,0.114742
1015.66,0.101532
1114.06,0.111358
3242.79,0.324234
1401.64,0.140044
713.598,0.0712826
1313.39,0.1313
1528.68,0.152821
1632.64,0.163207
1559.13,0.155809
2641.41,0.264042
18345,4.61232
1270.65,0.127013
960.426,0.0960212
844.824,0.0844056
1046.84,0.10461
789.556,0.0788535
1016.79,0.101666
695.224,0.0694998
1710.89,0.171022
1425.85,0.142489
4906.08,0.489764
896.436,0.0891036
2048.21,0.204774
1170.04,0.116914
1930,0.192911
1523.01,0.152273
1785.72,0.178523
1471.64,0.147139
749.103,0.0748815
2088.22,0.20843
1035.73,0.103465
1840.07,0.18312
897.046,0.0896707
2046.79,0.204634
1343.68,0.13431
647.975,0.0645364
1752.71,0.175204
1311.09,0.131029
1652.94,0.165272
605.134,0.0604868
2254.08,0.225325
1152.37,0.115226
3695.57,0.369202
1644.49,0.164181
2024.24,0.202082
987.423,0.0986763
952.025,0.0951272
1353.87,0.135163
1220.35,0.122024
1193.85,0.119361
1091.86,0.109134
785.794,0.0785702
801.232,0.0799814
1775.25,0.177395
806.189,0.0806062
910.693,0.091042
930.157,0.0929941
542.044,0.0541979
746.1,0.074605
1068.15,0.106775
1679.99,0.167928
2479.34,0.247854
1008.04,0.100766
1197.15,0.119703
975.647,0.0961781
841.048,0.0840681
691.995,0.0691936
1186.01,0.118577
586.687,0.0586607
2126.21,0.212576
1253.81,0.125353
1483.22,0.148029
2003.47,0.200278
4026.68,0.402455
1919.28,0.191777
928.048,0.0927324
843.46,0.0843386
986.885,0.0986849
1319.01,0.131812
1631.75,0.163143
1462.4,0.146235
935.576,0.0935258
588.55,0.0587799
817.724,0.0817344
1219.41,0.121879
818.409,0.0816951
1647.77,0.164744
1319.14,0.131873
855.534,0.0855482
1095.26,0.109509
1371.89,0.137149
931.395,0.0931232
741.203,0.0741026
2393.09,0.239075
1039.84,0.103825
841.503,0.0841035
1435.66,0.14346
1937.12,0.191582
829.676,0.0829429
975.803,0.0975171
1328.57,0.13277
782.527,0.0782303
681.133,0.0673323
1354.27,0.135334
4452.91,0.445103
1272.34,0.127182
744.558,0.0742193
4234.04,0.423053
2509.59,0.250684
1003.3,0.100298
1004.79,0.100416
1444.21,5.89875
1031.1,0.102688
786.309,0.0785981
3278.22,0.327807
2155.5,0.215264
1770.98,0.177028
1242.45,0.124077
2155.17,0.21549
1253.43,0.12529
806.61,0.0806379
1091.16,0.108753
1068.29,0.106821
8982.61,0.897794
1406.81,0.140552
1013.51,0.101182
4876.69,0.487545
1218.41,0.121827
783.443,0.078326
1024.06,0.102002
1446.13,0.144573
780.712,0.0779957
4239.94,0.423596
3122.34,0.312071
2183.85,0.218313
14803.9,1.47618
1290.26,0.128949
1680.04,0.167325
1384.36,0.138342
958.754,0.0958184
698.116,0.0697821
780.871,0.0780832
1258.46,0.125827
946.912,0.0945931
846.032,0.0845697
1666.7,0.166651
715.907,0.0715804
1086.67,0.108616
1782.98,0.178218
1582.81,0.158261
6873.03,0.686308
2419.49,0.24193
816.093,0.0815835
963.174,0.0962949
1045.89,0.104558
565.623,0.0565209
1536.36,0.153501
1020.15,0.101828
684.793,0.0684686
1056.39,0.105621
1623,0.162264
1705.05,0.170479
5344.32,0.533827
1132.48,0.113218
1596.61,0.159608
561.925,0.0561768
2474.62,0.247328
1277.49,0.113202
3715.76,0.371194
923.581,0.0923304
2589.23,0.258587
2350.86,0.23499
1208.59,0.120836
1217.07,0.121639
1211.85,0.121091
1551.6,0.155146
3039.5,0.303849
924.029,0.0923909
1842.44,0.184134
1193.54,0.119333
873.751,0.0872353
1178.11,0.117759
1392.82,0.139257
819.615,0.0818749
776.185,0.0776154
796.619,0.0796605
713.999,0.0713759
785.433,0.0784955
2338.74,0.233801
935.198,0.0934927
1044.37,0.104342
3807.46,0.380563
1279.96,0.127989
977.073,0.0976883
1330.05,0.132949
24153.5,2.4038
1337.41,0.133653
2822,0.281849
1149.34,0.114927
965.833,0.0964929
1388.15,0.138769
1440.54,0.143845
967.588,0.0967479
814.757,0.0814286
1059.5,0.105729
1202.4,0.120168
795.935,0.0795822
10935.9,1.08425
1231.98,0.123063
2269.95,0.226779
725.349,0.0725206
652.85,0.0652706
1515.73,0.15156
1904.39,0.190416
2428.55,0.242674
1189.49,0.11886
484.877,0.0484804
1794.77,0.179381
722.059,0.0722036
757.472,0.0757246
1532.89,0.153213
602.051,0.0601695
1116.84,0.11163
1519.75,0.151015
658.325,0.0657057
747.725,0.0747657
1691.58,0.169116
1498.54,0.149805
1405.95,0.140589
1150.01,0.114784
1054.15,0.10541
823.944,0.0823071
1686.58,0.168564
460.701,0.0460392
2535.57,0.253493
1076.06,0.107591
6357.11,0.635306
1025.57,0.102496
2202.64,0.220198
829.134,0.0829083
1320.29,0.132007
1467.35,0.146702
1558.73,0.155806
3034.15,0.303141
908.681,0.0908499
1021.45,0.102016
2186.55,0.218623
523.496,0.0523353
1825.73,0.182555
862.311,0.0862221
748.585,0.0747003
1312.8,0.131241
836.915,0.0836183
2557.33,0.255647
1149.03,0.114882
1000.83,0.100062
678.414,0.0677777
1878.38,0.18775
1360.74,0.135874
5197.94,0.519377
3253.56,0.325263
1104.21,0.11039
802.119,0.0801953
948.784,0.0946527
2103.63,0.210161
1106.21,0.110601
698.024,0.0697995
1270.26,0.12699
2482.6,0.248158
1008.73,0.100794
561.149,0.0561043
1018.33,0.101825
891.054,0.0890901
438.194,0.0438121
2753.89,0.275259
1014.52,0.101212
1612.29,0.161124
818.196,0.0817854
704.714,0.0703906
658.978,0.0658874
2599.35,0.259553
1277.22,0.127593
1950.59,0.194979
1190.32,0.118953
2849.7,0.284436
1945.99,0.194553
1455.17,0.14549
1363.82,0.136304
1762.55,0.176025
1092.74,0.109137
1475.35,0.147499
1293.7,0.129285
1515.32,0.151299
889.51,0.0889299
1489.62,0.148916
1443.72,0.144314
2974.81,0.297306
1201.98,0.120154
1045.26,0.104485
890.41,0.0889912
1349.79,0.134153
1142.42,0.114224
514.126,0.051385
1774.02,0.177219
736.76,0.0735601
6724.67,0.672308
931.486,0.0929995
1985.79,0.198483
1395.45,0.139476
1236.01,0.123445
1928,0.192678
1256.99,0.125668
899.214,0.0899151
1001.3,0.100112
963.87,0.0963742
1184.74,0.118145
1660.51,0.166028
1722.94,0.172276
1308.17,0.13063
1014.93,0.101473
1012.16,0.101193
891.084,0.0891058
930.719,0.0927138
845.527,0.084536
1876.91,0.18767
1637.61,0.163409
894.683,0.0886275
5629.56,0.562513
1983.75,0.198356
1233.29,0.123317
1835.46,0.18351
778.028,0.0777628
1080.79,0.108067
975.714,0.0975664
1407.06,0.140691
1156.91,0.115661
1596.74,0.159576
1334.04,0.133344
1344.61,0.134451
749.239,0.0749221
1892,0.189195
798.944,0.0798852
1452.02,0.145089
1313.85,0.130741
2853.31,0.285297
647.961,0.0647722
839.278,0.0839219
1351.29,0.135113
1063.29,0.106304
1171.93,0.117174
967.164,0.0966961
885.929,0.0883909
1659.68,0.165844
3298.06,0.329238
925.268,0.0924874
2377.28,0.23756
753.131,0.0749053
889.833,0.0889551
