Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,1.11851,0.11932,0.0374154,4.23413,3.32636e-06,0.0156256,0.00203778,4.97826e-06,9.69812e-06,0,0.0112751,0.000280853,0.0991932,4.23016,5.2511
1.25893,1.10553,0.121101,0.0421623,4.23239,3.32636e-06,0.0173418,0.00195206,4.97826e-06,9.69812e-06,0,0.0140556,0.00030171,0.0877268,4.22561,5.24384
1.58489,1.09703,0.121989,0.0467438,4.23086,3.32636e-06,0.018166,0.00187756,4.97826e-06,9.69812e-06,0,0.0155384,0.00032661,0.081589,4.22257,5.23289
1.99526,1.08944,0.122803,0.0520719,4.22884,8.28817e-06,0.0188828,0.00180459,4.97826e-06,9.69812e-06,0,0.0168242,0.000335788,0.0764845,4.21923,5.21975
2.51189,1.08196,0.12357,0.0573022,4.22668,8.28817e-06,0.0194029,0.00180417,4.97826e-06,9.69812e-06,0,0.0183365,0.00036041,0.0717848,4.21556,5.20639
3.16228,1.07491,0.124346,0.0635462,4.22451,8.28817e-06,0.0197618,0.00181057,4.97826e-06,9.69812e-06,0,0.0199433,0.000390334,0.0679589,4.21173,5.19338
3.98107,1.06811,0.125127,0.0698544,4.22189,8.28817e-06,0.0199838,0.00185466,4.97826e-06,9.69812e-06,0,0.021733,0.000409548,0.0646059,4.20731,5.17934
5.01187,1.06128,0.126142,0.0764834,4.219,1.02403e-05,0.0202729,0.00179281,4.97826e-06,9.69812e-06,0,0.0240082,0.000418588,0.061759,4.20217,5.1634
6.30957,1.05475,0.126871,0.0834952,4.21627,1.02403e-05,0.0206095,0.00176846,4.97826e-06,9.69812e-06,0,0.0262541,0.000444479,0.0587989,4.19718,5.14624
7.94328,1.04747,0.127754,0.0904405,4.21315,1.43353e-05,0.0206935,0.00182307,4.97826e-06,9.69812e-06,0,0.0289674,0.000446673,0.0559756,4.19134,5.12693
10,1.04046,0.128676,0.0975914,4.20991,1.43353e-05,0.0209163,0.00176423,1.02076e-05,9.69812e-06,0,0.0318698,0.000455179,0.0534953,4.18517,5.10569
12.5893,1.03306,0.129836,0.105451,4.2069,2.00251e-05,0.0212327,0.00179716,1.02076e-05,9.69812e-06,0,0.0349817,0.000517675,0.0510561,4.17898,5.08115
15.8489,1.02535,0.130961,0.114209,4.20291,2.00251e-05,0.0216143,0.00174133,1.93199e-05,9.69812e-06,0,0.0381661,0.000528661,0.0485862,4.17177,5.05498
19.9526,1.0173,0.132369,0.124305,4.19839,3.31189e-05,0.0217755,0.00178806,1.93199e-05,9.69812e-06,0,0.0425272,0.000571457,0.0464902,4.16283,5.0239
25.1189,1.00871,0.13355,0.135454,4.19298,3.31189e-05,0.021945,0.00185892,1.10533e-05,9.69812e-06,0,0.0465311,0.000613906,0.0443318,4.15338,4.98978
31.6228,0.999365,0.135217,0.14739,4.1872,3.31189e-05,0.0220959,0.00196592,1.10533e-05,9.69812e-06,0,0.0514579,0.000693005,0.0422039,4.14258,4.95186
39.8107,0.990132,0.136861,0.160457,4.18001,3.73473e-05,0.0224509,0.00209988,1.10533e-05,9.69812e-06,0,0.0573563,0.00080179,0.0398568,4.1294,4.90912
50.1187,0.979628,0.138591,0.175063,4.17192,3.48766e-05,0.0225502,0.00226698,7.76309e-06,9.69812e-06,0,0.0633385,0.00100954,0.0378224,4.11514,4.86099
63.0957,0.968992,0.140934,0.19115,4.1625,3.91839e-05,0.0227793,0.00243009,7.76309e-06,9.69812e-06,0,0.0707883,0.00114381,0.0359982,4.09813,4.80857
79.4328,0.957259,0.143391,0.20809,4.15175,5.70336e-05,0.0228755,0.00270351,1.87659e-05,9.69812e-06,0,0.078523,0.00128832,0.0342379,4.07946,4.75022
100,0.946906,0.146091,0.227746,4.13918,6.48827e-05,0.0229619,0.00292346,3.82307e-05,9.69812e-06,0,0.0873112,0.00151112,0.0328514,4.05787,4.68656
125.892,0.935645,0.149023,0.248548,4.1259,0.000102665,0.0230088,0.00313534,4.02484e-05,9.69812e-06,0,0.0971397,0.00181227,0.0315485,4.03438,4.6173
158.489,0.924069,0.15233,0.269857,4.11034,0.000120632,0.0231528,0.00347283,3.67022e-05,9.69812e-06,0,0.107719,0.00233706,0.0300252,4.00773,4.54309
199.526,0.912755,0.155868,0.29275,4.09329,0.000160521,0.0233109,0.00364942,6.18882e-05,9.69812e-06,0,0.119004,0.00273705,0.0286703,3.97892,4.46512
251.189,0.90302,0.159775,0.315789,4.07405,0.000173376,0.0235059,0.00393978,7.02682e-05,9.69812e-06,0,0.130714,0.00322312,0.0273882,3.9475,4.38637
316.228,0.893087,0.163798,0.338587,4.05296,0.000185164,0.0235793,0.00427473,6.39699e-05,9.69812e-06,0,0.142533,0.00397447,0.0262238,3.91381,4.30546
398.107,0.884433,0.168165,0.361632,4.03043,0.000237645,0.0236332,0.00458766,8.12873e-05,9.69812e-06,0,0.156591,0.00470591,0.0251206,3.87643,4.22151
501.187,0.877067,0.172622,0.384414,4.00638,0.000311132,0.0236325,0.0049302,0.000136941,9.69812e-06,0,0.17054,0.00549324,0.0241439,3.83751,4.13807
630.957,0.869685,0.177766,0.406429,3.98139,0.000391228,0.0234431,0.00531715,0.000184182,9.69812e-06,0,0.18435,0.00655899,0.023332,3.79753,4.05581
794.328,0.863039,0.183454,0.427608,3.95451,0.000452056,0.0235808,0.0056188,0.000202706,9.69812e-06,0,0.198564,0.00765779,0.0221867,3.75529,3.97635
999.999,0.85843,0.189181,0.446802,3.92608,0.000574449,0.0235019,0.00594914,0.000207529,9.69812e-06,0,0.213619,0.00877614,0.0213918,3.71053,3.89902
1258.92,0.853645,0.195482,0.46457,3.89789,0.000688953,0.0233688,0.00618438,0.000283372,9.69812e-06,0,0.23066,0.0098885,0.0207585,3.66401,3.82295
1584.89,0.849699,0.201746,0.481511,3.86899,0.000814421,0.023086,0.00649015,0.00029777,9.69812e-06,0,0.247605,0.0110974,0.0203536,3.61685,3.75009
1995.26,0.847205,0.20795,0.496505,3.83931,0.000912611,0.023087,0.00667555,0.000364969,9.69812e-06,0,0.264772,0.0121916,0.0197108,3.56873,3.68082
2511.89,0.844584,0.214626,0.510038,3.80972,0.00101938,0.0228702,0.00686828,0.000426815,9.69812e-06,0,0.282075,0.0138497,0.019306,3.52004,3.61476
3162.28,0.843021,0.221311,0.521463,3.78023,0.00113393,0.0226493,0.00713634,0.000441348,9.69812e-06,0,0.299762,0.0153475,0.018903,3.47127,3.55307
3981.07,0.842574,0.228234,0.532092,3.75116,0.00120501,0.0227492,0.00721983,0.000447574,9.69812e-06,0,0.318802,0.0162821,0.01843,3.42217,3.49524
5011.87,0.842034,0.234959,0.540687,3.72279,0.00136023,0.0227241,0.0072765,0.000541275,9.69812e-06,0,0.337559,0.0174163,0.0181058,3.37373,3.44141
6309.57,0.842513,0.241633,0.548022,3.6947,0.00149988,0.0227726,0.00719484,0.000632788,9.69812e-06,0,0.355535,0.0186359,0.0178072,3.32623,3.3918
7943.28,0.842003,0.248193,0.554809,3.6678,0.00163138,0.0226105,0.00729404,0.000733841,9.69812e-06,1.41531e-06,0.372886,0.0197701,0.0174887,3.28068,3.34477
9999.99,0.842277,0.254708,0.560021,3.64166,0.00181974,0.0224821,0.00737264,0.000760177,9.69812e-06,5.56033e-06,0.389844,0.0210549,0.017294,3.23613,3.30178
12589.2,0.842568,0.260804,0.564364,3.61697,0.0019271,0.0223522,0.00741095,0.000885796,9.69812e-06,5.56033e-06,0.406566,0.0222253,0.0170435,3.19359,3.26256
15848.9,0.843492,0.266905,0.567936,3.59331,0.0020106,0.0222173,0.00745167,0.00101499,9.69812e-06,1.66459e-05,0.422071,0.0229721,0.0168701,3.15355,3.22687
19952.6,0.843841,0.272632,0.571152,3.57126,0.00215083,0.0221396,0.00748428,0.00107235,9.69812e-06,2.30996e-05,0.437724,0.0236812,0.0167118,3.1153,3.19348
25118.8,0.843555,0.278037,0.573377,3.55109,0.00228438,0.0219348,0.00756151,0.00117939,1.67867e-05,2.42356e-05,0.451948,0.0244132,0.0165831,3.0801,3.16285
31622.8,0.843688,0.282868,0.575819,3.53235,0.0023889,0.0217502,0.00756579,0.00133389,1.81533e-05,2.6993e-05,0.465195,0.0249516,0.0164386,3.0476,3.13565
39810.7,0.843583,0.287278,0.578133,3.51525,0.00246781,0.0215237,0.00759479,0.00151349,1.81533e-05,2.6993e-05,0.476514,0.0255493,0.0163298,3.01879,3.11024
50118.7,0.84351,0.291641,0.579974,3.49878,0.00251763,0.0214041,0.00761181,0.00165025,1.81533e-05,2.93034e-05,0.487181,0.0257133,0.0161871,2.99197,3.0883
63095.7,0.843762,0.295299,0.581398,3.48384,0.00256631,0.0212141,0.00762024,0.00179231,1.81533e-05,2.93034e-05,0.497679,0.0260077,0.0160579,2.96667,3.06741
79432.8,0.844398,0.298451,0.582791,3.46953,0.00253023,0.0210109,0.0076434,0.00197153,1.81533e-05,3.86796e-05,0.507349,0.0256407,0.0159633,2.94367,3.04974
99999.9,0.84491,0.301438,0.583741,3.45637,0.00248778,0.0208139,0.00768545,0.00213186,1.81533e-05,3.2226e-05,0.516222,0.0253827,0.0158869,2.92274,3.03363
125892,0.845132,0.304515,0.585019,3.44383,0.00245996,0.0203314,0.00768871,0.00251799,1.81533e-05,3.90187e-05,0.524257,0.0247677,0.0158181,2.90377,3.01977
158489,0.845478,0.307104,0.585881,3.43251,0.00240153,0.0199874,0.00769958,0.00283897,1.81533e-05,3.90187e-05,0.531261,0.0240335,0.0157905,2.88747,3.00793
199526,0.845584,0.309351,0.586552,3.42166,0.00228027,0.0195191,0.00769504,0.00331915,1.81533e-05,3.83124e-05,0.538299,0.0230413,0.0157111,2.8719,2.99715
251188,0.846127,0.311375,0.587204,3.41103,0.00210443,0.0190816,0.00772113,0.00375542,1.81533e-05,3.83124e-05,0.544318,0.0218758,0.0156593,2.85824,2.98818
316227,0.846115,0.31327,0.588027,3.40138,0.00192467,0.0186342,0.00772804,0.00419745,1.81533e-05,3.83124e-05,0.549838,0.0206215,0.0155823,2.84678,2.98073
398107,0.846624,0.315064,0.588671,3.39205,0.0018061,0.0180422,0.00773047,0.00477927,1.81533e-05,3.4866e-05,0.554347,0.0191121,0.0155483,2.83621,2.97441
501187,0.847304,0.316498,0.589334,3.38318,0.00157665,0.0173914,0.0077298,0.00541118,1.81533e-05,3.4157e-05,0.55956,0.0175592,0.0155309,2.82615,2.96911
630957,0.847756,0.317857,0.589932,3.37465,0.00141821,0.0167131,0.00773617,0.00606203,1.81533e-05,3.176e-05,0.563521,0.0158038,0.0155215,2.81774,2.96459
