Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,1.12135,0.121114,0.0371616,4.23177,1.07376e-05,0.0149172,0.00212436,0,6.33223e-06,0,0.0110647,0.00025327,0.0995672,4.22824,5.257
1.25893,1.10773,0.122777,0.0418093,4.23029,1.07376e-05,0.0166277,0.00208927,0,6.33223e-06,0,0.0135541,0.000275652,0.0877561,4.22425,5.25005
1.58489,1.09967,0.123625,0.0466543,4.22854,1.07376e-05,0.0173467,0.00205128,0,6.33223e-06,0,0.0150726,0.000284881,0.0816654,4.22099,5.23818
1.99526,1.0919,0.124456,0.0521722,4.22659,1.07376e-05,0.0178753,0.00198345,0,6.33223e-06,0,0.0163672,0.000325713,0.0764605,4.21768,5.2264
2.51189,1.08463,0.125241,0.0578774,4.22447,1.07376e-05,0.0183614,0.00195301,0,6.33223e-06,0,0.0179849,0.000360118,0.0719997,4.21391,5.21297
3.16228,1.07794,0.125974,0.0634223,4.2219,1.07376e-05,0.0186801,0.00192539,0,6.33223e-06,0,0.019901,0.000393328,0.0682876,4.20941,5.19912
3.98107,1.07054,0.126913,0.0698573,4.21909,1.07376e-05,0.0190983,0.00190873,0,6.33223e-06,0,0.0220349,0.0004065,0.0644835,4.20445,5.18477
5.01187,1.06404,0.127841,0.0760529,4.21663,1.07376e-05,0.0194361,0.00191839,0,6.33223e-06,0,0.024323,0.000437302,0.0613672,4.19968,5.16975
6.30957,1.0572,0.12876,0.0829988,4.21405,1.07376e-05,0.0198362,0.00188213,0,6.33223e-06,0,0.0264556,0.000472713,0.0582358,4.19492,5.15306
7.94328,1.05005,0.12964,0.090231,4.2113,2.57435e-05,0.0200732,0.00188323,0,6.33223e-06,0,0.0287758,0.000484415,0.0553686,4.18981,5.13362
10,1.04326,0.130509,0.0978263,4.20817,2.57435e-05,0.020434,0.0018755,0,6.33223e-06,0,0.0315048,0.000545196,0.0527847,4.18388,5.11226
12.5893,1.0359,0.131549,0.106182,4.20474,3.62427e-05,0.0207745,0.00189425,6.50339e-06,6.33223e-06,0,0.0347127,0.000578663,0.0505196,4.17724,5.08766
15.8489,1.02822,0.132662,0.115237,4.20091,3.62427e-05,0.0209503,0.00192646,1.46401e-06,6.33223e-06,0,0.0382089,0.000622933,0.0480089,4.16984,5.06023
19.9526,1.01992,0.134024,0.125337,4.19627,3.70739e-05,0.0211859,0.00194268,7.28108e-06,6.33223e-06,0,0.0419062,0.000718847,0.0455925,4.1614,5.02964
25.1189,1.01124,0.135491,0.13637,4.19101,3.8538e-05,0.0214361,0.00199677,5.81707e-06,6.33223e-06,0,0.0462508,0.000772117,0.0434878,4.15174,4.99477
31.6228,1.0021,0.136909,0.148408,4.1846,4.15374e-05,0.0216074,0.00206565,1.47359e-05,6.33223e-06,0,0.051021,0.000815623,0.0414546,4.14052,4.95561
39.8107,0.992343,0.138483,0.161663,4.17781,5.17443e-05,0.0219283,0.0021154,2.6918e-05,6.33223e-06,0,0.0568793,0.000959811,0.0393357,4.12768,4.91229
50.1187,0.982527,0.140536,0.176581,4.17008,7.24065e-05,0.0221559,0.00223227,4.10181e-05,6.33223e-06,0,0.0635576,0.00113993,0.0374762,4.11308,4.86426
63.0957,0.972251,0.142443,0.193024,4.16032,0.00011786,0.0223296,0.00239421,3.95479e-05,6.33223e-06,0,0.0705893,0.00129245,0.0357125,4.09608,4.80987
79.4328,0.961432,0.144689,0.210782,4.1494,0.000141579,0.0226771,0.00249679,3.87541e-05,6.33223e-06,0,0.0780917,0.00151613,0.0339852,4.07744,4.75133
100,0.949856,0.147243,0.229749,4.13741,0.000182294,0.0228775,0.00265404,4.0577e-05,6.33223e-06,0,0.0865392,0.00173787,0.0323548,4.05672,4.68859
125.892,0.939177,0.150221,0.250108,4.12322,0.00021305,0.0228606,0.00293978,5.52417e-05,6.33223e-06,0,0.0960341,0.00205816,0.0310047,4.03265,4.62002
158.489,0.928539,0.153292,0.271234,4.10758,0.000242371,0.0230113,0.00313507,7.51492e-05,6.33223e-06,0,0.105575,0.00250533,0.0295633,4.00698,4.54815
199.526,0.917878,0.156662,0.293761,4.09036,0.000292778,0.0230706,0.0033404,8.80903e-05,6.33223e-06,0,0.117153,0.00295929,0.0281428,3.9777,4.47115
251.189,0.907831,0.160324,0.31661,4.07136,0.000327481,0.0229621,0.0037445,7.30644e-05,6.33223e-06,0,0.129087,0.00345813,0.0270388,3.94625,4.39177
316.228,0.897681,0.164433,0.340181,4.04996,0.000358026,0.0230582,0.00399149,8.2004e-05,6.33223e-06,0,0.140966,0.00407991,0.0259468,3.91229,4.30911
398.107,0.888523,0.168723,0.363155,4.02771,0.000428404,0.0232736,0.00429201,8.96503e-05,6.33223e-06,0,0.15389,0.0048122,0.0247891,3.87628,4.22589
501.187,0.880265,0.173392,0.386247,4.00395,0.000429859,0.0234716,0.00454888,0.00011481,6.33223e-06,0,0.168027,0.00563391,0.023809,3.83754,4.1415
630.957,0.87295,0.178536,0.408819,3.97897,0.000449602,0.0235732,0.00482876,0.000171737,6.33223e-06,0,0.182711,0.00677459,0.0228734,3.79667,4.05812
794.328,0.867129,0.18387,0.429934,3.95201,0.000517254,0.0234874,0.00518727,0.000205867,6.33223e-06,6.28211e-06,0.197389,0.00783073,0.0220952,3.75388,3.97665
999.999,0.861694,0.189797,0.449298,3.92405,0.000669292,0.0235679,0.00536061,0.000216097,6.33223e-06,6.28211e-06,0.213453,0.00902539,0.021336,3.70852,3.89695
1258.92,0.857759,0.19538,0.468028,3.89565,0.000731888,0.0234954,0.00555815,0.000265236,6.33223e-06,7.06766e-07,0.230185,0.0101896,0.0207373,3.66219,3.82065
1584.89,0.854331,0.201555,0.48481,3.86605,0.000806337,0.0234888,0.00578286,0.000309914,6.33223e-06,0,0.245729,0.0114166,0.0200874,3.61567,3.74792
1995.26,0.852073,0.207953,0.499332,3.83658,0.00097104,0.0233698,0.00602892,0.000350123,7.71721e-06,4.14058e-06,0.263317,0.0126816,0.0196016,3.56717,3.67955
2511.89,0.85044,0.214745,0.512134,3.8063,0.00108248,0.023221,0.00618044,0.000439214,7.71721e-06,4.14058e-06,0.280408,0.0138848,0.0192033,3.51833,3.61561
3162.28,0.849798,0.221353,0.523854,3.77594,0.00119345,0.02307,0.00639186,0.00047832,7.71721e-06,1.10163e-05,0.297953,0.0150291,0.0188445,3.46923,3.55448
3981.07,0.849468,0.227882,0.533884,3.74635,0.00135762,0.0229156,0.00656173,0.000515711,7.71721e-06,1.10163e-05,0.317237,0.0161278,0.0184314,3.41903,3.49635
5011.87,0.849053,0.23454,0.542872,3.71766,0.00156252,0.0228333,0.00662258,0.000566705,7.71721e-06,1.10594e-05,0.335302,0.0171865,0.018121,3.37103,3.44236
6309.57,0.848894,0.241246,0.550118,3.69041,0.0016607,0.0226908,0.00671815,0.000671678,7.71721e-06,2.17571e-05,0.353512,0.0183603,0.0178785,3.32426,3.39298
7943.28,0.849303,0.248043,0.556678,3.66344,0.0017667,0.0225578,0.00678422,0.000798904,7.71721e-06,1.3208e-05,0.371441,0.0196818,0.0176083,3.27789,3.34637
9999.99,0.849612,0.254503,0.562716,3.63712,0.00183356,0.0224342,0.0068292,0.00094173,7.71721e-06,1.37741e-05,0.388265,0.0207011,0.0173786,3.23361,3.30238
12589.2,0.850079,0.260868,0.567389,3.61269,0.00192709,0.0222579,0.00691155,0.00104767,7.71721e-06,1.37741e-05,0.405093,0.0218745,0.0171203,3.19105,3.26267
15848.9,0.850998,0.266686,0.5713,3.58891,0.00206441,0.0222445,0.00698938,0.00105633,7.71721e-06,1.37741e-05,0.421399,0.0227141,0.0169214,3.15005,3.22581
19952.6,0.851343,0.272415,0.574758,3.56717,0.00218771,0.0221996,0.0070225,0.0011497,7.71721e-06,8.76954e-06,0.435916,0.0234735,0.0167415,3.113,3.1925
25118.8,0.851937,0.277807,0.577089,3.54601,0.00233197,0.0220136,0.00706874,0.00126545,7.71721e-06,8.76954e-06,0.449703,0.0240072,0.0166512,3.0775,3.16288
31622.8,0.852078,0.282804,0.579307,3.52682,0.00241081,0.0218798,0.00712218,0.00132698,7.71721e-06,1.89385e-06,0.463297,0.0247777,0.0164936,3.04423,3.13466
39810.7,0.852094,0.287889,0.581328,3.50862,0.00241769,0.0217684,0.00709602,0.00148049,7.71721e-06,1.89385e-06,0.474984,0.025162,0.0163984,3.01417,3.11011
50118.7,0.852039,0.292251,0.5832,3.49236,0.00244062,0.0216103,0.00706879,0.00163725,7.71721e-06,3.41392e-06,0.486181,0.0256238,0.0162951,2.98673,3.08807
63095.7,0.851673,0.296164,0.584696,3.47742,0.00250734,0.0214734,0.00704534,0.00183359,7.71721e-06,3.41392e-06,0.496409,0.0257781,0.0161478,2.96177,3.06773
79432.8,0.851911,0.299544,0.585692,3.46331,0.00252467,0.0211912,0.00705647,0.00205122,7.71721e-06,3.41392e-06,0.506226,0.0257006,0.0160808,2.9386,3.04967
99999.9,0.851725,0.302687,0.586981,3.45036,0.00250498,0.0209174,0.00711424,0.00226422,7.71721e-06,3.41392e-06,0.514597,0.0256424,0.0159813,2.91822,3.0331
125892,0.851472,0.305609,0.588303,3.43806,0.00246197,0.0206741,0.00711705,0.00248308,7.71721e-06,3.41392e-06,0.522409,0.0252586,0.0159158,2.89968,3.01819
158489,0.851775,0.308263,0.589631,3.4263,0.00232427,0.0204389,0.00708965,0.00275173,7.71721e-06,8.98081e-06,0.529389,0.024532,0.015839,2.8832,3.0055
