EnergyDeposit(eV),LET(keV/um)
1430.74,0.14304
884.078,0.0883094
966.37,0.0966266
3034.97,0.30152
1874.61,0.187261
1338.38,0.133791
1025.09,0.102443
1032.48,0.103242
1624.03,0.162339
1193.67,0.119347
1715.71,0.171465
1114.15,0.111395
7288.29,0.727314
1504.66,0.150358
1924.45,0.192412
873.147,0.0872939
1979.3,0.19773
560.712,0.0560628
2435.48,0.243156
1121.99,0.11217
616.737,0.0616203
738.54,0.0737947
1079.02,0.107835
777.607,0.0777535
1039.57,0.103928
1044.08,0.104387
797.636,0.0797314
765.602,0.0765532
711.161,0.0708528
1387.1,0.138696
1184.4,0.116947
1530.76,0.153019
2324.27,0.232327
1621.83,0.162148
998.029,0.0997091
1312.25,0.130839
1237.81,0.123759
1315.13,0.131464
1241.02,0.123777
891.041,0.0890173
1257.16,0.125703
961.705,0.0961636
5211.95,0.520847
2140.6,0.213871
1038.86,0.103858
762.51,0.0762418
1454.69,0.145412
1342.26,0.134098
2099.62,0.209826
1017.54,0.101732
2575.08,0.257454
904.093,0.0903998
1091.25,0.109105
969.894,0.0969633
1084.89,0.108467
1107.55,0.11067
931.376,0.0930653
1876.55,0.187554
978.573,0.0978023
2498.63,0.249674
2446.87,0.243324
1217.87,0.121685
571.796,0.0571749
1038.91,0.103829
1481.14,0.147932
1968.34,0.196645
833.296,0.0829007
1846.53,0.184601
1165.33,0.116468
2183.23,0.218188
1039.64,0.103945
2302.2,0.22838
1053.92,0.105254
1909.35,0.190848
1123.7,0.112329
1491.98,0.149157
1843.95,0.184311
652.637,0.065256
2010.09,0.200887
1197.89,0.119777
1617.78,0.161681
1247.75,0.12473
1121.49,0.112136
1859.38,0.185773
763.824,0.0762852
1049.26,0.104895
779.667,0.0777939
2412.93,0.241122
2753.45,0.275295
996.819,0.0996474
2318.76,0.231805
1281.89,0.128177
963.069,0.0961859
1009.3,0.100917
2234.93,0.223243
3097.18,0.309177
1198.32,0.119791
2225.99,0.222521
1458.15,0.145681
3708.42,0.370527
967.66,0.0967109
1021.46,0.102129
1249.08,0.124872
761.086,0.0756861
2262.31,0.226117
1117.72,0.111757
620.86,0.0620714
704.042,0.0703866
1179.99,0.117983
1090.26,0.108991
11145.3,1.11362
531.083,0.0530545
1813.59,0.181338
2697.83,0.269458
757.22,0.0756716
1204.04,0.120302
1400.04,0.139778
920.993,0.0920669
1693.16,0.169291
1294.58,0.129448
11148.3,1.11356
766.04,0.0765859
841.011,0.0840864
672.74,0.0670795
704.619,0.0704137
1599.01,0.159117
1533.04,0.153163
2039.21,0.203888
555.463,0.055519
2043.44,0.204146
3388.29,0.338639
1633.82,0.163335
966.108,0.0965387
2177.72,0.217705
1201.7,0.120139
1139.07,0.113895
