Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
1,0.820099,0.15398,0.0364879,4.15076,0.0185848,1.78854e-05,0.126217,0.00366422,0,6.79027e-06,0,4.87664,0.00617949,4.18434e-05,4.15215
1.25893,0.803987,0.15565,0.0411546,4.14963,0.0205298,1.78854e-05,0.111574,0.00363553,0,6.79027e-06,0,4.87284,0.0085632,4.70773e-05,4.1486
1.58489,0.794232,0.156588,0.0454493,4.14853,0.0216341,1.78854e-05,0.103867,0.00344511,0,6.79027e-06,0,4.86369,0.00988535,4.74751e-05,4.14621
1.99526,0.785436,0.157333,0.0505496,4.14698,0.0224713,1.78854e-05,0.0976552,0.00327681,0,6.79027e-06,0,4.85301,0.0108657,4.74751e-05,4.14365
2.51189,0.77748,0.158094,0.0567972,4.14534,0.0229326,1.78854e-05,0.0919995,0.00329213,0,6.79027e-06,0,4.84206,0.0121659,6.98959e-05,4.14069
3.16228,0.77033,0.158853,0.0627552,4.14345,0.0234856,1.78854e-05,0.0869483,0.00327978,0,6.79027e-06,0,4.8305,0.0133549,7.54147e-05,4.13762
3.98107,0.763049,0.159531,0.0690836,4.14168,0.0239314,2.89948e-05,0.0824749,0.00323861,0,6.79027e-06,0,4.8183,0.0147594,7.65147e-05,4.13441
5.01187,0.755675,0.16022,0.0756017,4.13978,0.0244085,4.00287e-05,0.0785935,0.00317541,0,6.79027e-06,0,4.80423,0.016721,8.69887e-05,4.13057
6.30957,0.74867,0.161027,0.0824412,4.13774,0.0250122,4.00287e-05,0.0746899,0.00313997,0,6.79027e-06,0,4.78861,0.0187224,9.21751e-05,4.12654
7.94328,0.741815,0.161758,0.0896146,4.13562,0.0253743,4.26934e-05,0.0714015,0.00308532,0,6.79027e-06,0,4.77074,0.021173,0.000104541,4.12191
10,0.734908,0.162624,0.0972043,4.13316,0.0258259,4.26934e-05,0.0678923,0.0029685,0,6.79027e-06,0,4.75161,0.0237376,0.000121926,4.11691
12.5893,0.728001,0.163539,0.105411,4.13028,0.0260498,4.26934e-05,0.0649147,0.00300962,0,6.79027e-06,0,4.73022,0.0262174,0.000181752,4.11147
15.8489,0.720952,0.164455,0.113814,4.12732,0.0264852,4.26934e-05,0.0618928,0.00300582,0,6.79027e-06,0,4.70632,0.0292898,0.000186491,4.10543
19.9526,0.713432,0.165598,0.123509,4.12386,0.0268465,4.86944e-05,0.058842,0.00302088,0,6.79027e-06,0,4.67968,0.0329742,0.00020256,4.09824
