Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
1,0.826848,0.150425,0.0364471,4.14576,0.0189142,4.00645e-06,0.127824,0.00379783,0,0,0,4.86638,0.00648003,5.65093e-05,4.14701
1.25893,0.810263,0.152133,0.0411019,4.14467,0.0210202,1.71299e-05,0.112474,0.00367629,0,0,0,4.86337,0.00889438,7.76692e-05,4.14349
1.58489,0.800923,0.153099,0.0458732,4.14343,0.0219411,1.71299e-05,0.105149,0.00364168,0,0,0,4.85419,0.0102717,9.10824e-05,4.14084
1.99526,0.791944,0.153877,0.0511508,4.14198,0.0226743,1.71299e-05,0.0985886,0.00352896,0,0,0,4.84314,0.011234,9.17001e-05,4.13838
2.51189,0.783944,0.154786,0.0564971,4.1403,0.0233436,1.71299e-05,0.0928306,0.00341813,1.16554e-06,0,0,4.83212,0.012709,0.000116438,4.13517
3.16228,0.775895,0.155615,0.0624196,4.13867,0.0239739,1.71299e-05,0.0878366,0.00329017,1.16554e-06,0,0,4.82067,0.0141327,0.000130182,4.13211
3.98107,0.768364,0.156354,0.0689659,4.13649,0.0245699,1.71299e-05,0.0830723,0.00318141,1.16554e-06,0,0,4.80879,0.0156945,0.000130182,4.12841
5.01187,0.761803,0.157093,0.0754349,4.13445,0.0252263,1.71299e-05,0.0790937,0.0031285,1.16554e-06,0,0,4.79522,0.0175124,0.000139698,4.12457
6.30957,0.754297,0.157938,0.0823534,4.13241,0.0257365,1.71299e-05,0.0750753,0.00305778,1.16554e-06,0,0,4.77984,0.0196058,0.000141289,4.12048
7.94328,0.747266,0.158805,0.0896492,4.13008,0.0261944,1.71299e-05,0.0714143,0.00299123,1.16554e-06,0,0,4.76138,0.0221146,0.000152159,4.11564
10,0.740374,0.159566,0.0970315,4.12779,0.0266534,3.63989e-05,0.0679757,0.00291304,6.02808e-06,0,0,4.74306,0.0242519,0.000173357,4.11114
12.5893,0.733374,0.160541,0.104959,4.12502,0.0268214,3.63989e-05,0.0648148,0.00288689,6.02808e-06,0,0,4.72164,0.0272352,0.000195001,4.10536
15.8489,0.726176,0.161643,0.113768,4.12178,0.0271698,3.92016e-05,0.0619005,0.00288944,6.02808e-06,0,0,4.698,0.0303506,0.00020704,4.09895
19.9526,0.718627,0.162588,0.12314,4.11827,0.0275265,5.13143e-05,0.0589417,0.0029147,6.02808e-06,0,0,4.67145,0.0336458,0.000230984,4.09212
25.1189,0.711038,0.163781,0.133798,4.11417,0.0278275,4.31654e-05,0.05611,0.00305182,6.02808e-06,0,0,4.64084,0.0374911,0.000265232,4.08413
31.6228,0.70295,0.165035,0.144954,4.10944,0.0279985,4.31654e-05,0.0536179,0.00314032,6.02808e-06,0,0,4.60825,0.0414441,0.00032635,4.07541
39.8107,0.695025,0.166395,0.157524,4.1038,0.0284801,5.17906e-05,0.0509457,0.0032628,6.02808e-06,0,0,4.5707,0.0460319,0.000406319,4.0651
50.1187,0.687401,0.168007,0.171489,4.09746,0.0286096,6.11193e-05,0.0485946,0.00354037,6.02808e-06,0,0,4.52914,0.0515119,0.000522444,4.05314
63.0957,0.67922,0.169638,0.186472,4.08977,0.0290141,7.91502e-05,0.0462937,0.00363339,1.62869e-05,0,0,4.48257,0.0573956,0.000637245,4.0394
79.4328,0.671483,0.171192,0.20216,4.08094,0.0290089,0.000116042,0.0442451,0.00395624,2.09244e-05,0,0,4.43338,0.0638301,0.000808354,4.02395
100,0.663795,0.173252,0.219827,4.0705,0.0292312,0.000120309,0.0421519,0.00414983,2.09244e-05,0,0,4.37993,0.0710955,0.00104723,4.00602
125.892,0.656237,0.175518,0.238498,4.05859,0.0295278,0.000150726,0.040235,0.00443922,1.43255e-05,0,0,4.31972,0.0796099,0.0012991,3.98531
158.489,0.649419,0.177775,0.25845,4.04554,0.0298817,0.000163959,0.038387,0.00467962,1.60981e-05,4.41167e-06,0,4.25726,0.0885428,0.00157384,3.96302
199.526,0.642988,0.18041,0.278141,4.03056,0.0300968,0.000236895,0.0365169,0.00507161,5.87466e-05,4.41167e-06,0,4.19205,0.097545,0.00204152,3.93849
