EnergyDeposit(eV),LET(keV/um)
2242.7,0.224236
2724.66,0.272317
1610.7,0.160857
2762.83,0.276058
1839.26,0.183879
953.01,0.095184
2293.76,0.229342
984.935,0.0983195
774.481,0.0774399
1225.24,0.122492
1408.96,0.140755
685.848,0.068582
2694.17,0.269298
6106.36,0.609923
817.464,0.0815366
1340.36,0.133221
2240.24,0.22399
1554.04,0.155256
2402.99,0.239908
1429.25,0.142691
1282.42,0.12821
944.925,0.0944897
757.863,0.0757683
2259.74,0.225642
1103.16,0.110258
959.617,0.0959282
2011.61,0.201128
721.08,0.0720899
1676.44,0.167178
1014.69,0.101441
1323.87,0.132263
1187.9,0.117881
837.91,0.0837877
1222.23,0.122195
1965.73,0.179338
1714.64,0.171298
5715.8,0.569944
875.997,0.0875877
3726.17,0.37254
2543.03,0.254261
2630.33,0.26294
3539.92,0.353897
1694.07,0.169285
1239,0.123878
1738.39,0.173806
1166.92,0.116678
1843.02,0.184242
1551.72,0.155151
838.743,0.0836658
2015.58,0.201441
1229.96,0.122987
2025.94,0.202581
1884.53,0.188388
701.668,0.0701643
1528.92,0.152767
1059.41,0.105936
4648.19,0.464559
12784.3,1.27687
1210.87,0.12102
1023.43,0.102339
1148.86,0.114875
1097.55,0.107145
808.819,0.0808479
1151.73,0.114907
973.062,0.0971551
731.643,0.0731602
728.744,0.0727936
823.778,0.0823008
1026.28,0.102605
995.69,0.0995232
1564.08,0.156326
1006.7,0.100595
1437.2,0.143661
1404.15,0.140365
1239.44,0.123801
2782.25,0.278148
1796.32,0.179583
1420.4,0.141773
1217.53,0.121515
976.458,0.0975169
2288.78,0.228673
1260.51,0.125897
1345.98,0.134543
1391.44,0.139044
1031.5,0.103098
1078.01,0.107728
869.877,0.08698
874.386,0.0874037
4495.27,0.4492
1274.05,0.125349
987.188,0.0986101
1016.36,0.101601
518.501,0.0517673
1388.38,0.138625
800.438,0.0800239
1070.09,0.106975
1783.42,0.178212
6274.49,0.625546
1380.9,0.137975
383.493,0.0382929
2680.15,0.267952
1339,0.133793
2168.08,0.216554
946.083,0.0945551
1100.59,0.110012
462.383,0.0462244
1705.85,0.170548
1732.4,0.17322
1784.45,0.178419
2074.59,0.20707
1129.54,0.112881
