Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.786318,0.22616,0.0323208,4.30889,5.65973e-06,0.0137765,0.00242699,9.80655e-06,0,0,0.0875811,0.00442141,0.119292,4.22442,5.09678
1.25893,0.771457,0.228039,0.0364415,4.30773,1.04971e-05,0.01559,0.00234652,9.80655e-06,0,0,0.0900389,0.00462206,0.105798,4.2206,5.09372
1.58489,0.762569,0.22886,0.0403189,4.30645,1.04971e-05,0.0163075,0.00230993,9.80655e-06,0,0,0.0911589,0.00484894,0.0987284,4.21798,5.08544
1.99526,0.754146,0.22955,0.0450838,4.30503,1.04971e-05,0.016974,0.00225294,1.07622e-05,0,0,0.0919557,0.00506347,0.0923697,4.21554,5.07634
2.51189,0.746949,0.230384,0.050085,4.30315,1.04971e-05,0.0175027,0.00222944,1.07622e-05,0,0,0.0928912,0.00533342,0.0870956,4.21245,5.06564
3.16228,0.740172,0.230943,0.0554184,4.30126,2.40097e-05,0.0180155,0.00211059,1.07622e-05,0,0,0.0937761,0.00562946,0.0827465,4.20936,5.05453
3.98107,0.732919,0.231667,0.0611965,4.29908,2.40097e-05,0.0184222,0.00207907,1.07622e-05,0,0,0.0946519,0.00587781,0.0782827,4.20605,5.04345
5.01187,0.726753,0.232335,0.0674608,4.29695,2.40097e-05,0.0189717,0.00201563,1.2116e-05,0,0,0.0959729,0.00602748,0.0744725,4.20246,5.03123
6.30957,0.720145,0.233093,0.0738109,4.29436,2.40097e-05,0.0194353,0.00194445,1.2116e-05,0,0,0.0973656,0.00625828,0.0707016,4.19821,5.01653
7.94328,0.713731,0.233969,0.0802129,4.29184,1.38462e-05,0.0198311,0.00192245,1.11603e-05,0,0,0.0990132,0.00644285,0.0674965,4.19388,4.99985
10,0.707166,0.234729,0.0869152,4.28901,2.64318e-05,0.0202776,0.00187961,1.11603e-05,0,0,0.100846,0.00655363,0.0640207,4.18913,4.98263
12.5893,0.700561,0.235489,0.0944918,4.2861,2.64318e-05,0.0205075,0.00184881,1.11603e-05,0,0,0.102813,0.00666551,0.0610865,4.18412,4.96281
15.8489,0.694591,0.236273,0.102827,4.28267,2.64318e-05,0.0208006,0.0018649,1.11603e-05,0,0,0.104712,0.00687929,0.0584326,4.17858,4.94072
19.9526,0.687798,0.237245,0.112148,4.27883,3.07726e-05,0.0211492,0.00189812,1.11603e-05,0,0,0.10703,0.0070644,0.0555281,4.17224,4.91612
25.1189,0.681165,0.23823,0.12177,4.27433,3.43835e-05,0.0213751,0.00194925,1.31081e-05,0,0,0.109539,0.00723983,0.053099,4.16507,4.88834
31.6228,0.674126,0.23949,0.132125,4.26948,2.66935e-05,0.0217566,0.00198429,1.31081e-05,0,0,0.112171,0.00755039,0.0507431,4.15729,4.85719
39.8107,0.666528,0.240593,0.143784,4.26395,3.70139e-05,0.0218842,0.00211672,1.31081e-05,0,0,0.115451,0.00775219,0.0486235,4.14825,4.82263
50.1187,0.659146,0.241883,0.157089,4.25786,3.70139e-05,0.0221514,0.00226934,1.6344e-05,0,0,0.119373,0.00793559,0.0463383,4.13803,4.78337
63.0957,0.651681,0.243382,0.171909,4.2504,5.57968e-05,0.0226225,0.00240269,1.6344e-05,0,0,0.12372,0.00814961,0.0442389,4.12602,4.74014
79.4328,0.644141,0.244996,0.187864,4.24226,5.57968e-05,0.0227721,0.00263447,1.6344e-05,0,0,0.128312,0.00838331,0.0424472,4.11308,4.69237
100,0.637124,0.246696,0.205317,4.23254,7.74453e-05,0.0232058,0.00275486,1.76919e-05,0,0,0.133363,0.0086619,0.0405453,4.09797,4.64026
125.892,0.630424,0.248361,0.223939,4.22139,0.000106145,0.02335,0.00311176,2.34711e-05,0,0,0.138749,0.00892833,0.0388339,4.08114,4.58416
158.489,0.623428,0.250395,0.243256,4.20934,0.000121467,0.02363,0.00339177,2.36355e-05,0,0,0.145231,0.0093605,0.0371079,4.06217,4.52466
199.526,0.61686,0.252403,0.263912,4.19552,0.000137775,0.0238936,0.00374069,3.57672e-05,0,0,0.15278,0.00962818,0.0354142,4.04049,4.4597
251.189,0.610701,0.25478,0.285978,4.18041,0.000195648,0.0239704,0.00411627,5.61999e-05,0,0,0.160432,0.0101175,0.0340318,4.01717,4.39118
