EnergyDeposit(eV),LET(keV/um)
967.243,0.0967216
1869.57,0.186923
979.141,0.0978847
1060.87,0.105878
2667.33,0.265519
958.574,0.0958277
1796.49,0.179579
3238.21,0.323673
1000.4,0.100032
1190.72,0.118984
1073.44,0.107267
758.152,0.0757512
1003.92,0.100343
997.158,0.099628
1289.73,0.128929
1301.62,0.130157
1099.59,0.109897
1833.78,0.183335
1265.41,0.12649
1576.31,0.15709
2207.17,0.220664
6637.3,0.66076
784.446,0.0779687
1748.35,0.174816
1013.01,0.10122
925.005,0.0924551
978.891,0.0976714
1367.13,0.13668
1837.3,0.183442
2800.08,0.279938
2358.92,0.235855
1510.26,0.150755
575.837,0.0575807
755.463,0.0754982
2002.47,0.200213
1460.92,0.146051
778.847,0.0778685
1804.78,0.180451
988.313,0.0988277
984.283,0.0982291
1457.03,0.145593
905.566,0.0905554
1913.51,0.19109
594.511,0.0593801
1276.48,0.127604
1265.42,0.126478
1205.89,0.120229
1465.29,0.146478
850.898,0.0850314
5564.71,0.554704
920.934,0.092019
1295.01,0.129475
2829.23,0.282817
1015.93,0.101583
1867.61,0.186725
1635.74,0.163547
5100.96,0.509762
7193.07,0.716663
2588.87,0.258489
918.688,0.0918421
2033.55,0.203283
1776.07,0.177572
3529.8,0.352822
1020.69,0.102053
934.707,0.0934271
2176.85,0.217263
1048.77,0.104822
847.919,0.0847675
3097.67,0.309189
1551.24,0.155039
845.772,0.0845713
3904.84,0.389776
784.035,0.0780091
1004.45,0.100428
1796.85,0.179614
1651.5,0.165132
787.997,0.0787776
883.66,0.0883257
1477.28,0.147662
1288.95,0.121057
1568.32,0.156688
1224.25,0.122367
1773.58,0.177336
1671.71,0.167161
1879.62,0.187875
2251.32,0.225108
1125.03,0.112159
1400.26,0.139948
1265.09,0.126415
2244.33,0.224321
849.832,0.0849684
3559.92,0.355891
749.206,0.0748502
3178.12,0.316561
2905.91,0.290202
3125.58,0.312434
1172.74,0.117077
1069.04,0.106844
1141.86,0.11382
993.396,0.0991773
2733.53,0.27316
2028.74,0.202792
750.205,0.0747647
1651.13,0.164837
1120.9,0.112016
1421.02,0.14207
1825.11,0.182166
10183.8,1.01438
24869.4,2.46089
1754.88,0.175386
1555.41,0.155469
2402.27,0.239877
1422.64,0.142168
1098.34,0.109819
1642.57,0.163951
1105.98,0.110569
2764.6,0.276322
1382.76,0.138212
1159.15,0.115903
1785.57,0.178478
664.058,0.0663839
874.667,0.0874456
1796.67,0.179635
1333.22,0.133272
1430.46,0.143032
2319.59,0.231703
926.454,0.0926219
2750.87,0.274947
1740.44,0.173929
3342.17,0.334174
1172.79,0.117272
973.531,0.0973207
1386.73,0.13863
680.354,0.0679538
2049.86,0.204916
2863.09,0.285592
878.079,0.0848632
1187.71,0.118549
1126.57,0.112593
750.911,0.0750751
2322.32,0.232216
1334.63,0.133166
1846.17,0.184567
1150.15,0.114998
2132.3,0.21294
1011.98,0.101169
1132.36,0.113219
2719.25,0.271585
909.315,0.0909051
1410.23,0.140929
613.002,0.0612878
776.433,0.0775839
1668.29,0.166813
1141.95,0.114185
1577.26,0.157615
14920.7,3.13979
933.633,0.093315
1518.68,0.151829
1508.06,0.150535
1437.28,0.143658
483.495,0.0483424
1424.63,0.142386
1399.02,0.139898
1065.92,0.106583
913.703,0.0913636
1164,0.116113
1542.42,0.151318
1012.41,0.101055
1773.51,0.177313
458.541,0.0458493
2630.42,0.262856
646.217,0.0645991
1463.23,0.146219
1430.18,0.142986
949.375,0.094916
986.002,0.0985491
950.876,0.0950567
2046.92,0.204599
1674.02,0.167263
8397.11,0.837839
2800.35,0.279952
1211.26,0.121078
1135.41,0.113456
1840.61,0.183607
898.233,0.0898043
538.288,0.0538152
1289.36,0.128915
1433.12,0.143301
2033.59,0.203335
2018.33,0.201694
1452.33,0.145219
634.393,0.0634344
818.746,0.0817673
2703.5,0.269655
949.935,0.0949916
1150.53,0.114908
1566.83,0.156605
1000.26,0.100016
1102.08,0.110145
5728.92,0.571584
1745.27,0.17451
891.486,0.0891351
1709.55,0.170647
4635.25,0.463307
784.192,0.0784075
5728.4,0.572626
1302.03,0.130081
1238.56,0.123782
1300.13,0.129986
950.504,0.0949738
2301.26,0.23006
743.295,0.0743217
802.77,0.0802464
1400.94,0.139393
1070.94,0.107042
3819.73,0.381711
1436.05,0.143507
1753.9,0.17532
878.205,0.0877678
2459.97,0.245811
1216.73,0.121651
1550.34,0.154985
1043.68,0.104343
1417.89,0.141737
2358.34,0.235546
2546.4,0.254592
2910.83,0.290869
1287.04,0.128505
1339.24,0.133658
1235.89,0.12303
3051.17,0.305074
578.423,0.0578407
1240.68,0.124031
1588.94,0.15883
700.231,0.0700176
2380.81,0.237755
1407.2,0.140612
1188.48,0.118784
975.307,0.0974961
1676.38,0.167527
1225.33,0.122471
1188.04,0.118677
1027.39,0.102685
1292.35,0.129217
751.801,0.0742524
3470.66,0.34685
2321.6,0.232137
10429,1.04211
4420.6,0.441913
768.391,0.0766298
1891.25,0.188914
1019.58,0.101924
1153.21,0.11523
1105.94,0.110292
863.278,0.0862858
1822.35,0.182201
1608.28,0.160663
1299.02,0.129874
647.465,0.0645851
627.93,0.0627555
11101.1,1.10674
3698.32,0.369718
1734.87,0.173473
1660.71,0.165995
1657.13,0.165326
1362.9,0.136212
7027.55,0.695589
1443.95,0.143618
1024.72,0.102464
1006.4,0.10062
813.454,0.0808222
1141.01,0.114061
1514.79,0.150955
1455.95,0.145488
5179.81,0.517304
816.064,0.0814761
1392.26,0.138648
1903.63,0.189276
721.594,0.0721515
2440.67,0.244002
2851.64,0.284994
1430.88,0.142912
604.181,0.0603882
518.197,0.0518189
1020.99,0.10207
1681.72,0.168135
850.471,0.0849778
1349.04,0.134894
924.917,0.0924613
1230.62,0.122839
