Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
1,0.82273,0.15257,0.0371172,4.14701,0.0183363,0,0.126948,0.00393874,0,7.62404e-06,0,4.86908,0.00674461,5.43254e-05,4.14816
1.25893,0.8062,0.154248,0.0415243,4.14588,0.0209136,0,0.111367,0.00379386,0,7.62404e-06,0,4.86563,0.00924349,5.43254e-05,4.14453
1.58489,0.796717,0.155177,0.0462302,4.14467,0.0218961,0,0.103888,0.0036932,1.22688e-05,7.62404e-06,0,4.85688,0.0103537,6.72102e-05,4.14218
1.99526,0.788215,0.155911,0.0510992,4.14326,0.022698,0,0.0973348,0.0035934,1.22688e-05,7.62404e-06,0,4.84677,0.0114761,7.65349e-05,4.13961
2.51189,0.78014,0.156683,0.0565521,4.14164,0.0232823,4.58298e-06,0.0918135,0.00352009,1.22688e-05,7.62404e-06,0,4.8357,0.0127151,8.51631e-05,4.13676
3.16228,0.772553,0.157408,0.062249,4.14002,0.0240786,4.58298e-06,0.0868071,0.00335914,1.22688e-05,1.19449e-05,0,4.82402,0.0140324,0.00011557,4.13381
3.98107,0.765421,0.158174,0.0685028,4.13796,0.02461,4.58298e-06,0.0825131,0.00334542,1.22688e-05,1.19449e-05,0,4.81107,0.0157282,0.000136465,4.13004
5.01187,0.758025,0.15909,0.0748806,4.1359,0.025203,4.58298e-06,0.0782238,0.00320192,1.22688e-05,1.19449e-05,0,4.7975,0.0177538,0.000136465,4.12593
6.30957,0.750613,0.159947,0.0816865,4.13376,0.0255223,4.58298e-06,0.0744455,0.00320943,2.64949e-05,1.19449e-05,0,4.78256,0.0197151,0.000136955,4.12179
7.94328,0.743437,0.160851,0.0888166,4.1313,0.026017,4.58298e-06,0.0706588,0.00311392,2.64949e-05,1.19449e-05,0,4.76619,0.0219868,0.000160435,4.1171
10,0.736348,0.161757,0.0963339,4.12908,0.0262107,1.66001e-05,0.0673688,0.00318931,2.64949e-05,1.19449e-05,0,4.74675,0.0247447,0.000170626,4.11209
12.5893,0.729652,0.162672,0.104718,4.12622,0.026602,1.70967e-05,0.0642961,0.0031069,2.64949e-05,1.19449e-05,0,4.72542,0.0271308,0.0001883,4.10683
15.8489,0.722753,0.163589,0.113379,4.12283,0.0269447,1.70967e-05,0.0614624,0.00308783,2.64949e-05,1.19449e-05,0,4.70155,0.0295006,0.000210388,4.10102
