Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.784687,0.22555,0.032025,4.3108,5.06985e-06,0.0140285,0.00251794,5.97495e-06,3.45347e-06,0,0.0867017,0.00440419,0.117623,4.22747,5.09956
1.25893,0.769542,0.227206,0.0360379,4.3097,5.06985e-06,0.0156719,0.00243697,7.77077e-06,3.45347e-06,0,0.0892255,0.00453768,0.103901,4.22372,5.09665
1.58489,0.760501,0.227922,0.0404786,4.30846,5.06985e-06,0.0163415,0.00230232,7.77077e-06,3.45347e-06,0,0.0901585,0.00485551,0.0967776,4.22121,5.0882
1.99526,0.752879,0.228679,0.0453006,4.30694,5.06985e-06,0.0167957,0.00229191,7.77077e-06,3.45347e-06,0,0.0910223,0.00501831,0.091119,4.21866,5.07846
2.51189,0.74563,0.229397,0.0507816,4.30496,5.06985e-06,0.0173217,0.002278,7.77077e-06,3.45347e-06,0,0.091988,0.00517145,0.0856529,4.21554,5.06787
3.16228,0.738782,0.230189,0.0561285,4.30309,5.06985e-06,0.0177256,0.00221191,7.77077e-06,3.45347e-06,0,0.0930064,0.00542342,0.0811246,4.2124,5.0566
3.98107,0.73213,0.230933,0.0620677,4.30106,5.06985e-06,0.0180133,0.00222995,7.77077e-06,3.45347e-06,0,0.0941243,0.00568676,0.0771387,4.209,5.04512
5.01187,0.725646,0.231667,0.0677836,4.29864,5.06985e-06,0.0184459,0.00220066,7.77077e-06,3.45347e-06,0,0.0956154,0.00592425,0.073465,4.20489,5.03211
6.30957,0.71946,0.23243,0.0743217,4.2963,5.06985e-06,0.0187178,0.00220466,7.77077e-06,3.45347e-06,0,0.096957,0.00617758,0.0701487,4.20096,5.01787
7.94328,0.713019,0.23336,0.0807847,4.29351,5.06985e-06,0.0192561,0.00222963,7.77077e-06,3.45347e-06,0,0.0986545,0.00641816,0.0666984,4.19627,5.00124
10,0.706679,0.234205,0.0878493,4.2909,9.19735e-06,0.0195865,0.0021826,7.77077e-06,3.45347e-06,0,0.100553,0.00660214,0.0637792,4.19153,4.98331
12.5893,0.700056,0.235137,0.0953803,4.28798,9.19735e-06,0.0198075,0.00221406,7.77077e-06,3.45347e-06,0,0.102611,0.0069291,0.0609219,4.18623,4.96301
15.8489,0.693264,0.235946,0.10325,4.28498,9.19735e-06,0.0200915,0.00222625,7.77077e-06,3.45347e-06,0,0.104745,0.00716174,0.0580743,4.18085,4.94176
19.9526,0.686801,0.236661,0.112039,4.28109,9.19735e-06,0.0204921,0.00217927,7.77077e-06,3.45347e-06,0,0.107293,0.00735848,0.0552554,4.17423,4.91666
25.1189,0.680171,0.237594,0.121944,4.27686,2.6038e-05,0.0208762,0.0022364,7.77077e-06,3.45347e-06,0,0.109797,0.00754755,0.0525786,4.16728,4.88859
31.6228,0.673419,0.238668,0.13275,4.27184,1.52128e-05,0.0213816,0.00226616,7.77077e-06,3.45347e-06,0,0.113065,0.00765613,0.0501892,4.15888,4.85666
39.8107,0.666269,0.239772,0.144765,4.26613,2.22439e-05,0.0215989,0.00230697,7.77077e-06,3.45347e-06,0,0.116129,0.00791228,0.0478502,4.14984,4.82185
50.1187,0.659056,0.240981,0.157881,4.25957,3.6253e-05,0.021815,0.00246851,7.77077e-06,3.45347e-06,0,0.119935,0.00810808,0.0456697,4.13928,4.78234
63.0957,0.651793,0.242516,0.172733,4.25218,4.77678e-05,0.0220954,0.00260804,1.1946e-05,3.45347e-06,0,0.124535,0.00831651,0.0437632,4.12708,4.73871
79.4328,0.644532,0.243952,0.188367,4.24365,5.17056e-05,0.0223183,0.00271407,1.1946e-05,3.45347e-06,0,0.129208,0.00849905,0.0420306,4.11368,4.69147
100,0.637319,0.245695,0.205453,4.23416,8.97988e-05,0.0225638,0.00291637,2.98361e-05,3.45347e-06,0,0.134765,0.00871747,0.0402552,4.09833,4.64023
125.892,0.630504,0.2476,0.224323,4.22291,0.000115955,0.0228962,0.00324194,3.55834e-05,3.45347e-06,0,0.140971,0.00896328,0.0384136,4.08062,4.58292
158.489,0.624229,0.249677,0.24346,4.21096,0.000138961,0.0231024,0.00353074,3.67206e-05,3.45347e-06,0,0.148072,0.00925841,0.0368895,4.06124,4.52351
199.526,0.617526,0.251884,0.264169,4.19784,0.000160732,0.023558,0.00377685,4.08183e-05,3.45347e-06,0,0.155557,0.00965171,0.0353028,4.04022,4.45947
251.189,0.611668,0.25427,0.285661,4.18266,0.000179264,0.0238807,0.00409495,4.65024e-05,3.45347e-06,0,0.163677,0.0100446,0.0337076,4.01649,4.39206
316.228,0.6058,0.256881,0.306856,4.16596,0.000224297,0.0241053,0.00446364,3.60083e-05,3.45347e-06,0,0.171228,0.0105888,0.032326,3.99166,4.32389
398.107,0.601039,0.259582,0.328834,4.1483,0.000239392,0.0243413,0.00481622,8.0161e-05,3.45347e-06,0,0.181158,0.0110342,0.0309966,3.96358,4.25257
501.187,0.596669,0.262578,0.351366,4.12874,0.000315999,0.0242673,0.00526227,0.000113105,7.82914e-06,0,0.189983,0.0117983,0.0298515,3.93433,4.1801
630.957,0.593716,0.265652,0.372976,4.10723,0.000335093,0.0243982,0.00561875,0.000114511,7.82914e-06,0,0.199569,0.0125031,0.0287213,3.90252,4.10742
794.328,0.59107,0.269407,0.394182,4.08419,0.000444401,0.0244591,0.00595067,0.0001416,8.21492e-06,0,0.209882,0.0131315,0.0277317,3.8684,4.03531
999.999,0.589053,0.273245,0.414221,4.06028,0.000539424,0.0247054,0.0062106,0.000162523,8.21492e-06,0,0.220592,0.0139399,0.0267524,3.83284,3.96409
1258.92,0.587316,0.277193,0.433989,4.03637,0.000622739,0.02468,0.0065611,0.000193073,8.21492e-06,3.08432e-06,0.231921,0.0147402,0.0259932,3.79671,3.89393
1584.89,0.58744,0.281381,0.452156,4.01102,0.000771492,0.0245824,0.00687499,0.000239057,8.21492e-06,5.95008e-06,0.243879,0.0155723,0.0252572,3.75844,3.82678
1995.26,0.587676,0.286075,0.469018,3.98502,0.000913825,0.0244367,0.00716366,0.00028481,8.21492e-06,5.95008e-06,0.257803,0.0165183,0.0246158,3.71737,3.76202
2511.89,0.58909,0.290397,0.4831,3.95798,0.00100311,0.0244684,0.00742885,0.000335482,8.21492e-06,5.95008e-06,0.271611,0.0173443,0.0239197,3.67561,3.70004
3162.28,0.59035,0.295338,0.496693,3.93114,0.00108474,0.0243566,0.00759875,0.000424085,8.21492e-06,2.86576e-06,0.286973,0.0184443,0.0234303,3.63219,3.64042
3981.07,0.59292,0.300527,0.50813,3.90378,0.00125094,0.0242501,0.00784165,0.000478184,8.21492e-06,2.86576e-06,0.303015,0.0194046,0.0229452,3.58756,3.58402
