Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
1,0.817569,0.15129,0.0367024,4.15112,0.0189338,5.16599e-06,0.126973,0.00365677,3.89186e-06,0,0,4.86593,0.00631733,0.000101412,4.15236
1.25893,0.800542,0.153261,0.0410388,4.15011,0.0211836,5.16599e-06,0.111447,0.00357073,3.89186e-06,0,0,4.86338,0.00888326,0.000132429,4.14876
1.58489,0.790605,0.154127,0.0456319,4.14878,0.0220651,5.16599e-06,0.103677,0.00347258,3.89186e-06,0,0,4.85409,0.0100861,0.000133822,4.14621
1.99526,0.782217,0.154832,0.0508433,4.14743,0.0229207,5.16599e-06,0.0973828,0.00336763,3.89186e-06,0,0,4.8439,0.0111535,0.000142216,4.1438
2.51189,0.774498,0.155829,0.056841,4.14563,0.0234975,5.16599e-06,0.0918945,0.00327544,3.89186e-06,0,0,4.83248,0.0123584,0.000162595,4.14077
3.16228,0.767173,0.156668,0.0625927,4.14379,0.0240583,5.16599e-06,0.0868131,0.00322783,3.89186e-06,0,0,4.82121,0.0137434,0.000162595,4.13753
3.98107,0.759763,0.157415,0.068972,4.14158,0.0246129,5.16599e-06,0.0822131,0.00317753,4.72976e-06,0,0,4.80845,0.0154366,0.000166472,4.13362
5.01187,0.753137,0.158308,0.0757295,4.13955,0.0250151,1.14372e-05,0.0784837,0.00322526,4.72976e-06,0,0,4.79433,0.0174976,0.000199233,4.12949
6.30957,0.746528,0.159182,0.0824116,4.13723,0.0253661,1.26865e-05,0.0751717,0.00315485,4.72976e-06,0,0,4.779,0.0198221,0.000221046,4.12481
7.94328,0.739447,0.160197,0.089212,4.13489,0.0258279,1.26865e-05,0.0714966,0.00307151,4.72976e-06,0,0,4.76208,0.0222182,0.000237553,4.12007
10,0.733012,0.16104,0.0965708,4.13216,0.0261682,6.41525e-06,0.0682864,0.0030509,4.72976e-06,0,0,4.74335,0.0244636,0.000258545,4.11514
12.5893,0.725865,0.161883,0.104351,4.12943,0.0265091,1.14722e-05,0.0651752,0.00297385,4.72976e-06,0,0,4.72295,0.0271334,0.000280539,4.10972
15.8489,0.718599,0.162834,0.113425,4.12634,0.0268092,2.2495e-05,0.0622634,0.00294145,4.72976e-06,0,0,4.69935,0.0298892,0.000314208,4.10379
19.9526,0.711082,0.163881,0.122908,4.12307,0.0269826,2.93663e-05,0.0594095,0.00296196,4.72976e-06,0,0,4.67266,0.0330119,0.000362104,4.09735
25.1189,0.703492,0.16514,0.133244,4.11881,0.0274226,2.93663e-05,0.0565934,0.00288252,9.33102e-06,0,0,4.64326,0.0368086,0.000381998,4.08929
31.6228,0.696048,0.1664,0.14483,4.11386,0.0277168,2.93663e-05,0.0540177,0.00300188,9.33102e-06,0,0,4.60931,0.0411392,0.000412334,4.07995
39.8107,0.688402,0.167767,0.157416,4.10846,0.027982,2.93663e-05,0.0515113,0.00324539,1.46194e-05,0,0,4.57216,0.045858,0.00045759,4.06977
50.1187,0.680793,0.169146,0.170763,4.10199,0.0283535,6.41133e-05,0.0490482,0.00332759,1.46194e-05,0,0,4.53259,0.0508161,0.000524823,4.05822
63.0957,0.672375,0.170994,0.18578,4.09462,0.0285949,4.70107e-05,0.0467448,0.00351638,2.11978e-05,0,0,4.48627,0.0568477,0.000727905,4.04464
79.4328,0.664552,0.17282,0.201588,4.08636,0.0289799,6.25469e-05,0.0446726,0.003742,2.47795e-05,0,0,4.43717,0.0636049,0.000900744,4.02944
100,0.657055,0.174847,0.218825,4.07591,0.0291955,0.000100274,0.0426361,0.00402965,3.40387e-05,0,0,4.38348,0.0704278,0.00107017,4.01197
125.892,0.650072,0.177034,0.23733,4.06446,0.0292717,0.000165435,0.0406702,0.00445843,5.58282e-05,0,0,4.32493,0.0790014,0.00128023,3.99164
158.489,0.643275,0.179513,0.255794,4.0514,0.0294773,0.000210098,0.0389164,0.00469744,5.37287e-05,0,0,4.26461,0.0884546,0.00160045,3.96878
199.526,0.63647,0.182064,0.275981,4.03638,0.0294716,0.000239986,0.0373804,0.00506321,7.39804e-05,0,0,4.20006,0.0979835,0.001962,3.94379
251.189,0.631046,0.185064,0.296433,4.01944,0.0295783,0.000303516,0.0358602,0.00544413,5.92616e-05,0,0,4.13083,0.108868,0.00238159,3.91552
