Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
1,0.821936,0.152717,0.0373109,4.14399,0.018779,1.9103e-06,0.125905,0.00378296,0,4.52074e-06,0,4.86679,0.00641582,0.000109658,4.14555
1.25893,0.805965,0.154827,0.0416831,4.14286,0.020983,1.9103e-06,0.111683,0.00366293,0,4.52074e-06,0,4.8628,0.00914251,0.000118546,4.1417
1.58489,0.796233,0.155709,0.0462721,4.1416,0.0219459,1.9103e-06,0.104214,0.0035145,0,4.52074e-06,0,4.85329,0.0102616,0.000154362,4.13921
1.99526,0.787501,0.156509,0.0514943,4.14004,0.0226034,1.9103e-06,0.0979314,0.00338773,0,4.52074e-06,0,4.84307,0.0113922,0.000186095,4.13657
2.51189,0.779606,0.157153,0.057155,4.13834,0.0232918,1.9103e-06,0.0920789,0.00326159,0,4.52074e-06,0,4.83287,0.0125623,0.000215978,4.13366
3.16228,0.771736,0.157939,0.062796,4.13648,0.0241039,1.9103e-06,0.0866632,0.00310798,0,4.52074e-06,0,4.82149,0.0138558,0.000245768,4.13048
3.98107,0.764356,0.158759,0.0688614,4.13463,0.0245852,1.9103e-06,0.0820651,0.00297448,0,4.52074e-06,0,4.8098,0.015494,0.000249417,4.12699
5.01187,0.756961,0.159556,0.075503,4.13263,0.0249917,1.9103e-06,0.0780493,0.0028825,0,4.52074e-06,0,4.79602,0.0173623,0.000249417,4.12311
6.30957,0.750547,0.160447,0.0825359,4.13075,0.0253864,2.02187e-06,0.0747455,0.00283794,0,4.52074e-06,0,4.78052,0.0195862,0.000256649,4.11902
7.94328,0.743925,0.161156,0.0899757,4.1284,0.0258272,2.02187e-06,0.0712728,0.00281938,0,4.52074e-06,0,4.76256,0.0221429,0.000284036,4.11404
10,0.737042,0.162004,0.0978839,4.1257,0.0260783,2.02187e-06,0.0681602,0.00275868,0,4.52074e-06,0,4.74261,0.024308,0.000289542,4.10915
12.5893,0.730125,0.162855,0.105773,4.12298,0.0263724,2.02187e-06,0.0651235,0.00274617,3.33527e-06,4.52074e-06,0,4.72086,0.0268529,0.000311831,4.10389
15.8489,0.722848,0.163817,0.115103,4.11999,0.0266957,6.09442e-06,0.0621379,0.00272862,6.23839e-06,4.52074e-06,0,4.69704,0.0295113,0.000337675,4.09824
19.9526,0.715418,0.164859,0.124655,4.11651,0.0269954,6.09442e-06,0.0593113,0.00277133,5.19073e-06,4.52074e-06,0,4.67025,0.0325972,0.000420167,4.09161
25.1189,0.707783,0.165968,0.13543,4.11236,0.0272332,1.86655e-05,0.0564576,0.00282129,5.19073e-06,4.52074e-06,0,4.64002,0.0359671,0.000474137,4.08397
31.6228,0.700058,0.167149,0.147461,4.10774,0.0275098,1.25711e-05,0.0538037,0.00297782,4.3185e-06,4.52074e-06,0,4.6055,0.0398403,0.00054655,4.07542
39.8107,0.692209,0.168688,0.159853,4.10229,0.0279143,1.25711e-05,0.0513071,0.00309499,4.3185e-06,4.52074e-06,0,4.5684,0.0450655,0.000578306,4.06479
50.1187,0.684161,0.17012,0.173541,4.09582,0.0280556,3.591e-05,0.0489517,0.00326616,2.82243e-06,4.52074e-06,0,4.52738,0.0500035,0.000661058,4.05324
63.0957,0.676227,0.17174,0.18892,4.0885,0.0285745,5.88497e-05,0.0463625,0.0033951,7.9154e-07,4.52074e-06,0,4.48115,0.056009,0.000815292,4.03975
79.4328,0.668321,0.173623,0.205655,4.0801,0.0290128,7.34674e-05,0.044169,0.00355965,1.22664e-06,4.52074e-06,0,4.43115,0.0624929,0.000983788,4.02465
