EnergyDeposit(eV),LET(keV/um)
940.167,0.093423
1260.02,0.125862
2225.84,0.222396
885.278,0.0885096
899.342,0.0894537
822.936,0.0822498
2022.9,0.202227
1494.75,0.149441
1258.09,0.125755
9278.21,0.927015
1034.36,0.103185
1319.65,0.13194
746.936,0.0746928
2887.95,0.288702
1045.46,0.104432
2492.83,0.249224
815.493,0.0815364
1804.8,0.180401
801.715,0.0801457
877.816,0.0877587
2290.52,0.227982
1407.64,0.140641
986.426,0.0978431
10101.5,1.00971
2081.37,0.208002
952.128,0.0951689
2936.9,0.292544
986.128,0.0985876
2300.14,0.229372
825.887,0.0825589
1604.97,0.159914
2473.16,0.246812
754.83,0.0753622
625.819,0.0624877
1683.97,0.168367
1512.35,0.150837
1141.97,0.114181
1380.6,0.137975
1220.26,0.121972
1235.68,0.123466
812.072,0.0811947
1194.25,0.119408
1679.39,0.167722
1044.64,0.104435
1130.67,0.112972
1161.38,0.116081
1217.97,0.121765
3267.27,0.324289
742.992,0.0742965
1108.99,0.110855
1289.38,0.12885
2247.87,0.224635
995.474,0.0993912
1634.73,0.163335
1284.62,0.12843
2993.82,0.298873
5300.62,0.529849
2025.57,0.202527
1330.25,0.13259
3289.32,0.328853
1636.44,0.163535
1637.47,0.163706
4283.1,0.426449
988.488,0.0988011
982.24,0.0982087
876.846,0.0876323
1437.76,0.143627
1101.81,0.110122
1110.17,0.110924
3668.52,0.365697
1639.03,0.163632
785.551,0.077228
639.657,0.0639117
1245.41,0.124496
670.028,0.0669936
949.573,0.0947674
7877.46,0.786885
937.921,0.0937725
831.066,0.0830116
960.709,0.0960556
1120.34,0.111946
1370.5,0.136997
497.369,0.0496715
891.061,0.0888865
1732.76,0.173181
1215.4,0.121525
704.745,0.0704567
2954.04,0.295291
3782.22,0.377959
1151.99,0.113985
1746.2,0.174461
2212.72,0.208063
845.074,0.0844887
3892.04,0.389132
1542,0.154099
1016.56,0.101649
1660.16,0.165975
3227.68,0.322469
1999.97,0.198984
1948.76,0.194855
2502.21,0.250072
764.762,0.0764627
2061.52,0.205838
1204.51,0.120398
1020.51,0.101881
1076.58,0.107637
7939.55,0.793289
792.574,0.0792463
1026.38,0.102511
1885.42,0.188516
3393.77,0.338657
2824.15,0.282271
919.035,0.0918819
6134.42,0.612095
2002.69,0.20003
