Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
1,0.819306,0.152206,0.0369261,4.15581,0.0192144,6.72029e-06,0.126793,0.00387991,0,0,0,4.87255,0.00622127,6.82324e-05,4.15739
1.25893,0.803085,0.15397,0.0414343,4.15471,0.0214373,6.72029e-06,0.111669,0.00379167,0,0,0,4.86896,0.00866598,6.9793e-05,4.15382
1.58489,0.793364,0.154879,0.046329,4.15364,0.022368,6.72029e-06,0.104024,0.00369293,0,0,0,4.85983,0.00991167,6.9793e-05,4.15154
1.99526,0.78475,0.15561,0.0512605,4.15222,0.0230704,6.72029e-06,0.0977577,0.00359742,0,0,0,4.84959,0.0110299,7.68642e-05,4.14897
2.51189,0.776604,0.156406,0.0573832,4.15043,0.023615,6.72029e-06,0.092245,0.00344963,0,0,0,4.83834,0.0122939,7.68642e-05,4.14592
3.16228,0.769604,0.157147,0.0632054,4.14859,0.0243237,6.72029e-06,0.0873583,0.00330988,0,0,0,4.82643,0.0137318,0.000102376,4.14261
3.98107,0.762487,0.157845,0.0697284,4.14643,0.0247433,6.72029e-06,0.082712,0.00329782,0,0,0,4.81421,0.0152218,0.000146257,4.13895
5.01187,0.755365,0.158668,0.0761055,4.14415,0.0251469,6.72029e-06,0.078448,0.00327603,0,0,0,4.80101,0.0168901,0.000161882,4.13494
6.30957,0.748256,0.159564,0.0830057,4.14199,0.0255549,6.72029e-06,0.0746947,0.00322974,0,0,0,4.78547,0.0190655,0.000176706,4.13062
7.94328,0.740682,0.160578,0.0902181,4.13987,0.0260631,6.72029e-06,0.0709905,0.00318795,0,0,0,4.76872,0.0211162,0.00018054,4.12646
10,0.733534,0.161512,0.0977124,4.1374,0.0264912,6.72029e-06,0.0676387,0.00314281,0,0,0,4.74977,0.023577,0.000211455,4.12153
12.5893,0.726437,0.162285,0.105753,4.13473,0.0268738,6.72029e-06,0.0645972,0.00307243,0,0,0,4.72858,0.0260093,0.000226162,4.11637
15.8489,0.719522,0.163407,0.114239,4.13176,0.0271048,6.72029e-06,0.0617954,0.00312586,0,0,0,4.70512,0.0291317,0.000237258,4.11027
19.9526,0.711688,0.164623,0.123447,4.12848,0.0274801,6.72029e-06,0.0587142,0.00318736,3.20309e-06,0,0,4.67826,0.0328241,0.00025726,4.10326
25.1189,0.704118,0.165792,0.134017,4.12435,0.0278226,1.66598e-05,0.0559055,0.00322927,8.90622e-06,0,0,4.64824,0.0364608,0.000305335,4.09544
31.6228,0.696314,0.167127,0.145861,4.11962,0.0282377,3.03038e-05,0.0531372,0.00327898,2.29743e-05,0,0,4.6142,0.0405018,0.000358986,4.08658
39.8107,0.688236,0.168582,0.158547,4.11435,0.0286503,3.57861e-05,0.0503602,0.00335596,2.29743e-05,0,0,4.57717,0.0451975,0.000411205,4.07655
50.1187,0.680171,0.170133,0.172445,4.10766,0.0289146,3.67769e-05,0.0478085,0.00349301,3.40177e-05,0,0,4.53649,0.0503267,0.000537737,4.06461
63.0957,0.672471,0.17181,0.18738,4.10012,0.0292975,5.45698e-05,0.0455836,0.00364091,3.65597e-05,0,0,4.49055,0.0564987,0.000612429,4.0508
79.4328,0.664475,0.173754,0.203885,4.0915,0.0293434,5.18332e-05,0.0437307,0.00394909,4.43567e-05,0,0,4.43947,0.0631579,0.000779564,4.03533
100,0.656431,0.175793,0.221506,4.08169,0.0296951,8.0359e-05,0.0417047,0.00411335,5.80113e-05,0,0,4.38454,0.0711023,0.000946148,4.01737
125.892,0.648674,0.178113,0.240757,4.07049,0.0299712,0.000112622,0.0397375,0.00438532,7.0263e-05,0,0,4.32502,0.0792894,0.00116494,3.99776
158.489,0.641624,0.180471,0.260193,4.05765,0.0302236,0.000134077,0.037945,0.00477869,6.79116e-05,0,0,4.26229,0.0890922,0.0014622,3.9748
199.526,0.635477,0.183144,0.279826,4.04274,0.0304277,0.000159878,0.0363783,0.00508588,4.86557e-05,0,0,4.19615,0.099977,0.00190733,3.94854
251.189,0.629485,0.186096,0.30132,4.02607,0.0306867,0.000206499,0.0348245,0.00537747,6.16228e-05,0,0,4.12648,0.110449,0.00234445,3.92091
316.228,0.624757,0.189403,0.322457,4.00732,0.0309835,0.000249396,0.0333641,0.00566681,8.11119e-05,0,0,4.05492,0.121923,0.00293272,3.89006
398.107,0.620965,0.193247,0.343233,3.98678,0.0308611,0.00039414,0.0322463,0.00608979,9.43773e-05,0,0,3.98358,0.134325,0.00352955,3.85635
501.187,0.61747,0.197266,0.364622,3.96453,0.0309321,0.000462229,0.0308552,0.00657268,0.00011778,0,0,3.90827,0.148594,0.00408052,3.81921
630.957,0.615287,0.201497,0.384686,3.94106,0.030925,0.000489811,0.0297144,0.00698882,0.00014115,0,0,3.8346,0.163354,0.00498121,3.78002
794.328,0.614257,0.206058,0.403506,3.91559,0.0308789,0.000613132,0.0285962,0.00741867,0.000202672,6.38671e-06,0,3.76253,0.178903,0.00584457,3.738
999.999,0.613701,0.210806,0.420975,3.88911,0.0305607,0.000764254,0.0278076,0.00789789,0.00024839,6.38671e-06,0,3.69232,0.194197,0.00711442,3.69476
1258.92,0.613705,0.215877,0.43691,3.86159,0.0304694,0.000929669,0.0269408,0.00820935,0.000312911,6.38671e-06,0,3.62442,0.210215,0.00849191,3.64961
1584.89,0.615222,0.22115,0.451954,3.83269,0.0304198,0.00103976,0.0261718,0.00846665,0.000432983,9.70867e-06,0,3.55863,0.227248,0.00949569,3.60249
1995.26,0.615437,0.22675,0.464956,3.80385,0.0303678,0.00123006,0.0254316,0.00860386,0.000588421,1.16407e-05,0,3.49486,0.244469,0.010597,3.55497
2511.89,0.617879,0.232557,0.476638,3.77356,0.030411,0.00133248,0.0247887,0.00873677,0.000638779,1.49175e-05,0,3.43617,0.261733,0.0116188,3.50625
3162.28,0.620316,0.238502,0.486584,3.74474,0.0302239,0.00148027,0.024278,0.00898461,0.000743843,1.49175e-05,4.16643e-06,3.38075,0.279987,0.0130166,3.45754
3981.07,0.622841,0.244558,0.495385,3.71563,0.0301122,0.0016097,0.0238458,0.00911225,0.000783084,1.49175e-05,0,3.32808,0.297612,0.0143235,3.40933
5011.87,0.62663,0.250074,0.502966,3.68652,0.0300495,0.00184183,0.0233424,0.00920529,0.00088,1.49175e-05,0,3.27898,0.31544,0.0152871,3.36121
6309.57,0.629333,0.255757,0.509559,3.65928,0.0299019,0.00206419,0.0229304,0.0092819,0.000910337,1.49175e-05,0,3.23308,0.332977,0.0164129,3.31505
