EnergyDeposit(eV),LET(keV/um)
1271.56,0.127146
1003.32,0.100324
2032.31,0.202936
4098.3,0.409808
1069.46,0.106942
603.223,0.0603215
1553.42,0.155321
1173.19,0.116505
1216.95,0.121592
1236.56,0.123631
2297.74,0.229736
1152.44,0.115027
1812.66,0.181213
1638.58,0.163769
1082.67,0.108125
1835.96,0.183572
855.885,0.0855485
2587.91,0.257902
980.903,0.0980312
1241.78,0.124097
504.273,0.0504067
1257.58,0.125719
1840.56,0.183997
1225.47,0.12254
817.74,0.0817695
1048.86,0.104875
1044.06,0.104141
2181.02,0.21639
1223.6,0.122326
1286.95,0.128476
1052.66,0.105261
1299.83,0.129959
1737.17,0.159756
851.042,0.0850342
1167.18,0.11665
1334.91,0.133248
805.761,0.0805573
924.505,0.092346
1033.45,0.103208
843.686,0.0843193
983.514,0.0982734
1443.49,0.14434
4562.07,0.454973
554.119,0.0554104
1867.88,0.186676
727.293,0.0727198
1023.22,0.102292
1864.31,0.1863
1581.09,0.158004
1360.99,0.13607
2970.52,0.296809
1441.71,0.144148
2195.47,0.219498
1762.33,0.176091
1040.57,0.104045
1893.61,0.189298
1613.9,0.161288
2353.6,0.235319
2199.19,0.218802
1324.17,0.132403
1436.04,0.143515
1269.41,0.126365
996.845,0.0995974
1113.48,0.111311
1709.13,0.170742
726.964,0.0721158
571.131,0.0570924
2272.48,0.227057
700.806,0.0700681
17371.2,1.69194
1686.62,0.168542
1405.99,0.140355
1564.81,0.156384
1105.45,0.110394
1238.11,0.123791
1366.73,0.136662
1773.12,0.176662
3616.93,0.361368
884.086,0.0883874
818.702,0.0818639
1116.45,0.111531
2761.98,0.27606
5216.73,0.521459
1432.92,0.143235
5479.26,0.549475
3761.96,0.375217
5332.36,0.507786
1168.07,0.116755
1241.45,0.124063
3966.99,0.396347
867.323,0.0867107
1549.57,0.154814
1046.33,0.104602
2950.56,0.294594
2049.64,0.20487
2152.99,0.21518
2193.08,0.219176
1501.35,0.149951
17368.1,1.72889
