EnergyDeposit(eV),LET(keV/um)
1754.86,0.175436
2179.51,0.217632
604.741,0.0604609
1023.29,0.102316
2283.93,0.228289
814.219,0.0814196
2242.58,0.224205
1106.23,0.110555
1155.26,0.115477
1022.1,0.102196
1457.75,0.14576
2784.86,0.278377
1197.75,0.11976
3698.98,0.369592
5447.56,0.543455
2676.12,0.267566
606.457,0.0606433
2003.97,0.200289
1269.09,0.126865
2747.98,0.274665
1025.43,0.10253
1611.37,0.160969
1722.58,0.172222
942.188,0.0941923
1024.13,0.102407
4366.64,0.435818
939.954,0.0939926
1211.38,0.121089
2086.02,0.208578
1702.89,0.170251
1376.35,0.137626
616.807,0.061668
1178.44,0.117694
617.833,0.0617709
1049.12,0.104901
4017.49,0.40165
939.505,0.0939187
4408.23,0.440646
790.01,0.0789757
1269.44,0.126939
1644.85,0.164407
1185.6,0.118553
3278.13,0.327609
6098.09,0.609088
1426.33,0.142517
1079.02,0.107661
1386.48,0.138312
1850.52,0.184864
992.05,0.0991798
1125.93,0.11257
6141.97,0.613862
720.931,0.0720899
1771.3,0.177053
3313.52,0.329798
628.634,0.062743
926.53,0.0925479
432.071,0.0432002
626.606,0.0626465
896.177,0.0896065
939.671,0.0939262
2541.51,0.254057
982.088,0.098201
1238.68,0.123826
3201.17,0.319989
13397.7,1.33813
1355.5,0.135504
1011.09,0.101007
1479.7,0.147955
1093.79,0.108666
575.783,0.0575734
2977.62,0.297367
5541.25,0.553486
1082.2,0.107801
1869.33,0.186875
4845.69,0.484113
1159.43,0.115628
1191.31,0.11909
2055.7,0.205514
622.02,0.06217
1175.03,0.117474
1754.81,0.175344
1355.85,0.13557
2919.5,0.291844
1504.02,0.149811
1043.58,0.104324
1060.89,0.105905
4424.04,0.44086
489.277,0.0489268
882.168,0.0882093
1752.31,0.174889
2562.44,0.256112
945.363,0.0944345
1197.84,0.119736
1272.31,0.127185
1140.32,0.113766
1307.89,0.130773
855.911,0.0854193
8927.44,0.887881
1458.61,0.14583
1481.19,0.147966
1146.98,0.11468
2005.59,0.200379
538.123,0.0538118
1404.65,0.140296
1812.53,0.181192
1420.03,0.141915
1375.14,0.137449
3089.63,0.30829
1288.75,0.128614
1043,0.104254
1596.7,0.159648
2948.46,0.294667
1004.26,0.100411
1285.91,0.128584
1733.06,0.173057
4995.99,0.499398
1106.11,0.110414
397.554,0.0397324
719.878,0.0718745
1159.17,0.115885
921.334,0.0919682
1472.09,0.147122
1354.14,0.135411
1082.78,0.108217
742.494,0.0741308
1100.89,0.110067
1527.33,0.152584
1691.78,0.169152
1643.61,0.16435
2013.64,0.201125
1955.12,0.194679
2002.16,0.200005
1312.35,0.131043
811.721,0.0811588
877.876,0.0877816
716.687,0.0716597
830.493,0.0830304
1591.73,0.159043
1374.04,0.137166
1069.1,0.106727
903.483,0.0902029
896.384,0.0896339
1612.94,0.160908
1232.94,0.123118
987.23,0.098439
774.091,0.0771852
705.056,0.0705001
2101.94,0.210148
977.36,0.0976968
3403.45,0.340214
1124.32,0.112378
1101.55,0.110142
1048,0.10476
1330.55,0.132871
629.151,0.0628726
671.239,0.0671064
2850.71,0.285057
1025.35,0.102532
982.27,0.0981436
1251.47,0.125119
2195,0.218716
528.696,0.0528506
1785.89,0.178473
1202.46,0.120209
2076.75,0.20733
1424.94,0.142404
1497.3,0.149716
967.21,0.0966111
1729.21,0.172899
1835.37,0.183081
926.627,0.0926242
1218.9,0.121876
1438.13,0.143731
2088.5,0.208765
874.676,0.0873244
1302.43,0.130214
1092.82,0.109235
2261.54,0.225465
960.879,0.095983
1559.28,0.155872
5243.48,0.257237
1028.53,0.102807
1526.25,0.152603
2130.51,0.213017
1072.2,0.107188
1769.6,0.176885
2513.55,0.250538
868.777,0.0867311
1109.76,0.11092
1475.44,0.147473
1713.7,0.171253
541.658,0.0534884
1150.91,0.115023
3276.15,0.32655
1273.45,0.127236
999.391,0.0999379
2037.81,0.203674
2479.27,0.247921
1550.14,0.155007
1893.99,0.189394
2527.31,0.252171
3051.65,0.305104
2232.21,0.22321
833.606,0.083353
1095.18,0.109448
808.504,0.080818
1449.24,0.144911
1060.41,0.106035
6549.38,0.654723
980.053,0.0979795
