Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,1.12379,0.122787,0.0375991,4.23228,1.22671e-05,0.0153578,0.00220463,2.04656e-06,4.94747e-06,0,0.0108878,0.000173861,0.0982479,4.22905,5.26375
1.25893,1.1101,0.124415,0.0421408,4.23088,1.22671e-05,0.0172572,0.00217522,2.04656e-06,4.94747e-06,0,0.0135481,0.000179428,0.0859046,4.22499,5.25669
1.58489,1.10205,0.125153,0.047128,4.22931,1.22671e-05,0.0180697,0.0020988,2.04656e-06,4.94747e-06,0,0.0151397,0.000187791,0.08,4.22178,5.24487
1.99526,1.09489,0.125905,0.0528864,4.22749,2.25522e-05,0.018777,0.00204782,2.04656e-06,4.94747e-06,0,0.0163678,0.000199873,0.0752709,4.21872,5.23169
2.51189,1.08807,0.126632,0.0584891,4.2252,2.25522e-05,0.0192645,0.00202128,2.04656e-06,4.94747e-06,0,0.0176894,0.000238494,0.0711678,4.21503,5.21778
3.16228,1.0812,0.127426,0.064278,4.22243,2.25522e-05,0.0196658,0.00208478,2.04656e-06,4.94747e-06,0,0.0193414,0.000251852,0.0674252,4.21062,5.2039
3.98107,1.07466,0.128259,0.0702764,4.21939,2.53131e-05,0.0200088,0.00207941,2.04656e-06,4.94747e-06,0,0.0211774,0.000272612,0.0640125,4.20571,5.18954
5.01187,1.06787,0.129061,0.0767903,4.21689,2.53131e-05,0.0204669,0.00197447,2.04656e-06,4.94747e-06,0,0.023438,0.000285819,0.0609869,4.20093,5.17369
6.30957,1.06143,0.129858,0.0840509,4.21408,3.54798e-05,0.0208596,0.00192045,2.04656e-06,4.94747e-06,0,0.0257285,0.000298338,0.0582788,4.19592,5.15555
7.94328,1.05503,0.130723,0.0911939,4.2112,4.07964e-05,0.0210707,0.00189484,1.19018e-05,4.94747e-06,0,0.0284672,0.000341111,0.0558504,4.19025,5.13549
10,1.04827,0.131745,0.098713,4.20802,4.07964e-05,0.0213279,0.00187713,1.19018e-05,4.94747e-06,0,0.0315172,0.000371156,0.0534567,4.18399,5.11367
