Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.780432,0.225188,0.0319915,4.31148,0,0.0138836,0.00218739,1.07563e-05,0,0,0.087876,0.00444644,0.118812,4.2267,5.09347
1.25893,0.764704,0.226928,0.0360777,4.3105,0,0.015424,0.00216621,1.07563e-05,0,0,0.0904131,0.004638,0.104801,4.22299,5.09102
1.58489,0.756137,0.22786,0.040077,4.30929,0,0.0161454,0.00204335,1.07563e-05,0,0,0.0915792,0.00480447,0.0979684,4.22048,5.08321
1.99526,0.747952,0.228526,0.0442941,4.30765,1.07563e-05,0.0168241,0.0020449,0,0,0,0.0925191,0.00500944,0.0915891,4.21764,5.07343
2.51189,0.740593,0.229299,0.0495181,4.30588,2.53371e-05,0.0173864,0.00196362,0,0,0,0.0932111,0.00524184,0.0862658,4.21492,5.06367
3.16228,0.733939,0.230022,0.0550594,4.30398,2.53371e-05,0.0178384,0.00193083,0,0,0,0.0941758,0.00535574,0.0817553,4.21195,5.05299
3.98107,0.727507,0.230584,0.0610739,4.30188,2.9915e-05,0.0182192,0.00191064,0,0,0,0.095329,0.00558433,0.0776695,4.2085,5.04105
5.01187,0.721759,0.231377,0.0672112,4.29946,2.9915e-05,0.0186966,0.00191547,0,0,0,0.0966906,0.00574211,0.0741004,4.20455,5.02828
6.30957,0.715559,0.232062,0.0736068,4.29704,2.9915e-05,0.0191352,0.00182503,0,0,0,0.0980721,0.00595408,0.0707298,4.20054,5.01357
7.94328,0.709609,0.232743,0.0802612,4.29479,2.43192e-05,0.0193938,0.00179302,0,0,0,0.0999044,0.00617602,0.0677137,4.19626,4.99805
10,0.70338,0.233567,0.087057,4.29208,3.01336e-05,0.0195967,0.00178152,1.04484e-05,0,0,0.101988,0.0063825,0.0648492,4.19124,4.98
12.5893,0.697203,0.23447,0.0946667,4.28904,3.25513e-05,0.0197713,0.00180898,1.04484e-05,0,0,0.10404,0.00666713,0.0621865,4.18584,4.96013
15.8489,0.690898,0.235319,0.102454,4.28571,3.88931e-05,0.020134,0.00182508,1.04484e-05,0,0,0.106146,0.006837,0.0595378,4.1802,4.93834
19.9526,0.684171,0.23659,0.110916,4.28193,3.5554e-05,0.0206087,0.00178898,1.04484e-05,0,0,0.108832,0.00699497,0.0569545,4.17361,4.91391
25.1189,0.677013,0.237644,0.12024,4.27769,4.23397e-05,0.0208092,0.0018471,1.04484e-05,0,0,0.11155,0.00723793,0.0544037,4.16642,4.88594
31.6228,0.669769,0.238675,0.131008,4.27293,5.998e-05,0.0209827,0.00195622,1.04484e-05,0,0,0.114535,0.00737424,0.0521203,4.15852,4.85489
39.8107,0.663431,0.240001,0.142765,4.26717,7.17779e-05,0.0213757,0.00200749,1.04484e-05,0,0,0.118248,0.00753012,0.0499699,4.14886,4.82082
50.1187,0.65649,0.241221,0.155241,4.2606,7.17779e-05,0.0216817,0.00211767,1.04484e-05,0,0,0.121975,0.00780059,0.0477069,4.13828,4.78307
