Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.825319,0.151307,0.036092,4.14191,3.15485e-06,0.0186291,0.00355867,0,0,0,0.00670702,0.000183764,0.128882,4.14327,4.86269
1.25893,0.809226,0.153114,0.0403673,4.14082,3.15485e-06,0.0210352,0.00345931,0,0,0,0.00925208,0.000187038,0.113743,4.13962,4.85881
1.58489,0.799482,0.153916,0.0452896,4.13971,3.15485e-06,0.0219225,0.00340306,0,0,0,0.0104245,0.000188935,0.106097,4.13734,4.85007
1.99526,0.791281,0.154769,0.0505062,4.13832,3.15485e-06,0.0228419,0.00328938,0,0,0,0.0114795,0.000205717,0.099464,4.13486,4.84012
2.51189,0.782538,0.155404,0.0560671,4.13676,1.21347e-05,0.0235649,0.00315967,0,0,0,0.0125358,0.000214052,0.0933832,4.13222,4.82963
3.16228,0.7752,0.156208,0.0622672,4.13503,1.21347e-05,0.0240212,0.00311047,0,0,0,0.0136851,0.000214942,0.0885624,4.12935,4.81855
3.98107,0.767752,0.156949,0.0683428,4.13317,1.21347e-05,0.0246363,0.00300225,0,0,0,0.0152368,0.000238141,0.0838043,4.12594,4.80626
5.01187,0.760792,0.157607,0.0748449,4.13125,1.21347e-05,0.0253202,0.00295573,0,0,0,0.0169032,0.000243737,0.0794883,4.12233,4.79262
6.30957,0.75378,0.158404,0.0812733,4.12901,1.21347e-05,0.0257326,0.00291108,0,0,0,0.0189914,0.00025021,0.0759913,4.11799,4.77678
7.94328,0.746476,0.159402,0.0883335,4.12681,8.97986e-06,0.0260768,0.00287732,0,0,0,0.0213153,0.000267402,0.0724614,4.11349,4.76035
10,0.73946,0.160203,0.0959707,4.12444,1.08363e-05,0.0264768,0.00279246,0,0,0,0.0235733,0.000260656,0.0691206,4.10886,4.74147
12.5893,0.732348,0.161157,0.10379,4.12177,1.29727e-05,0.0268535,0.0028011,0,0,0,0.0262739,0.000326757,0.0658922,4.10341,4.72021
15.8489,0.725235,0.162347,0.112483,4.11876,4.82858e-06,0.0273033,0.00281319,0,0,0,0.0291797,0.000347041,0.0627446,4.09749,4.69696
19.9526,0.717938,0.163266,0.122256,4.11509,4.82858e-06,0.0278081,0.00282654,0,0,0,0.0323456,0.000391864,0.0594529,4.0906,4.67098
25.1189,0.709956,0.164406,0.132549,4.11121,5.68942e-06,0.0281288,0.00299652,0,0,0,0.0357863,0.000453491,0.0564369,4.08319,4.64094
31.6228,0.701899,0.165771,0.14459,4.10639,1.79883e-05,0.0283371,0.00313189,3.404e-06,0,0,0.0398749,0.000549473,0.0535408,4.07418,4.60751
39.8107,0.693815,0.167207,0.156572,4.10078,1.79883e-05,0.0287104,0.00321491,3.404e-06,0,0,0.0441811,0.000619257,0.0509635,4.06424,4.57027
50.1187,0.68572,0.168812,0.170304,4.0948,1.61766e-05,0.0291384,0.00340963,1.63211e-05,0,0,0.0497905,0.000744384,0.0484101,4.05253,4.52938
63.0957,0.67767,0.170401,0.185236,4.08771,2.81165e-05,0.0297088,0.00352601,1.67278e-05,0,0,0.055928,0.000822377,0.0459011,4.03917,4.48339
79.4328,0.669471,0.172538,0.201956,4.07924,3.59116e-05,0.0301567,0.00376573,7.40669e-06,0,0,0.0627563,0.000932206,0.0436588,4.02376,4.4331
100,0.661481,0.174476,0.219626,4.06992,5.87213e-05,0.0303762,0.00398979,2.57645e-05,0,0,0.0705109,0.00111152,0.041854,4.00645,4.3781
125.892,0.653886,0.176796,0.237244,4.05864,0.000120524,0.0303405,0.00447694,3.0947e-05,0,0,0.0796516,0.00126405,0.0400593,3.98585,4.32005
158.489,0.646899,0.179432,0.256742,4.04561,0.000170746,0.0306133,0.00476178,4.0235e-05,0,0,0.0890492,0.00165456,0.0382678,3.96301,4.25735
199.526,0.640274,0.182078,0.277081,4.03042,0.000178169,0.030807,0.00503034,4.16714e-05,0,0,0.0989437,0.00216114,0.0365248,3.93737,4.19138
251.189,0.635366,0.184836,0.298809,4.01315,0.000205244,0.0309798,0.00543971,5.95106e-05,0,0,0.10954,0.00256075,0.0349215,3.90906,4.12112
316.228,0.630322,0.188024,0.320407,3.99426,0.00025956,0.0309845,0.00590169,7.79292e-05,3.05935e-06,0,0.121005,0.00315319,0.0335546,3.87806,4.04809
398.107,0.626073,0.191625,0.34136,3.97422,0.000315027,0.0309434,0.00636856,0.000113942,3.05935e-06,0,0.13405,0.00368803,0.032385,3.84436,3.97517
501.187,0.623036,0.195975,0.361947,3.95134,0.000434442,0.0307763,0.00684923,0.00015924,3.05935e-06,0,0.147933,0.0045636,0.0311029,3.80656,3.90166
630.957,0.621507,0.200193,0.382306,3.92687,0.00054175,0.0305974,0.00727807,0.000215642,3.05935e-06,0,0.162806,0.00548544,0.0301422,3.76617,3.8272
794.328,0.620072,0.204519,0.400989,3.90135,0.000598554,0.0307021,0.00759992,0.000270397,3.05935e-06,0,0.177479,0.0062815,0.0290829,3.72504,3.75527
999.999,0.618783,0.209088,0.418754,3.87432,0.000729787,0.0305911,0.00794552,0.000346645,3.05935e-06,0,0.192042,0.0073834,0.0279523,3.68215,3.68446
1258.92,0.619215,0.21395,0.435409,3.84739,0.00092587,0.0303168,0.00838527,0.000406699,3.05935e-06,0,0.20835,0.00845089,0.0271028,3.6376,3.61555
