Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.781624,0.225151,0.0320461,4.30864,1.088e-05,0.0141715,0.00266007,9.18223e-06,0,0,0.0876289,0.00447797,0.116692,4.22371,5.09328
1.25893,0.766255,0.226777,0.0359963,4.30761,1.088e-05,0.0158654,0.0026523,9.18223e-06,0,0,0.0899743,0.00472399,0.102454,4.22012,5.091
1.58489,0.757647,0.227512,0.0401303,4.30664,1.088e-05,0.0166102,0.00255853,9.18223e-06,0,0,0.0909868,0.00498183,0.0956107,4.21781,5.08319
1.99526,0.749476,0.228138,0.0445855,4.30504,1.088e-05,0.0172692,0.00245538,1.65925e-05,0,0,0.0920258,0.00522796,0.0894312,4.21495,5.07379
2.51189,0.742373,0.228955,0.0494484,4.30338,1.088e-05,0.0177486,0.00236859,2.02291e-05,0,0,0.0931363,0.00540857,0.0845155,4.21201,5.06333
3.16228,0.735107,0.229731,0.0544422,4.30147,1.088e-05,0.018321,0.00228883,2.98799e-05,0,0,0.0942352,0.00559698,0.0797345,4.20876,5.05272
3.98107,0.728458,0.230557,0.0602743,4.29943,1.088e-05,0.0188259,0.00223624,2.98799e-05,0,0,0.0955353,0.00583404,0.0755471,4.20518,5.04125
5.01187,0.722009,0.231235,0.0664483,4.2973,1.25675e-05,0.019227,0.00218423,2.62433e-05,0,0,0.0968915,0.00606443,0.0720352,4.20148,5.02847
6.30957,0.715849,0.23194,0.0725859,4.29478,1.25675e-05,0.0195811,0.00215162,2.62433e-05,0,0,0.0984173,0.00620148,0.0688026,4.19731,5.01438
7.94328,0.709331,0.232719,0.0791091,4.2923,1.25675e-05,0.0200164,0.00207941,2.62433e-05,0,0,0.100173,0.00640726,0.0655441,4.19287,4.99834
10,0.703261,0.233418,0.0856826,4.28961,1.25675e-05,0.0204171,0.00205093,2.62433e-05,0,0,0.101801,0.00655933,0.062598,4.18844,4.98071
12.5893,0.697304,0.234282,0.0926944,4.28657,1.25675e-05,0.0206845,0.00205049,3.69429e-05,0,0,0.103723,0.00678657,0.059796,4.18323,4.96107
15.8489,0.69072,0.235151,0.100873,4.28333,1.46904e-05,0.0210683,0.00204433,3.69429e-05,0,0,0.105791,0.00691926,0.0569546,4.17776,4.93913
19.9526,0.683857,0.236128,0.109363,4.27965,1.46904e-05,0.0212124,0.00217122,3.69429e-05,0,0,0.108077,0.00706972,0.0542516,4.17167,4.91548
25.1189,0.676737,0.237134,0.118904,4.27545,1.67715e-05,0.0215433,0.00220313,5.10979e-05,0,0,0.110857,0.0072792,0.0515162,4.16446,4.88777
31.6228,0.669704,0.238233,0.129559,4.27049,1.79302e-05,0.021715,0.002317,5.86914e-05,0,0,0.113602,0.00752559,0.0491275,4.1565,4.85683
39.8107,0.662585,0.239465,0.141253,4.26505,4.09604e-05,0.0220483,0.00237772,4.23151e-05,0,0,0.116965,0.007754,0.0469754,4.14746,4.82287
50.1187,0.655409,0.240683,0.153825,4.2587,4.96744e-05,0.0223757,0.00251654,4.23151e-05,0,0,0.121014,0.0079001,0.0448979,4.1369,4.78499
63.0957,0.647792,0.242015,0.167877,4.25157,4.96744e-05,0.0227336,0.00265685,4.1908e-05,0,0,0.125104,0.00821174,0.0426939,4.12534,4.74229
79.4328,0.640707,0.24342,0.183722,4.2433,5.33751e-05,0.0230304,0.00281036,4.1908e-05,0,0,0.12981,0.00841138,0.0408938,4.11217,4.69486
100,0.633071,0.24486,0.201154,4.23419,7.34364e-05,0.023236,0.00308943,4.22715e-05,0,0,0.134694,0.00864715,0.0389833,4.09792,4.64345
125.892,0.625576,0.246453,0.219733,4.22348,8.42672e-05,0.0234373,0.0033142,8.96031e-05,0,0,0.140578,0.00884688,0.0372727,4.08108,4.58637
158.489,0.619404,0.248374,0.238907,4.21118,0.000122419,0.0237226,0.00346699,8.26117e-05,0,0,0.147177,0.00919505,0.0357774,4.06179,4.52668
199.526,0.612819,0.250483,0.259564,4.19749,0.000143655,0.0239068,0.00372809,7.94239e-05,0,0,0.153727,0.0096236,0.0343589,4.04113,4.46417
251.189,0.60661,0.252864,0.280444,4.18241,0.000176192,0.0243005,0.00406136,8.67564e-05,0,0,0.16169,0.00990584,0.032649,4.01774,4.39747
316.228,0.601454,0.255343,0.301837,4.16571,0.000207768,0.0243709,0.00447405,8.88463e-05,0,0,0.169259,0.0103612,0.0314125,3.99299,4.32959
398.107,0.596728,0.257922,0.324103,4.1472,0.00024711,0.0244506,0.00477845,0.000120743,0,0,0.177466,0.010916,0.0302145,3.96567,4.25894
501.187,0.592717,0.261098,0.345685,4.12768,0.000285321,0.0247334,0.00504472,0.000166939,0,0,0.187315,0.0113614,0.0289918,3.93575,4.18753
630.957,0.589651,0.26397,0.367366,4.10688,0.000362371,0.0248719,0.00536477,0.000176832,0,0,0.196676,0.0122287,0.0278945,3.90462,4.1153
794.328,0.58675,0.267335,0.387884,4.08557,0.000401845,0.025037,0.00564828,0.00015784,4.3415e-06,6.84919e-06,0.207834,0.0128846,0.0269729,3.8715,4.04405
999.999,0.585735,0.271076,0.40794,4.06206,0.000460306,0.024899,0.0060486,0.000168655,4.3415e-06,6.84919e-06,0.220473,0.0136435,0.0262458,3.83453,3.97306
1258.92,0.584644,0.274795,0.426604,4.03793,0.000537916,0.0248461,0.00640161,0.000197972,4.3415e-06,6.84919e-06,0.232263,0.0145175,0.0254317,3.7976,3.90454
1584.89,0.585046,0.278964,0.44464,4.0137,0.000642478,0.0248169,0.00666679,0.000267666,4.3415e-06,6.84919e-06,0.245068,0.0154287,0.0247985,3.75952,3.83776
1995.26,0.586127,0.283211,0.460802,3.98767,0.000730468,0.0248557,0.00686762,0.000318455,4.3415e-06,6.84919e-06,0.258148,0.0161852,0.0241117,3.71955,3.77505
2511.89,0.587741,0.287986,0.474552,3.96098,0.000844644,0.0250413,0.00704674,0.00039277,4.3415e-06,1.35524e-05,0.271738,0.0172958,0.0233851,3.67801,3.71521
3162.28,0.589719,0.29288,0.487286,3.93421,0.000984005,0.0250063,0.00724326,0.000463794,4.3415e-06,1.35524e-05,0.286178,0.0183611,0.0228261,3.63552,3.65816
3981.07,0.592533,0.298305,0.498975,3.90706,0.0011704,0.0248401,0.00738096,0.000499507,4.3415e-06,1.92588e-05,0.301639,0.0193723,0.0223732,3.59168,3.60357
5011.87,0.594944,0.303437,0.509094,3.88089,0.00133068,0.0246624,0.00749785,0.000647292,4.3415e-06,1.92588e-05,0.316933,0.0205074,0.0219693,3.54877,3.55239
6309.57,0.598437,0.308883,0.517622,3.85392,0.00146045,0.0245681,0.00759597,0.000752521,4.3415e-06,2.18199e-05,0.332263,0.0216617,0.0216573,3.50526,3.50447
7943.28,0.602164,0.313943,0.525031,3.82758,0.00158821,0.0245668,0.00772786,0.000814655,4.3415e-06,2.18199e-05,0.349156,0.0226588,0.021249,3.46091,3.45843
9999.99,0.605697,0.319203,0.53139,3.80213,0.00169874,0.0245901,0.00778833,0.000888745,4.3415e-06,1.25556e-05,0.365351,0.0236962,0.0209107,3.41813,3.41578
12589.2,0.608247,0.324456,0.536469,3.77759,0.0018794,0.024579,0.00778247,0.000943835,4.3415e-06,1.25556e-05,0.380776,0.0245944,0.0206606,3.37722,3.37657
15848.9,0.611044,0.329634,0.541525,3.7542,0.00200661,0.0245023,0.00782215,0.00108588,4.3415e-06,1.35101e-05,0.397164,0.0255434,0.0203907,3.33644,3.33842
19952.6,0.613161,0.334771,0.544801,3.73141,0.00217277,0.0242832,0.00782592,0.00122948,4.3415e-06,1.35101e-05,0.412165,0.026282,0.0201623,3.29775,3.30463
25118.8,0.615574,0.339889,0.548351,3.71034,0.00226663,0.0241645,0.00784339,0.00134427,4.3415e-06,1.35101e-05,0.426983,0.0270727,0.0199518,3.26124,3.27334
31622.8,0.617484,0.344782,0.550831,3.69084,0.00233944,0.0239569,0.00792678,0.00141293,4.3415e-06,1.75691e-05,0.441856,0.0277079,0.0198559,3.2263,3.24418
39810.7,0.619564,0.348861,0.55258,3.67253,0.00244536,0.0237301,0.00802725,0.00158996,4.3415e-06,2.62476e-05,0.455454,0.0280898,0.0196791,3.1943,3.21877
50118.7,0.621078,0.352816,0.554341,3.65504,0.00253157,0.023607,0.00802988,0.00173072,4.3415e-06,2.74862e-05,0.467806,0.0282261,0.0195421,3.16461,3.19522
63095.7,0.622372,0.356493,0.55624,3.63905,0.00262228,0.0234296,0.0079656,0.00194909,4.3415e-06,3.24786e-05,0.479195,0.0285857,0.019424,3.13744,3.17273
79432.8,0.62371,0.360055,0.557536,3.62451,0.00263074,0.0230499,0.00796392,0.00228817,4.3415e-06,3.64441e-05,0.489818,0.0283266,0.0193306,3.11304,3.15439
99999.9,0.624999,0.362915,0.558435,3.61031,0.00261311,0.0226095,0.00798928,0.00266847,4.3415e-06,3.64441e-05,0.498553,0.0282931,0.0192367,3.0913,3.13822
125892,0.626415,0.365612,0.559442,3.5968,0.00263803,0.0222495,0.00798465,0.00299679,4.3415e-06,3.64441e-05,0.507778,0.0276019,0.0191534,3.07046,3.12319
158489,0.627122,0.368243,0.560565,3.58493,0.0025552,0.0219069,0.00799586,0.00329346,4.3415e-06,3.61579e-05,0.515875,0.0266302,0.0190419,3.05267,3.11059
199526,0.628364,0.370618,0.561317,3.57319,0.00248436,0.0214128,0.00802622,0.00375817,4.3415e-06,4.29311e-05,0.52279,0.0258694,0.018893,3.03609,3.09948
251188,0.629671,0.372712,0.562194,3.56164,0.00242351,0.0209992,0.00805566,0.00410692,4.3415e-06,4.55513e-05,0.529547,0.024553,0.0188255,3.02089,3.08957
316227,0.630872,0.374398,0.562961,3.5507,0.00228321,0.0204393,0.00809599,0.004601,4.3415e-06,4.55513e-05,0.535523,0.0230203,0.0187752,3.00754,3.08108
398107,0.631672,0.376198,0.563915,3.54048,0.00204529,0.0198837,0.00809825,0.00515602,4.3415e-06,4.55513e-05,0.542391,0.021279,0.0187027,2.99498,3.07371
501187,0.632656,0.377849,0.564679,3.53094,0.00182246,0.0191921,0.00808269,0.00585643,4.3415e-06,4.55513e-05,0.548104,0.0192328,0.0186471,2.98371,3.06767
630957,0.633619,0.379162,0.5654,3.5219,0.00161019,0.018419,0.00808787,0.00659385,4.3415e-06,5.02914e-05,0.553054,0.0174061,0.018616,2.97414,3.06262
794327,0.63435,0.380295,0.566067,3.5132,0.00131712,0.0179201,0.00812111,0.00707935,4.3415e-06,4.76711e-05,0.556953,0.0154031,0.0185834,2.96635,3.05908
999999,0.634926,0.380973,0.566481,3.50784,0.00120189,0.0175093,0.00815722,0.00745235,4.3415e-06,4.76711e-05,0.559278,0.0143184,0.0185619,2.96152,3.05661
