EnergyDeposit(eV),LET(keV/um)
2799.52,0.279638
2681.86,0.267696
970.348,0.0970324
608.36,0.0607836
913.785,0.0913741
3023.13,0.3017
742.573,0.0740295
1215.47,0.121388
1077.11,0.107699
1304,0.130285
1959.68,0.195906
9821.66,4.44285
1224.67,0.122399
1774.37,0.176724
713.476,0.0713444
785.125,0.0784474
1110.17,0.110956
6583.14,0.655092
1643.09,0.164094
629.248,0.0628479
1566.96,0.156641
932.764,0.0931922
3312.25,0.330697
3375.6,0.337217
1026.71,0.102583
740.343,0.073984
1209.54,0.120935
1277.12,0.127705
2127.53,0.212631
826.098,0.0826019
1340.9,0.134085
1729.25,0.172895
730.08,0.0729286
4925.87,0.485845
1789.74,0.178908
1281.73,0.127963
11419,1.13626
959.301,0.0959009
758.696,0.0757915
639.128,0.06391
1532.02,0.152955
1107.1,0.110689
781.758,0.0779878
996.238,0.0995192
1129.41,0.111943
1638.49,0.163824
993.22,0.0993106
790.107,0.0799466
1584.33,0.158249
795.801,0.0795786
941.567,0.0940448
1723.05,0.172204
816.782,0.0816636
1645.53,0.164529
1054.52,0.105427
2303.35,0.229529
1104.23,0.110276
8099.07,0.809001
2626.4,0.262278
1007.96,0.100757
1116.37,0.111125
969.864,0.0969198
1125.07,0.112448
1218.41,0.121614
932.081,0.0931509
1545.86,0.154418
982.797,0.098264
2446.02,0.244533
1211.44,0.121107
1286.53,0.128644
6213.74,0.620402
680.607,0.0680087
1164.36,0.116405
2623.99,0.262315
2899.46,0.289735
591.865,0.0587232
1636.4,0.163566
1226.56,0.122509
1591.87,0.159145
1311.68,0.130992
2484.68,0.247888
1669.36,0.166841
642.547,0.0642222
2198.91,0.219816
825.692,0.0824485
1775.45,0.177475
992.458,0.0992419
5024.72,0.498704
852.939,0.0852828
1168.55,0.116817
5791.21,0.578794
1009.02,0.100718
1880.64,0.187624
1860.73,0.185902
910.81,0.0910726
1063.67,0.106277
2709.3,0.269832
837.521,0.0837282
854.227,0.0854038
1777.24,0.177692
1161.02,0.116063
1263.08,0.126282
975.643,0.0974027
1601.99,0.159835
2051.38,0.205111
1435.24,0.143098
882.032,0.088197
673.082,0.0672632
1075.12,0.10748
2095.14,0.20946
5111.41,0.510228
3138.95,0.31373
1533.27,0.15324
1558.06,0.140077
1028.47,0.102844
1686.5,0.168622
1391.17,0.139105
1814.72,0.181202
1032.21,0.103182
1060.8,0.106028
1086.16,0.108592
1682.52,0.167913
2572.92,0.257218
1800.99,0.179916
1738.92,0.173768
1860.02,0.185982
1299.69,0.129963
1079.27,0.107905
1013.83,0.101333
730.921,0.0730886
1153.2,0.115312
773.128,0.0771958
4026.41,0.402579
1057.34,0.105658
1193.25,0.119296
1068.09,0.106764
2422.34,0.242207
9445.6,0.943628
1635.58,0.163515
6021.69,6.91358
1154.34,0.115371
1572.18,0.157182
747.41,0.0747276
2542.25,0.253972
1199.99,0.119947
945.239,0.0944418
1796.59,0.17964
1312,0.131099
4011.01,0.400634
644.763,0.0644164
826.031,0.0818446
1532.36,0.153196
1528.64,0.152838
1285.72,0.128534
1335.8,0.132815
835.016,0.0833694
1037.54,0.103737
893.683,0.0892556
1679.37,0.167926
1085.72,0.108494
1130.13,0.112836
683.281,0.0683185
1481.1,0.148073
1078.44,0.107741
1036.15,0.103602
1299.45,0.129757
3604.25,0.359921
1217.71,0.121607
14742.9,1.4687
1066.98,0.106644
1085.01,0.108471
1392.27,0.139166
3628.92,0.362803
1850.48,0.185032
2916.24,0.291095
565.558,0.0565495
1780.92,0.178079
1849.96,0.184834
2227.31,0.222683
1621.33,0.162097
