Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.782453,0.227275,0.0321715,4.3095,3.41422e-06,0.0140756,0.00259671,7.87908e-06,0,0,0.0875728,0.00446444,0.118327,4.22522,5.09635
1.25893,0.76728,0.228974,0.0359684,4.30844,5.59531e-06,0.0158144,0.00258035,7.87908e-06,0,0,0.0897106,0.00476972,0.104194,4.22171,5.0941
1.58489,0.758887,0.229704,0.040552,4.30725,2.04597e-05,0.016734,0.0025215,2.5088e-06,0,0,0.0908027,0.00494683,0.0972458,4.2192,5.08506
1.99526,0.750582,0.230569,0.0452842,4.3057,2.20834e-05,0.0174452,0.00246697,2.5088e-06,0,0,0.0917753,0.0051749,0.0913134,4.21655,5.07462
2.51189,0.742925,0.23132,0.0504126,4.30401,2.20834e-05,0.017901,0.00249511,2.5088e-06,0,0,0.0923538,0.00538926,0.085758,4.214,5.06434
3.16228,0.735654,0.23214,0.0561445,4.30214,2.45922e-05,0.0184336,0.00236699,0,0,0,0.0932043,0.00568568,0.0810132,4.21098,5.05361
3.98107,0.729316,0.232946,0.0619747,4.29986,3.55271e-05,0.0188143,0.00225282,0,0,0,0.0946279,0.00589306,0.0770138,4.20705,5.04212
5.01187,0.722898,0.233646,0.0681132,4.29759,3.01568e-05,0.0191492,0.00224179,1.02781e-05,0,0,0.0961546,0.00612347,0.0733928,4.20304,5.02875
6.30957,0.717108,0.234445,0.0746573,4.29503,4.59692e-05,0.0196552,0.00219064,1.02781e-05,0,0,0.0977451,0.00631994,0.0700937,4.19866,5.01383
7.94328,0.710708,0.235248,0.0812467,4.29271,4.59692e-05,0.0201596,0.00213994,1.02781e-05,0,0,0.0994596,0.00648769,0.066847,4.1945,4.99805
10,0.704401,0.23589,0.0877871,4.28987,4.59692e-05,0.0204103,0.00224693,1.02781e-05,0,0,0.10124,0.0066037,0.0636608,4.18976,4.98039
12.5893,0.698035,0.236833,0.0955117,4.28672,4.59692e-05,0.0205442,0.00222264,1.02781e-05,0,0,0.102731,0.00673296,0.0610841,4.185,4.96072
15.8489,0.691163,0.23763,0.1033,4.28318,4.77351e-05,0.0208159,0.00222818,1.02781e-05,0,0,0.10476,0.00696842,0.0582863,4.17918,4.93772
19.9526,0.684606,0.238592,0.112369,4.27955,5.57795e-05,0.0210508,0.00234686,1.02781e-05,0,0,0.107089,0.00715259,0.0556659,4.17302,4.91292
25.1189,0.677845,0.23972,0.122456,4.27519,6.16092e-05,0.0213529,0.00241972,1.02781e-05,0,0,0.109704,0.0073202,0.0529986,4.16585,4.88457
31.6228,0.67067,0.240761,0.133275,4.27047,6.67151e-05,0.0216928,0.00247959,1.59404e-05,0,0,0.112738,0.0075557,0.0504386,4.15788,4.85352
39.8107,0.663996,0.242075,0.144902,4.26498,5.86707e-05,0.0220748,0.00261344,1.59404e-05,0,0,0.1164,0.00767777,0.0483304,4.14861,4.81885
50.1187,0.656173,0.243433,0.157971,4.25845,5.86707e-05,0.0223989,0.00272922,2.4409e-05,0,0,0.120012,0.00797158,0.0459918,4.13814,4.77972
63.0957,0.649061,0.244948,0.172857,4.25076,5.94977e-05,0.0227217,0.00285662,2.60997e-05,0,0,0.124367,0.00822716,0.0441052,4.12584,4.73633
79.4328,0.64168,0.246461,0.188101,4.24202,7.2037e-05,0.0230598,0.00303899,3.66589e-05,0,0,0.128988,0.0083866,0.0421933,4.11231,4.68919
100,0.634733,0.248172,0.205607,4.23228,8.55167e-05,0.0234455,0.00313804,4.36937e-05,0,0,0.13402,0.00855295,0.0402935,4.0974,4.63842
125.892,0.62779,0.249906,0.224043,4.22086,9.28427e-05,0.0237666,0.00330125,3.29361e-05,0,0,0.139571,0.0088614,0.0387156,4.08007,4.58206
158.489,0.619969,0.251874,0.242915,4.2092,0.000121153,0.0239099,0.00359105,4.22135e-05,0,0,0.145945,0.00929244,0.0370083,4.06157,4.5214
199.526,0.613566,0.254069,0.263558,4.19502,0.000138857,0.0243452,0.00385371,6.62138e-05,0,0,0.152937,0.00955767,0.0352904,4.0401,4.45806
251.189,0.608052,0.256384,0.285417,4.17948,0.000181478,0.0246401,0.00409417,7.23078e-05,2.7747e-06,0,0.160478,0.0100613,0.0339113,4.01646,4.39005
316.228,0.602353,0.259175,0.307929,4.16327,0.000215228,0.0247847,0.00452831,9.06992e-05,2.7747e-06,0,0.169133,0.0105072,0.0325591,3.99108,4.31991
398.107,0.598331,0.261835,0.330017,4.1445,0.00023264,0.0248915,0.00493386,0.000105408,6.37081e-06,0,0.177704,0.0112381,0.0313472,3.96299,4.24854
501.187,0.59389,0.264951,0.352404,4.12446,0.000272035,0.0250778,0.00531967,0.000129082,6.37081e-06,0,0.186557,0.0117056,0.0300864,3.93356,4.17538
630.957,0.591226,0.267779,0.373848,4.10338,0.000352575,0.0249872,0.00572798,0.000186911,6.37081e-06,0,0.195399,0.0122538,0.0291475,3.90297,4.10553
794.328,0.588815,0.271154,0.394739,4.08113,0.000505222,0.0252407,0.00600001,0.000183224,6.37081e-06,0,0.206193,0.0128965,0.0280938,3.86909,4.03331
999.999,0.587369,0.274822,0.415539,4.05776,0.000567271,0.0254974,0.00622043,0.000212415,6.37081e-06,0,0.216894,0.0137327,0.0270652,3.83415,3.96175
1258.92,0.586447,0.278493,0.434852,4.03405,0.000617468,0.0256408,0.00647576,0.000271512,1.47451e-05,0,0.229275,0.0144353,0.0262227,3.79725,3.89164
1584.89,0.585679,0.283028,0.452314,4.00964,0.000685504,0.0258141,0.00668226,0.000306648,1.47451e-05,0,0.242766,0.0155497,0.0254517,3.75813,3.82448
1995.26,0.586809,0.287252,0.468227,3.98346,0.000753691,0.0259183,0.00686489,0.000349139,1.47451e-05,0,0.255959,0.0164582,0.0248211,3.71774,3.76128
2511.89,0.588942,0.291716,0.482604,3.95593,0.000927679,0.0259498,0.00700764,0.000452953,1.47451e-05,0,0.269476,0.017361,0.0241291,3.67555,3.70004
3162.28,0.590761,0.296287,0.495379,3.92902,0.00104415,0.0257807,0.00735751,0.000492758,1.47451e-05,3.65475e-06,0.284191,0.0185594,0.023514,3.63267,3.64173
3981.07,0.593101,0.301392,0.506819,3.90176,0.0011777,0.0256501,0.0075122,0.000608655,1.47451e-05,6.84273e-06,0.300048,0.0197212,0.0230666,3.58813,3.58537
5011.87,0.596321,0.306628,0.516891,3.87439,0.0013371,0.0256431,0.00763392,0.000651221,1.47451e-05,3.18798e-06,0.315439,0.0208635,0.0226428,3.54408,3.53372
6309.57,0.599616,0.312114,0.525849,3.84707,0.00145568,0.0254374,0.00785254,0.000769736,1.47451e-05,0,0.331851,0.0217136,0.022161,3.49928,3.48472
