Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
1,0.821026,0.155043,0.0366507,4.14047,0.0192436,4.62145e-06,0.1268,0.00380759,0,0,0,4.86527,0.00628762,7.53007e-05,4.14198
1.25893,0.805589,0.156993,0.0410742,4.13932,0.0213422,4.62145e-06,0.11246,0.00371052,0,0,0,4.86147,0.00895413,9.00341e-05,4.13813
1.58489,0.79598,0.157702,0.0458607,4.13822,0.0222941,5.22945e-06,0.104807,0.00360432,0,0,0,4.8524,0.0101142,0.000112319,4.13583
1.99526,0.786911,0.158286,0.0511996,4.1368,0.0232283,5.22945e-06,0.0980327,0.00340265,0,0,0,4.84159,0.0112534,0.000116542,4.1333
2.51189,0.779292,0.159141,0.057193,4.13514,0.0237975,5.22945e-06,0.0924318,0.00332297,0,0,0,4.83057,0.0123442,0.000125948,4.13053
3.16228,0.771723,0.159915,0.0637847,4.13334,0.0241817,5.22945e-06,0.0872849,0.00325433,0,0,0,4.81923,0.0136898,0.000140353,4.12737
3.98107,0.764319,0.160608,0.0700542,4.13142,0.0247956,5.22945e-06,0.0826889,0.00319922,0,0,0,4.80674,0.0150226,0.000140353,4.12412
5.01187,0.757243,0.16132,0.0761969,4.12948,0.0252434,5.22945e-06,0.0785162,0.00318932,0,0,0,4.79321,0.0169006,0.000186224,4.12028
6.30957,0.750128,0.162178,0.0829793,4.12708,0.025602,5.22945e-06,0.0749575,0.00307423,0,0,0,4.77763,0.0190292,0.000199426,4.11574
7.94328,0.743224,0.162975,0.0903316,4.12461,0.0260153,5.22945e-06,0.0713458,0.00305414,0,0,0,4.76024,0.0212907,0.000222905,4.11096
10,0.735916,0.163811,0.097836,4.12225,0.0263589,1.10252e-05,0.0680317,0.00301592,0,0,0,4.74131,0.0235156,0.000231545,4.10637
12.5893,0.728614,0.164555,0.105821,4.11953,0.0265153,1.6228e-05,0.0648883,0.00304007,0,0,0,4.72014,0.026068,0.000254209,4.10106
15.8489,0.721128,0.165601,0.114151,4.11653,0.0268204,2.67108e-05,0.0618129,0.00300498,0,0,0,4.69663,0.0292046,0.000268473,4.09488
19.9526,0.713156,0.166753,0.12368,4.11281,0.0271371,2.65773e-05,0.0588561,0.00290896,0,0,0,4.67028,0.0324336,0.00030162,4.08795
25.1189,0.705319,0.168105,0.134084,4.10898,0.027472,3.89954e-05,0.0561744,0.00293311,1.41073e-06,0,0,4.63979,0.0364723,0.000315607,4.08003
31.6228,0.69717,0.16948,0.14603,4.10414,0.0278071,3.81268e-05,0.0535054,0.00296672,1.41073e-06,0,0,4.60575,0.0406367,0.000387605,4.07095
39.8107,0.689054,0.170878,0.158771,4.099,0.0281311,3.44676e-05,0.0510183,0.00303878,1.41073e-06,0,0,4.56856,0.0451182,0.00049682,4.0612
50.1187,0.680334,0.172483,0.172861,4.09271,0.0282468,5.65482e-05,0.0485588,0.00318245,6.05827e-06,0,0,4.5271,0.0500694,0.000600923,4.04987
