Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,1.11686,0.119437,0.0378639,4.23729,5.25476e-06,0.0156393,0.00217184,3.05061e-06,8.27947e-06,0,0.0101847,0.000294685,0.0987257,4.23461,5.25339
1.25893,1.10312,0.121189,0.0426258,4.23597,5.25476e-06,0.017343,0.00222446,3.05061e-06,8.27947e-06,0,0.0125986,0.000301274,0.0866674,4.23087,5.24684
1.58489,1.09501,0.121997,0.04719,4.23431,5.25476e-06,0.0180785,0.00212186,3.05061e-06,8.27947e-06,0,0.0140345,0.000335175,0.0810222,4.22772,5.23471
1.99526,1.087,0.122725,0.0527413,4.23242,5.25476e-06,0.0187284,0.00204041,1.2355e-05,8.27947e-06,0,0.0156808,0.000359196,0.075691,4.22419,5.22192
2.51189,1.07936,0.123476,0.0584836,4.23031,5.25476e-06,0.0192878,0.00192999,1.2355e-05,8.27947e-06,0,0.0171962,0.000366338,0.0711303,4.22053,5.20854
3.16228,1.07219,0.124384,0.0645382,4.22793,7.5907e-06,0.0197596,0.0019244,1.2355e-05,8.27947e-06,0,0.0190182,0.000388097,0.0669847,4.21628,5.19564
3.98107,1.06561,0.12531,0.0704459,4.22537,2.87121e-05,0.0200244,0.00190576,1.2355e-05,8.27947e-06,0,0.0208113,0.000423888,0.0636607,4.21184,5.18124
5.01187,1.05917,0.126078,0.076464,4.2228,3.25639e-05,0.0204051,0.00188053,1.2355e-05,8.27947e-06,0,0.0231327,0.000455336,0.0606483,4.20698,5.16545
6.30957,1.05222,0.126902,0.0836214,4.21994,4.40379e-05,0.0206773,0.00187099,1.2355e-05,8.27947e-06,0,0.0254279,0.000470221,0.0578024,4.20181,5.14759
7.94328,1.04542,0.127888,0.0909062,4.21702,4.40379e-05,0.0210017,0.00185988,1.2355e-05,8.27947e-06,0,0.0279544,0.000472819,0.0553288,4.19639,5.12848
10,1.03876,0.128856,0.0984428,4.21375,5.31327e-05,0.0213139,0.00189961,1.2355e-05,8.27947e-06,0,0.0308482,0.000484318,0.0528304,4.19018,5.10699
12.5893,1.03128,0.129841,0.106194,4.21015,5.31327e-05,0.0215468,0.00188588,1.2355e-05,8.27947e-06,0,0.0336346,0.000519752,0.0503866,4.18374,5.08325
15.8489,1.02371,0.130989,0.114918,4.20608,5.31327e-05,0.0219207,0.00185697,1.2355e-05,8.27947e-06,0,0.0370489,0.000552845,0.0478892,4.1762,5.05659
19.9526,1.01536,0.132172,0.124702,4.20166,6.25402e-05,0.0222288,0.00185364,1.97602e-05,8.27947e-06,0,0.0412396,0.000583235,0.045416,4.16758,5.02664
25.1189,1.0068,0.13344,0.135354,4.19632,5.11121e-05,0.0224492,0.00191197,1.85918e-05,8.27947e-06,0,0.0456443,0.000631175,0.0433175,4.15779,4.99267
31.6228,0.997421,0.134964,0.147205,4.19035,8.18683e-05,0.0225244,0.00197413,1.85918e-05,8.27947e-06,0,0.0504969,0.000704637,0.0411907,4.14684,4.95473
39.8107,0.987849,0.136676,0.160101,4.18319,8.80582e-05,0.0226785,0.00209031,2.60084e-05,8.27947e-06,0,0.0561916,0.00079976,0.0393163,4.13387,4.91169
50.1187,0.977417,0.138603,0.174553,4.17527,8.17379e-05,0.0228966,0.00226278,3.7306e-05,8.27947e-06,0,0.0624963,0.000962096,0.0373615,4.11949,4.86358
63.0957,0.966999,0.140703,0.190838,4.16545,9.65179e-05,0.0230635,0.00242871,5.08484e-05,8.27947e-06,0,0.0698055,0.00116439,0.0355375,4.10215,4.81034
79.4328,0.956945,0.142874,0.207713,4.1549,9.69166e-05,0.0234143,0.00258124,5.51072e-05,8.27947e-06,0,0.0778159,0.00133589,0.0337227,4.08336,4.75353
100,0.946118,0.145601,0.226089,4.14258,9.46409e-05,0.0235136,0.00279426,5.86543e-05,8.27947e-06,0,0.0871686,0.00165774,0.0321646,4.06147,4.69082
125.892,0.935045,0.148461,0.246832,4.128,0.000166767,0.0237572,0.00291291,7.28695e-05,8.27947e-06,0,0.0969479,0.00203931,0.0305503,4.03659,4.62086
158.489,0.924309,0.151332,0.267713,4.1121,0.000195652,0.0238652,0.00317552,8.2309e-05,8.27947e-06,0,0.107014,0.00233827,0.0290696,4.01029,4.5492
199.526,0.914361,0.154628,0.288866,4.09456,0.000218576,0.023985,0.00333008,9.78295e-05,8.27947e-06,0,0.117519,0.00285607,0.0278328,3.98167,4.47489
251.189,0.904179,0.158553,0.312582,4.07531,0.000244286,0.024025,0.00360851,0.00011048,8.27947e-06,0,0.129298,0.00339022,0.0267302,3.9501,4.39466
316.228,0.89423,0.162831,0.335493,4.0542,0.000292189,0.0241359,0.00397614,0.000132601,8.27947e-06,0,0.141162,0.00399541,0.02534,3.91643,4.31378
398.107,0.884596,0.167374,0.358655,4.0319,0.000342577,0.0242878,0.00421121,0.000154168,8.27947e-06,0,0.154171,0.00480027,0.0242642,3.88026,4.23107
501.187,0.876306,0.172245,0.380984,4.00744,0.000401883,0.0242361,0.00457682,0.000157491,8.27947e-06,0,0.168159,0.00566265,0.0232086,3.84089,4.14768
630.957,0.869317,0.177136,0.402629,3.98212,0.000463309,0.0241381,0.00491682,0.000172612,8.27947e-06,0,0.182452,0.00649403,0.0223467,3.80037,4.06579
794.328,0.86417,0.182531,0.423703,3.95526,0.000560573,0.0242273,0.00522021,0.000159476,8.27947e-06,0,0.197347,0.00766279,0.0214163,3.75739,3.9858
999.999,0.858507,0.188247,0.44399,3.92803,0.000619118,0.0240505,0.00561336,0.000211445,8.27947e-06,0,0.213369,0.008676,0.020638,3.71304,3.90648
1258.92,0.854529,0.194273,0.461537,3.89887,0.000790417,0.0238889,0.005885,0.000266898,8.27947e-06,0,0.229596,0.00976424,0.0200399,3.66638,3.83111
1584.89,0.850714,0.20051,0.477731,3.86995,0.000871375,0.0236242,0.00614518,0.000311395,1.34203e-05,3.07519e-06,0.247089,0.0109281,0.0195415,3.6187,3.75891
1995.26,0.848603,0.206528,0.492983,3.84017,0.00095368,0.023688,0.00631468,0.00032562,1.34203e-05,0,0.264108,0.0120447,0.0189022,3.57075,3.68997
