EnergyDeposit(eV),LET(keV/um)
2136.3,0.213457
2501.42,0.249956
2374.51,0.237266
1369.32,0.136891
884.561,0.0884152
1110.76,0.111047
2424.84,0.24239
994.387,0.0993486
849.891,0.0849477
657.832,0.0656162
739.04,0.0739022
745.81,0.0745433
1934.14,0.19337
2324.49,0.232423
1059.7,0.105796
768.554,0.0767832
2104.33,0.210374
1796.26,0.179588
1468.13,0.146785
1584.33,0.15831
1021.45,0.102136
1357.94,0.135785
888.082,0.0887129
1183.06,0.118298
2353.76,0.235248
714.887,0.071479
3224.93,0.321934
2723.79,0.272366
1897.36,0.189666
1002.81,0.100241
635.54,0.0634622
2422.66,0.2421
1057.58,0.105562
638.375,0.0638123
1250.97,0.125005
3329.68,0.332922
1284.56,0.128416
1497.02,0.149673
1063.91,0.106388
1249.18,0.124864
1173.21,0.114165
1452.34,0.145134
2282.14,0.227987
19077.3,3.56916
543.703,0.0543242
2112.41,0.211201
1738.83,0.173603
918.925,0.0918712
1508.17,0.150518
1401.31,0.1401
875.717,0.0875177
460.718,0.0459796
1261.6,0.1261
3148,0.31439
490.485,0.0490432
3230.61,0.318338
984.135,0.0983712
575.282,0.0574952
871.914,0.0871643
909.555,0.0909461
1274.02,0.127266
984.143,0.0983015
1196,0.11958
1150.46,0.114778
865.285,0.0864624
13035.7,2.9997
1036.32,0.103551
1768.94,0.176869
978.073,0.0977893
992.609,0.0992397
476.976,0.0476881
1719.77,0.171843
1455.25,0.145411
762.474,0.0762377
958.267,0.0957876
418.226,0.0418089
905.912,0.0905844
1649.42,0.164795
1459.59,0.145879
1489.17,0.148785
1030.29,0.103023
1016.33,0.101536
2455.54,0.245413
704.551,0.0704387
1443.48,0.144326
767.205,0.0766981
1269.25,0.126912
1092.04,0.109196
1059.08,0.105891
823.377,0.0823315
1652.34,0.16504
1347.38,0.134557
806.267,0.0805958
1022.61,0.102256
1107.51,0.109868
1114.26,0.111419
638.366,0.0638313
1385.1,0.138466
1270.35,0.126965
1339.99,0.133974
1351.43,0.135096
1096.34,0.10953
3240.74,0.323889
1139.59,0.113904
646.353,0.0645958
727.614,0.072755
1196.01,0.119593
962.769,0.0962546
1285.49,0.128539
1260.81,0.12606
4102.05,0.409978
571.601,0.057089
1070.89,0.107079
1533.87,0.15334
1598.37,0.159662
760.924,0.0760753
1463.4,0.146177
6832.58,0.680382
2339.76,0.233943
2126.47,0.212582
1215.88,0.121556
1031.14,0.103052
2127.99,0.212678
860.355,0.0860167
787.013,0.0786694
1056.12,0.105445
716.477,0.0716448
1126.9,0.112523
1027.8,0.102752
1609.22,0.160881
1576.92,0.15737
1033.47,0.103301
6013.54,0.600547
1796.85,0.179659
3283.19,0.32816
3650.12,0.364059
961.634,0.0960143
590.796,0.0588738
1292.16,0.129208
1024.86,0.102472
1805.4,0.180294
1494.05,0.148865
3522.01,0.352014
1139.08,0.113874
4841.67,0.483816
1045.09,0.104488
2162.58,0.216125
1202.57,0.120251
3008.79,0.300523
1089.99,0.108507
1483.85,0.148286
1102.26,0.110208
848.588,0.0848536
2564.11,0.256358
1349.96,0.134978
980.676,0.0980543
1198.87,0.119862
737.734,0.0736846
1776.8,0.177519
966.792,0.0966025
1596.95,0.159654
1414.4,0.141346
467.718,0.0467227
2112.71,0.211114
1038.63,0.10378
1622.31,0.162216
2257.15,0.225513
1231.53,0.123103
16207,1.61804
1450.59,0.145001
2077.42,0.207393
730.9,0.0730821
872.213,0.0871832
925.767,0.092572
599.35,0.0599018
1058.58,0.105841
1091.03,0.108925
1060.24,0.106011
1103.28,0.110179
845.976,0.0845225
1299.92,0.12996
965.198,0.0964987
944.273,0.0944077
1558.22,0.155798
1888.88,0.188801
718.319,0.0717998
3233.23,0.323258
709.42,0.0709414
1676.68,0.167507
1312.84,0.131262
1029.91,0.102511
2459.97,0.245921
1030.24,0.102999
1010.43,0.101013
1141.8,0.114116
1036.87,0.103657
3763.67,0.37593
1518.22,0.15174
1752.06,0.175171
1758.37,0.175807
1747.31,0.174715
1011.11,0.100859
1316.35,0.131599
1218.07,0.12176
753.901,0.0753843
883.501,0.0882867
2355.27,0.234309
559.937,0.0559727
904.68,0.0904572
987.462,0.0987407
771.517,0.0771262
995.875,0.0995271
1170.2,0.117008
915.41,0.0915102
1785.6,0.178378
1723.77,0.17231
902.024,0.090196
1078.63,0.107829
811.972,0.0811811
2175.9,0.21725
1822.12,0.182134
776.667,0.0776498
846.844,0.0846222
1026.53,0.102559
759.809,0.0759723
1893.05,0.189157
789.336,0.0788745
1748.96,0.174707
1233.37,0.123282
1409.31,0.140847
1189.93,0.118985
798.769,0.0797989
1932.25,0.192974
1161.57,0.11614
975.849,0.0974974
1224.25,0.122416
1428.2,0.142741
1666.42,0.16651
942.258,0.0942038
1067.93,0.10676
3299.16,0.32973
825.667,0.0825591
2463.21,0.245549
1737.79,0.173729
1452.24,0.14507
936.265,0.093556
2546.67,0.254622
726.189,0.0725176
1617.98,0.161344
630.298,0.0630175
1967.19,0.196702
875.924,0.0875858
987.929,0.0987647
698.111,0.0698047
1342.07,0.134139
1190.31,0.118844
769.912,0.0769526
887.145,0.0887068
1041.22,0.10405
597.76,0.0597092
1337.87,0.133679
718.931,0.0717167
972.922,0.0972583
866.709,0.0866185
1084.38,0.108304
2080.27,0.207944
1154.98,0.115358
1424.83,0.142325
1246.54,0.12463
2947.22,0.294663
3324.66,0.332083
1785.01,0.178454
1387.11,0.138532
2123.53,0.212302
3246.06,0.324205
1051.04,0.105096
7566.31,0.756278
1718.21,0.171768
2422.62,0.242111
1621.24,0.162084
750.781,0.0750679
1611.12,0.160919
1392.72,0.13915
1259.01,0.125835
2193.3,0.218889
1070.52,0.107032
1041.68,0.104156
682.167,0.068175
770.742,0.0770655
2775.11,0.277317
1833.49,0.183341
1448.11,0.144638
813.381,0.081252
799.632,0.079953
3096.24,0.309363
1505.5,0.150396
1210.11,0.120952
762.829,0.076261
899.15,0.0898796
2996.61,0.299593
1578.87,0.157848
1092.03,0.10919
1504.82,0.150401
935.016,0.093406
937.96,0.0937522
1745.83,0.174507
2875.42,0.2873
1953.21,0.195001
1147.03,0.114637
2253.81,0.224639
1553.09,0.155232
878.546,0.0878199
1359.59,0.135819
983.937,0.0983829
1670.49,0.166884
2192.82,0.218946
979.065,0.0978934
1278.78,0.127854
1116.89,0.111676
1490.05,0.148891
2191.56,0.219089
14970.2,2.98987
696.931,0.0696852
946.43,0.0943972
1210.58,0.120973
848.431,0.0848262
1545.62,0.154312
1387.12,0.138263
741.786,0.0741424
1864.98,0.18643
3028.56,0.302784
2259.8,0.224328
562.015,0.0561689
1580.91,0.158024
1611.72,0.160871
1898.84,0.189805
990.687,0.0989977
2126.71,0.21247
1096.87,0.10917
1086.57,0.108156
1109.75,0.110871
799.733,0.0799712
1081.88,0.108116
4564.61,0.455812
815.971,0.081491
1362.59,0.13624
645.949,0.0645867
1932.82,0.192394
1611.32,0.161115
1258.51,0.125817
693.114,0.0692571
846.047,0.0845455
1281.18,0.127614
1832.9,0.183255
522.597,0.0522485
1998.35,0.199724
885.061,0.0884962
1350.78,0.134939
879.835,0.0879377
983.346,0.0982795
969.488,0.096902
1635.69,0.163545
1670.58,0.166873
1133.09,0.113242
1461.79,0.146167
718.135,0.071797
820.689,0.0819497
729.821,0.0729084
1345.36,0.134497
1552.56,0.155202
762.502,0.0762188
920.37,0.092013
649.043,0.0648392
1898.28,0.189689
1573.06,0.15728
717.666,0.0717053
2561.23,0.256088
1573.98,0.157389
858.558,0.0857761
1376.53,0.137527
1148.85,0.114866
966.582,0.0966355
14995.9,1.49339
2337.62,0.23371
956.762,0.0956632
2870.23,0.286973
1176.86,0.117613
1192.91,0.119264
1347.58,0.134727
1207.6,0.120703
1072.43,0.107042
874.347,0.0874299
3170.02,0.316595
1823.25,0.182133
875.242,0.0874896
1619.75,0.161755
1000.41,0.0999868
2852.18,0.284958
903.956,0.0903753
1015.49,0.10145
1911.63,0.191003
1346.62,0.13454
3342.75,0.334082
1329.81,0.13295
1371.02,0.137067
1373.84,0.137372
774.816,0.0773695
5594.79,5.6627
1009.66,0.100515
2147.95,0.214755
3908.21,0.390631
711.986,0.0711894
1147.95,0.114786
