Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^0,HO_2^-1,O^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^0,OH^-1,O^-1,e_aq^-1
1,0.818868,0.154755,0.0363777,4.1467,0.0183811,5.32205e-06,0.126736,0.0038695,9.4183e-06,0,0,4.87196,0.00609566,5.73329e-05,4.14855
1.25893,0.802802,0.156518,0.0409188,4.14549,0.0208042,5.32205e-06,0.111596,0.0037305,9.4183e-06,0,0,4.86791,0.00876185,8.93224e-05,4.14465
1.58489,0.792893,0.157369,0.0458209,4.14426,0.0217418,5.32205e-06,0.103556,0.00364803,9.4183e-06,0,0,4.85884,0.00997027,0.000121322,4.14217
1.99526,0.783814,0.15821,0.0508694,4.14301,0.0225822,5.32205e-06,0.0967357,0.00360416,9.4183e-06,0,0,4.84857,0.0110261,0.000120492,4.13984
2.51189,0.776131,0.159052,0.0568853,4.14164,0.0230656,5.32205e-06,0.0913633,0.00360665,9.4183e-06,0,0,4.83811,0.0121251,0.000120492,4.13739
3.16228,0.768499,0.159767,0.0632471,4.13993,0.023513,5.32205e-06,0.0862556,0.00358487,9.4183e-06,0,0,4.82684,0.0131705,0.000126274,4.13463
3.98107,0.761075,0.160585,0.0692932,4.13801,0.0240552,5.32205e-06,0.0818253,0.00346305,9.4183e-06,0,0,4.81413,0.0147055,0.000141613,4.13121
5.01187,0.754259,0.161379,0.0758263,4.13594,0.0243898,5.32205e-06,0.077736,0.00342816,1.17637e-05,0,0,4.80075,0.0166277,0.000141613,4.1272
6.30957,0.747496,0.162228,0.0829091,4.13378,0.0247758,5.32205e-06,0.0742277,0.00341195,1.17637e-05,0,0,4.78514,0.0184434,0.000153259,4.12318
7.94328,0.740369,0.163005,0.089953,4.13147,0.0252368,1.10649e-05,0.0707217,0.00338954,1.17637e-05,0,0,4.76824,0.0204994,0.000173691,4.11877
10,0.733437,0.163957,0.0972709,4.12899,0.0254816,1.595e-05,0.0675098,0.00341508,1.17637e-05,0,0,4.74925,0.0229006,0.000198903,4.11389
12.5893,0.725808,0.164897,0.105063,4.12656,0.0259047,2.0144e-05,0.0641009,0.00344932,1.17637e-05,0,0,4.7275,0.0257831,0.00022448,4.10857
15.8489,0.718786,0.166098,0.114253,4.12338,0.026261,2.32683e-05,0.0612611,0.00342452,1.17637e-05,0,0,4.70319,0.0288659,0.000253338,4.10226
19.9526,0.711178,0.16711,0.123925,4.11998,0.026575,3.60328e-05,0.058382,0.00340704,9.4183e-06,0,0,4.67655,0.0321175,0.000283111,4.09556
25.1189,0.703924,0.168374,0.134128,4.11617,0.0268456,4.93605e-05,0.0557776,0.00345757,1.16017e-05,0,0,4.64727,0.0357414,0.000332922,4.08807
31.6228,0.696318,0.169557,0.145798,4.11115,0.0269869,4.87665e-05,0.0533215,0.00349543,1.96041e-05,0,0,4.61425,0.0396156,0.000366917,4.07912
39.8107,0.68835,0.170816,0.15851,4.10557,0.0273924,4.87665e-05,0.0506769,0.00353778,1.96041e-05,0,0,4.57727,0.0439409,0.000440673,4.06912
50.1187,0.680334,0.172412,0.171943,4.09965,0.0275089,5.53662e-05,0.048703,0.00370059,3.59787e-05,0,0,4.53598,0.0495666,0.000506011,4.05752
63.0957,0.671951,0.17413,0.187686,4.09234,0.0276729,7.51009e-05,0.0465622,0.00391365,4.75675e-05,0,0,4.48912,0.0557987,0.000593326,4.04385
79.4328,0.66385,0.176046,0.20351,4.08428,0.027888,0.00010548,0.044426,0.00421911,3.20876e-05,0,0,4.43965,0.062951,0.000742012,4.02847
100,0.656757,0.177982,0.220562,4.07412,0.0280378,0.000127086,0.042545,0.00454127,2.84204e-05,0,0,4.38646,0.0701614,0.000944851,4.01085
125.892,0.649512,0.180234,0.239832,4.06228,0.0281689,0.000158939,0.0407322,0.00484683,3.72358e-05,0,0,4.32637,0.078594,0.0011929,3.99036
158.489,0.642594,0.182806,0.259315,4.04913,0.0286778,0.000173985,0.0388869,0.00510376,4.79735e-05,0,0,4.26401,0.0875172,0.00154422,3.9679
199.526,0.636393,0.185481,0.280145,4.03439,0.0289313,0.000194754,0.03711,0.00541336,7.05519e-05,0,0,4.19808,0.0970608,0.00206318,3.94297
251.189,0.631256,0.188436,0.300558,4.01776,0.0289848,0.000247022,0.0356861,0.00582909,9.28083e-05,0,0,4.12878,0.109016,0.00248751,3.91401
316.228,0.626669,0.191689,0.321113,3.99918,0.0292051,0.000314833,0.0343432,0.00618694,8.94601e-05,0,0,4.05812,0.120419,0.00307175,3.8833
398.107,0.622263,0.195396,0.343085,3.97922,0.0294014,0.00040571,0.0329204,0.00657217,7.42521e-05,3.64782e-07,0,3.98443,0.13322,0.00374656,3.84979
501.187,0.61928,0.199259,0.364191,3.95622,0.0295537,0.000486657,0.031621,0.00695706,0.000101532,3.64782e-07,0,3.90969,0.145799,0.00442616,3.81341
630.957,0.616946,0.203513,0.384627,3.9323,0.0296656,0.000608957,0.0304619,0.00731357,0.000147614,3.64782e-07,0,3.83539,0.159886,0.00525404,3.77441
794.328,0.614838,0.207859,0.403503,3.9069,0.0297538,0.000698103,0.0295087,0.00758335,0.000197004,3.64782e-07,3.09028e-06,3.76197,0.175158,0.0059462,3.73292
999.999,0.614756,0.212597,0.421664,3.87952,0.0297209,0.000730756,0.0287081,0.00793246,0.000250251,3.64782e-07,3.09028e-06,3.68916,0.191715,0.0069906,3.68786
1258.92,0.614605,0.217718,0.437389,3.85186,0.029635,0.000821567,0.0277223,0.00826561,0.000299742,3.64782e-07,3.09028e-06,3.62197,0.207985,0.00796785,3.64281
1584.89,0.615211,0.222807,0.453098,3.82379,0.0295646,0.000968393,0.0270121,0.00855236,0.000348327,9.20207e-07,0,3.55447,0.225096,0.00906768,3.59632
1995.26,0.617162,0.228076,0.46627,3.79451,0.0295703,0.00110632,0.0261781,0.00883024,0.000431444,9.20207e-07,0,3.49163,0.241949,0.0101743,3.54889
2511.89,0.619171,0.233834,0.477603,3.765,0.0296316,0.00117948,0.0255499,0.00883255,0.000578219,9.20207e-07,5.75893e-06,3.43215,0.260179,0.0115032,3.49966
3162.28,0.620917,0.239595,0.488713,3.73565,0.0294364,0.00135633,0.0248722,0.00909941,0.000662835,9.20207e-07,1.87527e-05,3.37442,0.277091,0.0128966,3.45182
3981.07,0.623554,0.245547,0.497398,3.70689,0.0293677,0.00161084,0.024297,0.00920434,0.000764643,9.20207e-07,1.37471e-05,3.32133,0.296797,0.0140194,3.40187
5011.87,0.626634,0.251159,0.504766,3.67858,0.0293132,0.00175767,0.0239058,0.00927169,0.000918269,9.20207e-07,1.75237e-05,3.2715,0.314595,0.0150444,3.35448
6309.57,0.628914,0.257574,0.511382,3.65065,0.0289006,0.00203676,0.0235854,0.00938964,0.0010145,9.20207e-07,1.40849e-05,3.22488,0.333479,0.0160984,3.30624
7943.28,0.63211,0.263573,0.516679,3.62337,0.0287921,0.00226378,0.0232231,0.00945532,0.00109068,9.20207e-07,2.62394e-05,3.18223,0.350726,0.0172143,3.26035
9999.99,0.633503,0.269451,0.52143,3.59861,0.0286836,0.00241414,0.0229386,0.00945947,0.00120438,9.20207e-07,2.62394e-05,3.14277,0.367566,0.0182716,3.21755
12589.2,0.635685,0.275205,0.524996,3.57461,0.0285066,0.0024869,0.0227305,0.00951507,0.00133248,9.20207e-07,2.62394e-05,3.10614,0.384224,0.0194959,3.17564
15848.9,0.638032,0.280101,0.528463,3.55207,0.0283434,0.00265683,0.022529,0.00955809,0.00144037,9.20207e-07,2.62394e-05,3.07153,0.400023,0.0200974,3.13661
19952.6,0.63972,0.285029,0.531023,3.53057,0.0279141,0.0029362,0.0223588,0.00962222,0.00160532,9.20207e-07,2.62394e-05,3.04178,0.413574,0.0206873,3.10073
25118.8,0.641043,0.289659,0.533457,3.51071,0.0276294,0.00303037,0.0222211,0.00963572,0.00177532,7.99629e-06,2.62394e-05,3.01382,0.426392,0.021372,3.06734
31622.8,0.642745,0.29384,0.535098,3.49162,0.0272591,0.00309659,0.0220811,0.00969975,0.00199977,7.99629e-06,2.88677e-05,2.98828,0.438532,0.0221661,3.03546
39810.7,0.644386,0.297697,0.536742,3.47434,0.0270158,0.00310894,0.0218607,0.00973243,0.00218279,7.99629e-06,3.37466e-05,2.96534,0.450081,0.0228037,3.00622
50118.7,0.64558,0.301519,0.537876,3.45876,0.0267647,0.00322345,0.02174,0.00974973,0.00237534,7.99629e-06,3.11183e-05,2.94447,0.461369,0.023002,2.97925
63095.7,0.646372,0.305114,0.53911,3.44389,0.026531,0.00325152,0.02165,0.00981091,0.00254823,7.99629e-06,3.11183e-05,2.92585,0.470479,0.0232876,2.95556
79432.8,0.646956,0.308423,0.540241,3.43048,0.0262334,0.00326732,0.0215216,0.00984661,0.00280726,7.99629e-06,3.20995e-05,2.90896,0.479622,0.0233031,2.93352
99999.9,0.647819,0.311032,0.54083,3.41795,0.0259887,0.00335322,0.0214095,0.00983453,0.00303906,7.99629e-06,3.20995e-05,2.89467,0.487986,0.0230856,2.91354
125892,0.648817,0.313772,0.541865,3.40558,0.0254939,0.00332477,0.0213121,0.00983265,0.00354495,7.99629e-06,3.72967e-05,2.88172,0.495322,0.0225508,2.89517
158489,0.649849,0.316028,0.542788,3.3943,0.0249995,0.00330605,0.0212506,0.00982925,0.00390582,7.99629e-06,3.72967e-05,2.87049,0.501544,0.0220579,2.87933
