Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.781991,0.226597,0.0313002,4.30911,1.16637e-05,0.0138631,0.00238705,0,0,0,0.0884944,0.0043489,0.117339,4.22398,5.09865
1.25893,0.767254,0.228195,0.0352795,4.30802,1.29514e-05,0.0158135,0.00236705,0,0,0,0.0906278,0.00458414,0.103606,4.22048,5.09532
1.58489,0.758731,0.229024,0.0394767,4.3069,1.29514e-05,0.0165709,0.00222531,0,0,0,0.0917328,0.0047536,0.0968814,4.2181,5.08705
1.99526,0.750433,0.229839,0.0440461,4.30559,1.86044e-05,0.0171155,0.00219655,2.65787e-06,0,0,0.0929036,0.00496892,0.090541,4.21542,5.07755
2.51189,0.743262,0.230428,0.049201,4.3039,1.86044e-05,0.0177262,0.00217892,2.65787e-06,0,0,0.0933321,0.0052832,0.0855468,4.21299,5.06727
3.16228,0.736114,0.231105,0.0546163,4.30184,1.86044e-05,0.0182263,0.00210669,2.65787e-06,0,0,0.0944061,0.00553374,0.0807813,4.20956,5.0558
3.98107,0.729966,0.23193,0.060897,4.29966,1.86044e-05,0.0186073,0.00206564,2.65787e-06,0,0,0.0959021,0.00572552,0.0766841,4.20568,5.04482
5.01187,0.723853,0.232892,0.0666041,4.29717,1.86044e-05,0.018974,0.00200356,2.65787e-06,0,0,0.0971833,0.00593992,0.073043,4.20175,5.03204
6.30957,0.717401,0.233562,0.0725432,4.2948,4.08273e-05,0.019289,0.00193055,2.65787e-06,0,0,0.0987578,0.00608327,0.0694794,4.19766,5.01888
7.94328,0.71129,0.234378,0.079238,4.29216,4.08273e-05,0.019616,0.00188497,2.65787e-06,0,0,0.100286,0.00627275,0.0663375,4.19331,5.0024
10,0.705013,0.235125,0.0866403,4.28953,4.2294e-05,0.0200458,0.00188881,2.65787e-06,0,0,0.102009,0.00641309,0.0635068,4.18883,4.9836
12.5893,0.699116,0.236059,0.094035,4.28635,4.2294e-05,0.0203869,0.00191952,2.65787e-06,0,0,0.103812,0.00655927,0.0607013,4.18368,4.96419
15.8489,0.692582,0.236954,0.102189,4.28307,4.2294e-05,0.0206951,0.00193782,2.65787e-06,0,0,0.106018,0.00672,0.0578773,4.17806,4.94234
19.9526,0.686116,0.237773,0.111105,4.27946,5.09244e-05,0.0209163,0.0020088,2.65787e-06,0,0,0.108118,0.00697448,0.0551666,4.17206,4.91772
25.1189,0.67943,0.238782,0.120683,4.27466,5.40909e-05,0.021329,0.00206391,2.65787e-06,0,0,0.110541,0.00715629,0.0526519,4.16462,4.88914
31.6228,0.672539,0.239697,0.131962,4.26983,6.05269e-05,0.0215913,0.00221525,2.20241e-05,0,0,0.113384,0.00743379,0.0501191,4.15669,4.85657
39.8107,0.665689,0.240772,0.143881,4.26443,4.91983e-05,0.0217102,0.00230432,1.7236e-05,0,0,0.116516,0.00765228,0.0480964,4.14793,4.82274
50.1187,0.658582,0.242025,0.15713,4.25812,8.40415e-05,0.0220907,0.00237188,1.7236e-05,0,0,0.119856,0.00783415,0.0458666,4.13806,4.78436
63.0957,0.651602,0.243251,0.171576,4.25021,7.36171e-05,0.0223349,0.00259439,1.76368e-05,0,0,0.123849,0.00810914,0.0437672,4.1259,4.7417
79.4328,0.643996,0.244622,0.187353,4.2421,0.000119358,0.0224764,0.00272249,1.8574e-05,0,0,0.128085,0.008449,0.0419868,4.11315,4.69375
100,0.637111,0.246381,0.204489,4.23253,0.000130772,0.0227886,0.0028848,2.39633e-05,0,0,0.133736,0.00882419,0.0403212,4.09756,4.64182
125.892,0.629115,0.248111,0.222944,4.22236,0.000137242,0.0231005,0.00319601,1.39575e-05,0,0,0.139814,0.00902103,0.0384543,4.08108,4.58503
158.489,0.622388,0.250192,0.24211,4.21011,0.00017846,0.0231605,0.00349746,3.21743e-05,0,0,0.146003,0.00930139,0.0368458,4.06234,4.52721
199.526,0.615739,0.25226,0.262579,4.19704,0.000246531,0.0233613,0.00389603,3.21743e-05,0,0,0.153211,0.00973028,0.0352447,4.04157,4.4634
251.189,0.609204,0.254678,0.283752,4.18167,0.000301528,0.0237216,0.00416343,3.62496e-05,0,0,0.161032,0.00995517,0.0335548,4.01807,4.39652
316.228,0.604195,0.256981,0.305653,4.16464,0.000316813,0.0241831,0.00435757,5.7822e-05,5.47083e-06,0,0.168611,0.0103769,0.0321963,3.99303,4.32688
398.107,0.600272,0.259673,0.327923,4.14624,0.000356865,0.0243881,0.00466154,6.52106e-05,5.47083e-06,0,0.176354,0.0110227,0.0310585,3.96624,4.2566
501.187,0.596156,0.262644,0.350561,4.12703,0.00038049,0.0246152,0.00498637,8.81669e-05,5.47083e-06,0,0.185796,0.0116053,0.0298921,3.93696,4.1841
630.957,0.592777,0.265815,0.372037,4.10609,0.000460695,0.0248431,0.00527263,9.28612e-05,5.47083e-06,0,0.195776,0.0123994,0.0287348,3.90519,4.11116
