Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,0.819711,0.152778,0.0373947,4.15032,0,0.0182149,0.00370106,0,0,0,0.00647345,0.000208626,0.127858,4.1515,4.86874
1.25893,0.80312,0.154751,0.0418863,4.1493,0,0.0205738,0.00350866,0,0,0,0.00893388,0.000232624,0.11277,4.14798,4.86548
1.58489,0.79372,0.155688,0.0463537,4.1481,0,0.021618,0.00344001,0,0,0,0.0102382,0.000235265,0.105132,4.14548,4.85629
1.99526,0.78539,0.156401,0.0519412,4.14674,0,0.0223871,0.00335681,0,0,0,0.0112604,0.000242098,0.0989535,4.1431,4.84527
2.51189,0.777266,0.157163,0.0574851,4.14498,0,0.0230374,0.00322455,3.58877e-06,0,0,0.0123935,0.000246923,0.0931612,4.14016,4.83493
3.16228,0.769755,0.157897,0.0634784,4.14326,0,0.0236063,0.00312522,3.58877e-06,0,0,0.0135396,0.000254318,0.0881105,4.13727,4.82408
3.98107,0.762475,0.158678,0.0697172,4.14104,0,0.0242471,0.00306126,3.58877e-06,0,0,0.0150063,0.000254318,0.0834234,4.13358,4.81166
5.01187,0.755706,0.159386,0.0762563,4.13877,0,0.0245518,0.00300628,3.58877e-06,0,0,0.016883,0.000271852,0.0794191,4.12946,4.79804
6.30957,0.748719,0.160157,0.0831049,4.1366,0,0.0251832,0.00295693,1.03553e-05,0,0,0.0193062,0.000267538,0.0755164,4.12489,4.78237
7.94328,0.74161,0.161159,0.0901316,4.13441,0,0.0254609,0.00300073,1.03553e-05,0,0,0.0215988,0.000278652,0.0717947,4.12046,4.76572
10,0.735063,0.162055,0.0972877,4.13178,0,0.0259542,0.00300926,1.03553e-05,0,0,0.0240411,0.000303722,0.0684805,4.11534,4.74701
12.5893,0.727456,0.163113,0.105056,4.12895,1.71279e-06,0.026191,0.00307348,1.03553e-05,0,0,0.0267804,0.00031284,0.0651697,4.10977,4.72608
15.8489,0.719859,0.164071,0.113819,4.1261,2.90438e-06,0.0265161,0.0031488,1.03553e-05,0,0,0.0299244,0.0003366,0.0619396,4.10371,4.70197
19.9526,0.71261,0.165041,0.123323,4.12238,3.48558e-06,0.0269598,0.00309514,1.03553e-05,0,0,0.0325561,0.000389243,0.0591329,4.0973,4.67543
25.1189,0.704999,0.166127,0.134084,4.11849,1.11088e-05,0.0272418,0.00314199,1.20004e-05,0,0,0.0363828,0.000390673,0.0563041,4.08962,4.64561
31.6228,0.697441,0.167357,0.145214,4.11393,1.66622e-05,0.0276584,0.003238,1.20004e-05,0,0,0.0403332,0.000463051,0.0533008,4.081,4.6126
39.8107,0.689703,0.168691,0.157867,4.10854,3.00457e-05,0.0279546,0.00332449,5.23387e-06,0,0,0.0449121,0.000616497,0.0507148,4.07088,4.57621
50.1187,0.681402,0.170174,0.17177,4.10267,4.29009e-05,0.0281285,0.00346293,5.23387e-06,0,0,0.0501807,0.000713988,0.0484222,4.05961,4.53486
63.0957,0.673335,0.171808,0.186959,4.09548,6.19747e-05,0.0283045,0.00368852,5.57344e-06,0,0,0.0558184,0.000800059,0.0462627,4.04669,4.4892
79.4328,0.665785,0.173443,0.203382,4.08706,7.25866e-05,0.0285005,0.00393763,9.09925e-06,0,0,0.06198,0.000914968,0.0441597,4.03197,4.44011
100,0.658251,0.175456,0.220243,4.0772,9.87867e-05,0.0286181,0.0041775,1.32593e-05,0,0,0.0697532,0.000994867,0.0422224,4.01419,4.38672
125.892,0.649994,0.177836,0.238965,4.06626,0.00010819,0.0289823,0.00445121,2.19045e-05,0,0,0.0788226,0.00121741,0.0399943,3.99395,4.32785
158.489,0.643451,0.180295,0.259233,4.05309,0.000187383,0.029073,0.00473406,4.45227e-05,0,0,0.0884483,0.00148449,0.0383118,3.97082,4.26434
199.526,0.637276,0.182945,0.279922,4.03797,0.000227893,0.0291993,0.00502788,5.61238e-05,0,0,0.0986497,0.00184183,0.0366618,3.9451,4.19768
251.189,0.631841,0.186058,0.30071,4.02108,0.000271379,0.0291569,0.00539066,7.05769e-05,0,0,0.110003,0.00232593,0.0352594,3.91631,4.12867
316.228,0.626183,0.189379,0.321952,4.00261,0.00033414,0.0291506,0.00587847,6.37204e-05,0,0,0.121699,0.00288426,0.0337702,3.88552,4.05595
398.107,0.622084,0.192924,0.343774,3.98278,0.00038547,0.0293777,0.00620491,9.58752e-05,0,0,0.134297,0.0035992,0.0324113,3.85231,3.9831
501.187,0.61887,0.197043,0.365443,3.96082,0.000457135,0.029617,0.00652933,0.000114632,0,0,0.14833,0.00430258,0.0310991,3.81551,3.90838
630.957,0.616579,0.201078,0.384918,3.93782,0.000590544,0.0295345,0.00699829,0.000145288,0,0,0.162519,0.00502014,0.0300032,3.77747,3.83605
