Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,1.12263,0.120819,0.0368732,4.23447,3.63361e-06,0.0157643,0.00199684,0,6.13704e-06,0,0.0108384,0.000274194,0.0985798,4.2311,5.26112
1.25893,1.10978,0.122571,0.0411756,4.23289,3.63361e-06,0.0175695,0.00194454,0,6.13704e-06,0,0.0135009,0.000278849,0.0871612,4.22684,5.25443
1.58489,1.10135,0.123362,0.0455163,4.23096,3.63361e-06,0.0185928,0.00184469,0,6.13704e-06,0,0.0147422,0.00028251,0.0809342,4.22366,5.24325
1.99526,1.09327,0.124225,0.0505193,4.2289,3.63361e-06,0.0192947,0.00178542,0,6.13704e-06,0,0.0160888,0.000301784,0.0756937,4.22022,5.23006
2.51189,1.08617,0.124991,0.0561347,4.22656,3.63361e-06,0.0195775,0.00175795,0,6.13704e-06,0,0.0173317,0.000322336,0.071708,4.21661,5.21731
3.16228,1.07895,0.12585,0.0628384,4.22407,3.63361e-06,0.0199422,0.00177846,0,6.13704e-06,0,0.0187517,0.000330585,0.0677614,4.21271,5.20395
3.98107,1.07222,0.126716,0.0692363,4.22145,3.63361e-06,0.0202176,0.00177191,0,6.13704e-06,0,0.0208249,0.000359815,0.0644474,4.20798,5.18951
5.01187,1.06608,0.127588,0.0753432,4.21857,3.63361e-06,0.0206945,0.00171279,0,6.13704e-06,0,0.0230032,0.000401167,0.0616799,4.20288,5.17298
6.30957,1.05941,0.128359,0.0818892,4.21579,6.2331e-06,0.0210798,0.0016721,0,6.13704e-06,0,0.0254566,0.000420323,0.0588346,4.19769,5.15544
7.94328,1.05268,0.129105,0.0888308,4.21278,6.2331e-06,0.0212143,0.001724,0,6.13704e-06,0,0.0276858,0.000429412,0.0561905,4.19241,5.13598
10,1.0462,0.130131,0.0962601,4.20957,6.2331e-06,0.0214795,0.00174906,0,6.13704e-06,0,0.0306428,0.000475639,0.0535992,4.18622,5.11542
