EnergyDeposit(eV),LET(keV/um)
1414.17,0.141342
1049.07,0.104887
828.074,0.0827708
633.348,0.0633071
1147.02,0.114624
1130.64,0.112899
7980.53,0.797873
677.45,0.0677243
734.156,0.0733573
1357.02,0.135677
3099.06,0.307006
1844.39,0.184316
13642.7,1.36347
627.906,0.062762
5760.51,0.57566
14099.6,2.00483
1033.95,0.10336
1117.88,0.111687
1538.97,0.153869
1587.22,0.158641
1032.74,0.103247
1553.6,0.15511
959.597,0.095916
2083.83,0.208278
2558.05,0.254824
1044.2,0.104377
642.796,0.0642667
2393.14,0.239251
1329.92,0.13294
948.661,0.0947668
909.008,0.0908255
1799.01,0.17984
1577.35,0.157667
1335.99,0.13359
3600.98,0.360012
1423.54,0.142322
738.698,0.0738114
1726.04,0.172522
1217.81,0.121697
2776.22,0.27751
2407.33,0.240596
1059.08,0.105888
685.386,0.0685372
1117.19,0.11171
1492.85,0.149241
1359.26,0.135888
1282.93,0.128254
1514.59,0.151407
1042.95,0.104291
2098.47,0.209797
2801.69,0.280028
931.961,0.0931516
1543.91,0.153839
2099.74,0.209759
1038.9,0.103622
1425.91,0.142438
1773.26,0.17729
1149.91,0.114972
1534.51,0.153445
1392.77,0.138852
2028.56,0.202807
5435.23,0.542358
2184.5,0.218395
1295.27,0.129498
1527.66,0.152746
1968.59,0.196515
910.856,0.0909605
2037.35,0.20052
2100.89,0.165561
1917.87,0.191708
1223.21,0.122296
742.715,0.0742346
3676.23,0.367525
1101.82,0.110168
598.173,0.0596666
804.924,0.0803411
1009.09,0.100876
1527.07,0.152479
2420.21,0.241973
1378.07,0.137731
5240.94,0.523504
2534.24,0.25337
1780.93,0.17791
2203.63,0.220322
1502.38,0.150196
1002.99,0.100291
1071.55,0.10712
3789.43,0.378488
1075.21,0.107481
20877.3,2.04947
966.782,0.0966019
1505.07,0.150489
932.392,0.0932107
1204.26,0.12016
1067.95,0.106773
1420.25,0.141779
1941.4,0.194033
1723.98,0.172279
1303.28,0.130202
1242.2,0.12419
1237.43,0.123721
857.963,0.0857948
937.658,0.0937459
953.929,0.0953023
668.614,0.0668457
2740.06,0.273429
997.831,0.0997694
848.022,0.0847804
6606.13,0.659747
961.873,0.0960548
852.784,0.0852552
1013.88,0.101378
1326.69,0.132603
4205.67,0.39098
1164.12,0.116396
1028.14,0.102708
3596.03,0.358352
1701.68,0.169966
664.61,0.0664044
2679.46,0.267883
675.025,0.0674885
1181.94,0.118185
762.402,0.0761311
1003.71,0.100102
1942.12,0.193436
828.553,0.082688
822.014,0.0821922
3937.53,0.393264
1494.39,0.149399
1278.05,0.119317
850.528,0.0850358
2019.18,0.201772
759.833,0.0759718
972.689,0.0971075
3635.24,0.363455
1075.95,0.107544
1336.2,0.133612
873.04,0.0872776
962.429,0.0962117
666.161,0.0659941
1103.07,0.110266
848.627,0.0848578
1416.7,0.141572
1322.55,0.132095
994.706,0.0993721
835.309,0.0835163
1392.85,0.139163
569.658,0.0569308
2339.53,0.233639
1535.6,0.153524
994.253,0.0993857
1097.27,0.109614
1053.48,0.105178
2836.15,0.283231
1443.05,0.144295
2118.46,0.211565
1522.43,0.15209
882.71,0.0881999
1507.42,0.150521
3032.31,0.302868
986.795,0.0986605
1017.38,0.101713
1180.39,0.117932
2734.02,0.273254
1176.12,0.117604
1193.95,0.119337
1667.1,0.166681
581.596,0.0580426
1165.56,0.116432
1793.13,0.179269
1796.32,0.179308
1089.47,0.108922
1038.11,0.103316
1184.69,0.118378
2140.28,0.213872
1197.52,0.119531
619.352,0.0619348
1490.36,0.148967
1310.1,0.130855
1039.53,0.103949
1283.48,0.128277
869.034,0.0868835
1324.67,0.132409
1028.35,0.102778
1005.51,0.100424
