EnergyDeposit(eV),LET(keV/um)
1144.76,0.11444
1278.88,0.127879
2456.56,0.244948
1108.93,0.110841
1045.26,0.104441
825.854,0.0825772
1357.65,0.135693
1278.27,0.12778
1111.51,0.111144
1014.97,0.101351
748.295,0.0747993
1407.03,0.140578
825.125,0.0825062
1405.63,0.140543
773.705,0.0773653
1421.98,0.142071
1102.86,0.110254
2751.13,0.274895
924.283,0.0924084
1789.67,0.178924
1094.63,0.109454
751.076,0.0750263
792.704,0.0790634
806.514,0.0806454
1312.58,0.131246
2907.52,0.290655
1854.77,0.185277
1380.01,0.137978
991.028,0.0990714
859.999,0.0859868
1104.35,0.110416
858.586,0.0857701
1995.36,0.199516
784.23,0.078403
735.342,0.0735229
2264.59,0.226407
1009.92,0.100944
5765.4,5.81938
1458.79,0.145838
710.139,0.0710048
832.242,0.0832075
2160.97,0.215924
3325.33,0.332303
5497,0.54778
2282.66,0.228185
3339.45,0.333456
2178.92,0.217848
2623.76,0.262092
540.227,0.0539744
1477.96,0.147649
993.115,0.0992847
3687.98,0.368685
1744.5,0.174404
1823.73,0.182336
1994.82,0.199385
1055.21,0.105491
988.409,0.0987711
1184.47,0.118381
1094.03,0.109382
2095.68,0.209375
1469.59,0.146744
1219.93,0.121931
1483.92,0.148299
1046.64,0.10458
964.501,0.0964231
756.732,0.0756549
1368.8,0.136848
638.78,0.0638392
1534.1,0.153402
3083.99,0.308083
901.02,0.0899683
2099.87,0.209855
2094.24,0.209384
1066.96,0.10668
428.859,0.0428436
840.171,0.0839336
1529.39,0.152749
25415.6,2.53302
3405.18,0.340441
1167.91,0.116776
814.87,0.0814032
1844.52,0.184262
979.716,0.0978326
1577.5,0.15769
1684.79,0.168445
833.315,0.083321
875.807,0.0875745
1653.34,0.164909
648.916,0.0648879
1145.3,0.114435
2979.57,0.301641
2244.05,0.2243
2280.73,0.227997
1299.8,0.129935
897.827,0.0897688
2494.78,0.248948
779.473,0.0779353
1015.67,0.101561
2223.78,0.22223
13194.9,1.31316
974.635,0.0974442
2023.72,0.202267
926.199,0.0926066
1070.8,0.106982
1582.02,0.157838
2063.06,0.206217
913.68,0.091355
1228.14,0.122637
998.748,0.0997559
1422.48,0.142178
582.625,0.0582504
1319.94,0.131915
1715.89,0.17156
1190.64,0.119018
3942.77,0.393684
831.235,0.0830978
1232.35,0.123173
828.952,0.0828706
1418.6,0.141759
874.651,0.0874491
1243.17,0.124293
1371.48,0.137137
1047.67,0.104762
1424.79,0.142458
1441.03,0.142726
1531.39,0.15289
1275.98,0.127571
967.281,0.0967165
1141.2,0.114022
1611.37,0.160968
1506.44,0.15058
2436.04,0.243575
1252.77,0.125206
1587.59,0.158722
1478.1,0.147644
1026.62,0.102627
1296.46,0.129603
1425.01,0.142356
938.508,0.0937088
1937.96,0.193691
1039.05,0.103846
859.885,0.085928
989.265,0.0989045
1319.43,0.131891
2175.65,0.216889
1258.56,0.125802
981.518,0.0981475
881.06,0.0880939
847.564,0.0847539
1945.39,0.193984
1414.64,0.141176
1491,0.149081
710.189,0.0709215
2624.03,0.262344
1882.85,0.18826
1147.57,0.114714
512.018,0.0508621
2835.23,0.283448
1211.07,0.12108
1602.9,0.160261
980.507,0.098047
755.185,0.0755102
1238.24,0.123785
1750.47,0.174774
8223.73,0.821348
1711.32,0.171122
4810.72,0.476108
718.4,0.0718391
922.616,0.0922142
667.301,0.0667083
1051.59,0.105101
2772.33,0.276524
2790.16,0.278867
3961.71,0.396138
1197.39,0.119713
4368.48,0.436638
1096.99,0.109612
652.407,0.0652295
1111.1,0.110971
1023.63,0.102283
534.633,0.0534295
802.196,0.0801861
906.995,0.0904302
1366.35,0.136238
1618.79,0.161601
1204.71,0.120448
1614.63,0.161434
1606.14,0.160577
1534.66,0.153327
938.936,0.0938736
1503.71,0.150343
1092.42,0.109223
452.267,0.0451652
1286.09,0.128504
1139.85,0.113971
5403.32,0.539708
1984.6,0.198399
2172.11,0.217159
1026.78,0.102631
889.823,0.0889501
1454.53,0.145331
994.97,0.0994688
640.592,0.0640276
1838.99,0.183402
1280.26,0.128002
6300.38,0.628805
2246.55,0.224501
1185.28,0.118449
811.114,0.0811036
1746.03,0.174375
1047.48,0.104621
1106.77,0.109891
3117.83,0.311491
1586.99,0.158632
985.027,0.0984969
936.743,0.0936524
1241.4,0.123892
1832.58,0.183228
1023.08,0.10227
975.573,0.0975358
828.312,0.0828072
1465.79,0.146447
1128.55,0.112807
1262.88,0.126247
1198.58,0.119782
15412.9,1.53171
1047.58,0.104749
600.545,0.0599778
2119.51,0.211921
1321.1,0.132065
929.396,0.0929223
772.767,0.077262
993.262,0.0989715
1162.81,0.115807
1481.29,0.148098
734.231,0.0733919
754.57,0.0754551
630.648,0.0630538
1002.04,0.100175
440.674,0.0440285
1074.17,0.107238
1329.53,0.132907
933.268,0.0930886
575.813,0.0575743
762.974,0.0757506
1006.3,0.100476
1252.3,0.124967
1123.83,0.112359
1462.71,0.146245
1659.8,0.165952
918.789,0.0918653
879.963,0.087941
2163.36,0.215655
1142.32,0.113668
820.241,0.0819795
1012.36,0.10119
1295.55,0.129482
1263.32,0.126287
1019.96,0.101979
995.819,0.0995626
1664.12,0.166373
2439.82,0.243961
2212.72,0.221221
1813.26,0.181274
1037.84,0.103724
678.539,0.0678462
828.16,0.0828107
900.73,0.0900453
867.897,0.0867847
985.583,0.0985293
2478.26,0.247671
1935.51,0.193506
3368.95,0.336558
991.195,0.099109
729.592,0.0729497
22631.6,2.26025
1373.03,0.137179
1027.91,0.102778
1229.69,0.122939
776.364,0.0775348
726.253,0.0725988
2255.69,0.222836
988.448,0.0987904
2970.05,0.29687
834.355,0.0834104
1024.39,0.102392
2294.6,0.229387
743.901,0.0741895
1326.84,0.132574
2050.91,0.204953
808.061,0.0807741
777.751,0.0776836
948.868,0.094842
4752.68,0.474906
1187.68,0.118738
392.971,0.0392252
927.647,0.0927329
1098.5,0.109673
3673.51,0.367204
1256.44,0.125612
628.427,0.0628323
1343.88,0.134379
1198.63,0.119835
975.895,0.0975807
1339.04,0.133838
1180.63,0.117829
792.516,0.0792284
1967.4,0.196666
755.802,0.0754457
843.878,0.084365
801.801,0.0801587
1052.66,0.105231
1587.7,0.158734
854.223,0.0853934
2160.16,0.21598
2323.1,0.232231
1308.93,0.130764
2601.02,0.259983
719.646,0.071936
835.683,0.0835656
798.02,0.0797608
21004.7,2.08924
1823.45,0.182318
1167.69,0.116619
1218.22,0.12174
1081.98,0.108179
1441.65,0.144156
1131.76,0.113056
1153.77,0.115371
1105.57,0.110528
957.293,0.0937787
