Time(ps),H^0,H_2^0,H2O2^0,H3O^1,HO_2^-1,HO_2°^0,O_2^0,O_2^-1,O_3^0,O_3^-1,OH^-1,O^-1,°O^0,e_aq^-1,°OH^0
1,1.12489,0.120356,0.0380892,4.23606,8.21569e-06,0.0157993,0.00238901,0,0,0,0.0108514,0.000238601,0.0989654,4.23293,5.25925
1.25893,1.11144,0.122025,0.0425019,4.23451,8.21569e-06,0.0175548,0.00231195,0,0,0,0.0134986,0.000251102,0.0872272,4.22868,5.25223
1.58489,1.10307,0.122925,0.0475693,4.23293,8.21569e-06,0.0182919,0.00223311,0,0,0,0.0150151,0.000256164,0.08134,4.22561,5.23983
1.99526,1.09578,0.123689,0.053169,4.23085,1.01591e-05,0.018741,0.0022229,0,0,0,0.0165471,0.000266785,0.0764187,4.22198,5.22765
2.51189,1.08816,0.124265,0.0585441,4.22885,1.01591e-05,0.0194427,0.00216604,0,0,0,0.0180073,0.000297344,0.071573,4.21849,5.21494
3.16228,1.0813,0.124983,0.0645506,4.22654,1.19671e-05,0.0198021,0.00214559,0,0,0,0.0196892,0.000306997,0.0675553,4.21449,5.20182
3.98107,1.07463,0.125818,0.0704572,4.22382,1.19671e-05,0.0200186,0.00205039,0,0,0,0.0215633,0.000332343,0.064341,4.20988,5.18759
5.01187,1.06785,0.126641,0.0766564,4.22113,2.73301e-05,0.0203475,0.00201119,0,0,0,0.0239002,0.000339121,0.0612536,4.20484,5.17118
6.30957,1.06151,0.127353,0.0838642,4.21829,3.28431e-05,0.0207242,0.00200666,0,0,0,0.0263478,0.000362649,0.0585326,4.1995,5.15342
7.94328,1.05464,0.128294,0.091433,4.2156,2.29392e-05,0.0211168,0.00193823,0,0,0,0.029082,0.000373326,0.0560375,4.19407,5.13329
10,1.04754,0.129092,0.0987455,4.21233,2.29392e-05,0.0213504,0.00190353,0,0,0,0.0317648,0.000381054,0.0534555,4.18815,5.11184
12.5893,1.04008,0.130161,0.106992,4.20886,2.57089e-05,0.021413,0.00196089,0,0,0,0.0347549,0.000384155,0.0511254,4.18165,5.08769
15.8489,1.03238,0.131309,0.116242,4.20521,2.82672e-05,0.0216289,0.00198372,0,0,0,0.0381586,0.000446537,0.0487533,4.17453,5.06127
19.9526,1.02432,0.13275,0.12593,4.20059,2.91848e-05,0.0219097,0.00203117,5.57004e-06,0,0,0.0416295,0.00052246,0.0464653,4.16638,5.03076
25.1189,1.01565,0.134025,0.136587,4.19527,4.84207e-05,0.0220904,0.00213869,7.5871e-06,0,0,0.0458395,0.00058761,0.0442577,4.15675,4.99629
31.6228,1.00665,0.135617,0.14917,4.18919,4.15994e-05,0.022178,0.00221729,7.5871e-06,0,0,0.0508134,0.000726571,0.0422749,4.14558,4.95731
39.8107,0.997322,0.137189,0.162711,4.18211,7.03097e-05,0.0223878,0.00233835,7.5871e-06,0,0,0.0566447,0.000852203,0.0403501,4.13249,4.9136
50.1187,0.987247,0.139035,0.177634,4.17402,9.59924e-05,0.0226618,0.00244354,7.5871e-06,0,0,0.0634239,0.000985917,0.0384402,4.11746,4.8644
63.0957,0.977258,0.14126,0.194285,4.16486,0.000109425,0.0228632,0.00262276,7.5871e-06,0,0,0.0709714,0.00114822,0.0365718,4.10058,4.80998
79.4328,0.967065,0.143662,0.212372,4.15443,0.000137819,0.0230866,0.00275985,1.40014e-05,0,0,0.0787467,0.00147391,0.0349436,4.08204,4.75278
100,0.955911,0.14612,0.231459,4.14212,0.000155253,0.0231894,0.00301641,2.93092e-05,0,0,0.0865474,0.00170708,0.0332903,4.06166,4.68939
125.892,0.944729,0.149014,0.251902,4.12812,0.00017674,0.0234139,0.00315725,3.49846e-05,0,0,0.0966754,0.00198468,0.0315073,4.03722,4.62045
